st,CYQ,year,quarter,Loans,LPCE,LPCTW,Bond_Amount,Bond_Date
MS,2004.3,2004,3,0,0,0,NA,NA
MS,2004.4,2004,4,0,0,0,NA,NA
MS,2005.1,2005,1,0,0,0,NA,NA
MS,2005.2,2005,2,0,0,0,NA,NA
MS,2005.3,2005,3,0,0,0,NA,NA
MS,2005.4,2005,4,0,0,0,NA,NA
MS,2006.1,2006,1,0,0,0,NA,NA
MS,2006.2,2006,2,0,0,0,NA,NA
MS,2006.3,2006,3,0,0,0,NA,NA
MS,2006.4,2006,4,0,0,0,NA,NA
MS,2007.1,2007,1,0,0,0,NA,NA
MS,2007.2,2007,2,0,0,0,NA,NA
MS,2007.3,2007,3,0,0,0,NA,NA
MS,2007.4,2007,4,0,0,0,NA,NA
MS,2008.1,2008,1,0,0,0,NA,NA
MS,2008.2,2008,2,0,0,0,NA,NA
MS,2008.3,2008,3,0,0,0,NA,NA
MS,2008.4,2008,4,0,0,0,NA,NA
MS,2009.1,2009,1,0,0,0,NA,NA
MS,2009.2,2009,2,0,0,0,NA,NA
MS,2009.3,2009,3,0,0,0,NA,NA
MS,2009.4,2009,4,0,0,0,NA,NA
MS,2010.1,2010,1,0,0,0,NA,NA
MS,2010.2,2010,2,0,0,0,NA,NA
MS,2010.3,2010,3,0,0,0,NA,NA
MS,2010.4,2010,4,0,0,0,NA,NA
MS,2011.1,2011,1,0,0,0,NA,NA
MS,2011.2,2011,2,0,0,0,NA,NA
MS,2011.3,2011,3,0,0,0,NA,NA
MS,2011.4,2011,4,0,0,0,NA,NA
MS,2012.1,2012,1,0,0,0,NA,NA
MS,2012.2,2012,2,0,0,0,NA,NA
MS,2012.3,2012,3,0,0,0,NA,NA
MS,2012.4,2012,4,0,0,0,NA,NA
MS,2013.1,2013,1,0,0,0,NA,NA
MS,2013.2,2013,2,0,0,0,NA,NA
MS,2013.3,2013,3,0,0,0,NA,NA
MS,2013.4,2013,4,0,0,0,NA,NA
MS,2014.1,2014,1,0,0,0,0,N.A.
MS,2014.2,2014,2,0,0,0,0,N.A.
MS,2014.3,2014,3,0,0,0,0,N.A.
MS,2014.4,2014,4,0,0,0,0,N.A.
MS,2015.1,2015,1,0,0,0,0,N.A.
MS,2015.2,2015,2,0,0,0,0,N.A.
MS,2015.3,2015,3,0,0,0,0,N.A.
MS,2015.4,2015,4,0,0,0,0,N.A.
MS,2016.1,2016,1,0,0,0,0,N.A.
MS,2016.2,2016,2,0,0,0,0,N.A.
MS,2016.3,2016,3,0,0,0,0,N.A.
MS,2016.4,2016,4,0,0,0,0,N.A.
MS,2017.1,2017,1,0,0,0,0,N.A.
MS,2017.2,2017,2,0,0,0,0,N.A.
MS,2017.3,2017,3,0,0,0,0,N.A.
MS,2017.4,2017,4,0,0,0,0,N.A.
MS,2018.1,2018,1,0,0,0,0,N.A.
MT,1971.1,1971,1,NA,NA,NA,NA,NA
MT,1971.2,1971,2,NA,NA,NA,NA,NA
MT,1971.3,1971,3,NA,NA,NA,NA,NA
MT,1971.4,1971,4,NA,NA,NA,NA,NA
MT,1972.1,1972,1,NA,NA,NA,NA,NA
MT,1972.2,1972,2,NA,NA,NA,NA,NA
MT,1972.3,1972,3,NA,NA,NA,NA,NA
MT,1972.4,1972,4,NA,NA,NA,NA,NA
MT,1973.1,1973,1,NA,NA,NA,NA,NA
MT,1973.2,1973,2,NA,NA,NA,NA,NA
MT,1973.3,1973,3,NA,NA,NA,NA,NA
MT,1973.4,1973,4,NA,NA,NA,NA,NA
MT,1974.1,1974,1,NA,NA,NA,NA,NA
MT,1974.2,1974,2,NA,NA,NA,NA,NA
MT,1974.3,1974,3,NA,NA,NA,NA,NA
MT,1974.4,1974,4,NA,NA,NA,NA,NA
MT,1975.1,1975,1,NA,NA,NA,NA,NA
MT,1975.2,1975,2,NA,NA,NA,NA,NA
MT,1975.3,1975,3,NA,NA,NA,NA,NA
MT,1975.4,1975,4,NA,NA,NA,NA,NA
MT,1976.1,1976,1,NA,NA,NA,NA,NA
MT,1976.2,1976,2,NA,NA,NA,NA,NA
MT,1976.3,1976,3,NA,NA,NA,NA,NA
MT,1976.4,1976,4,NA,NA,NA,NA,NA
MT,1977.1,1977,1,NA,NA,NA,NA,NA
MT,1977.2,1977,2,NA,NA,NA,NA,NA
MT,1977.3,1977,3,NA,NA,NA,NA,NA
MT,1977.4,1977,4,NA,NA,NA,NA,NA
MT,1978.1,1978,1,NA,NA,NA,NA,NA
MT,1978.2,1978,2,NA,NA,NA,NA,NA
MT,1978.3,1978,3,NA,NA,NA,NA,NA
MT,1978.4,1978,4,NA,NA,NA,NA,NA
MT,1979.1,1979,1,NA,NA,NA,NA,NA
MT,1979.2,1979,2,NA,NA,NA,NA,NA
MT,1979.3,1979,3,NA,NA,NA,NA,NA
MT,1979.4,1979,4,NA,NA,NA,NA,NA
MT,1980.1,1980,1,NA,NA,NA,NA,NA
MT,1980.2,1980,2,NA,NA,NA,NA,NA
MT,1980.3,1980,3,NA,NA,NA,NA,NA
MT,1980.4,1980,4,NA,NA,NA,NA,NA
MT,1981.1,1981,1,NA,NA,NA,NA,NA
MT,1981.2,1981,2,NA,NA,NA,NA,NA
MT,1981.3,1981,3,NA,NA,NA,NA,NA
MT,1981.4,1981,4,NA,NA,NA,NA,NA
MT,1982.1,1982,1,NA,NA,NA,NA,NA
MT,1982.2,1982,2,NA,NA,NA,NA,NA
MT,1982.3,1982,3,NA,NA,NA,NA,NA
MT,1982.4,1982,4,NA,NA,NA,NA,NA
MT,1983.1,1983,1,NA,NA,NA,NA,NA
MT,1983.2,1983,2,NA,NA,NA,NA,NA
MT,1983.3,1983,3,NA,NA,NA,NA,NA
MT,1983.4,1983,4,NA,NA,NA,NA,NA
MT,1984.1,1984,1,NA,NA,NA,NA,NA
MT,1984.2,1984,2,NA,NA,NA,NA,NA
MT,1984.3,1984,3,NA,NA,NA,NA,NA
MT,1984.4,1984,4,NA,NA,NA,NA,NA
MT,1985.1,1985,1,NA,NA,NA,NA,NA
MT,1985.2,1985,2,NA,NA,NA,NA,NA
MT,1985.3,1985,3,NA,NA,NA,NA,NA
MT,1985.4,1985,4,NA,NA,NA,NA,NA
MT,1986.1,1986,1,NA,NA,NA,NA,NA
MT,1986.2,1986,2,NA,NA,NA,NA,NA
MT,1986.3,1986,3,NA,NA,NA,NA,NA
MT,1986.4,1986,4,NA,NA,NA,NA,NA
MT,1987.1,1987,1,NA,NA,NA,NA,NA
MT,1987.2,1987,2,NA,NA,NA,NA,NA
MT,1987.3,1987,3,NA,NA,NA,NA,NA
MT,1987.4,1987,4,NA,NA,NA,NA,NA
MT,1988.1,1988,1,NA,NA,NA,NA,NA
MT,1988.2,1988,2,NA,NA,NA,NA,NA
MT,1988.3,1988,3,NA,NA,NA,NA,NA
MT,1988.4,1988,4,NA,NA,NA,NA,NA
MT,1989.1,1989,1,NA,NA,NA,NA,NA
MT,1989.2,1989,2,NA,NA,NA,NA,NA
MT,1989.3,1989,3,NA,NA,NA,NA,NA
MT,1989.4,1989,4,NA,NA,NA,NA,NA
MT,1990.1,1990,1,NA,NA,NA,NA,NA
MT,1990.2,1990,2,NA,NA,NA,NA,NA
MT,1990.3,1990,3,NA,NA,NA,NA,NA
MT,1990.4,1990,4,NA,NA,NA,NA,NA
MT,1991.1,1991,1,NA,NA,NA,NA,NA
MT,1991.2,1991,2,NA,NA,NA,NA,NA
MT,1991.3,1991,3,NA,NA,NA,NA,NA
MT,1991.4,1991,4,NA,NA,NA,NA,NA
MT,1992.1,1992,1,NA,NA,NA,NA,NA
MT,1992.2,1992,2,NA,NA,NA,NA,NA
MT,1992.3,1992,3,NA,NA,NA,NA,NA
MT,1992.4,1992,4,NA,NA,NA,NA,NA
MT,1993.1,1993,1,NA,NA,NA,NA,NA
MT,1993.2,1993,2,NA,NA,NA,NA,NA
MT,1993.3,1993,3,NA,NA,NA,NA,NA
MT,1993.4,1993,4,NA,NA,NA,NA,NA
MT,1994.1,1994,1,NA,NA,NA,NA,NA
MT,1994.2,1994,2,NA,NA,NA,NA,NA
MT,1994.3,1994,3,NA,NA,NA,NA,NA
MT,1994.4,1994,4,NA,NA,NA,NA,NA
MT,1995.1,1995,1,NA,NA,NA,NA,NA
MT,1995.2,1995,2,NA,NA,NA,NA,NA
MT,1995.3,1995,3,NA,NA,NA,NA,NA
MT,1995.4,1995,4,NA,NA,NA,NA,NA
MT,1996.1,1996,1,NA,NA,NA,NA,NA
MT,1996.2,1996,2,NA,NA,NA,NA,NA
MT,1996.3,1996,3,NA,NA,NA,NA,NA
MT,1996.4,1996,4,NA,NA,NA,NA,NA
MT,1997.1,1997,1,NA,NA,NA,NA,NA
MT,1997.2,1997,2,NA,NA,NA,NA,NA
MT,1997.3,1997,3,NA,NA,NA,NA,NA
MT,1997.4,1997,4,NA,NA,NA,NA,NA
MT,1998.1,1998,1,NA,NA,NA,NA,NA
MT,1998.2,1998,2,NA,NA,NA,NA,NA
MT,1998.3,1998,3,NA,NA,NA,NA,NA
MT,1998.4,1998,4,NA,NA,NA,NA,NA
MT,1999.1,1999,1,NA,NA,NA,NA,NA
MT,1999.2,1999,2,NA,NA,NA,NA,NA
MT,1999.3,1999,3,NA,NA,NA,NA,NA
MT,1999.4,1999,4,NA,NA,NA,NA,NA
MT,2000.1,2000,1,NA,NA,NA,NA,NA
MT,2000.2,2000,2,NA,NA,NA,NA,NA
MT,2000.3,2000,3,NA,NA,NA,NA,NA
MT,2000.4,2000,4,NA,NA,NA,NA,NA
MT,2001.1,2001,1,NA,NA,NA,NA,NA
MT,2001.2,2001,2,NA,NA,NA,NA,NA
MT,2001.3,2001,3,NA,NA,NA,NA,NA
MT,2001.4,2001,4,NA,NA,NA,NA,NA
MT,2002.1,2002,1,NA,NA,NA,NA,NA
MT,2002.2,2002,2,NA,NA,NA,NA,NA
MT,2002.3,2002,3,NA,NA,NA,NA,NA
MT,2002.4,2002,4,NA,NA,NA,NA,NA
MT,2003.1,2003,1,0,0,0,NA,NA
MT,2003.2,2003,2,0,0,0,NA,NA
MT,2003.3,2003,3,0,0,0,NA,NA
MT,2003.4,2003,4,0,0,0,NA,NA
MT,2004.1,2004,1,0,0,0,NA,NA
MT,2004.2,2004,2,0,0,0,NA,NA
MT,2004.3,2004,3,0,0,0,NA,NA
MT,2004.4,2004,4,0,0,0,NA,NA
MT,2005.1,2005,1,0,0,0,NA,NA
MT,2005.2,2005,2,0,0,0,NA,NA
MT,2005.3,2005,3,0,0,0,NA,NA
MT,2005.4,2005,4,0,0,0,NA,NA
MT,2006.1,2006,1,0,0,0,NA,NA
MT,2006.2,2006,2,0,0,0,NA,NA
MT,2006.3,2006,3,0,0,0,NA,NA
MT,2006.4,2006,4,0,0,0,NA,NA
MT,2007.1,2007,1,0,0,0,NA,NA
MT,2007.2,2007,2,0,0,0,NA,NA
MT,2007.3,2007,3,0,0,0,NA,NA
MT,2007.4,2007,4,0,0,0,NA,NA
MT,2008.1,2008,1,0,0,0,NA,NA
MT,2008.2,2008,2,0,0,0,NA,NA
MT,2008.3,2008,3,0,0,0,NA,NA
MT,2008.4,2008,4,0,0,0,NA,NA
MT,2009.1,2009,1,0,0,0,NA,NA
MT,2009.2,2009,2,0,0,0,NA,NA
MT,2009.3,2009,3,0,0,0,NA,NA
MT,2009.4,2009,4,0,0,0,NA,NA
MT,2010.1,2010,1,0,0,0,NA,NA
MT,2010.2,2010,2,0,0,0,NA,NA
MT,2010.3,2010,3,0,0,0,NA,NA
MT,2010.4,2010,4,0,0,0,NA,NA
MT,2011.1,2011,1,0,0,0,NA,NA
MT,2011.2,2011,2,0,0,0,NA,NA
MT,2011.3,2011,3,0,0,0,NA,NA
MT,2011.4,2011,4,0,0,0,NA,NA
MT,2012.1,2012,1,0,0,0,NA,NA
MT,2012.2,2012,2,0,0,0,NA,NA
MT,2012.3,2012,3,0,0,0,NA,NA
MT,2012.4,2012,4,0,0,0,NA,NA
MT,2013.1,2013,1,0,0,0,NA,NA
MT,2013.2,2013,2,0,0,0,NA,NA
MT,2013.3,2013,3,0,0,0,NA,NA
MT,2013.4,2013,4,0,0,0,NA,NA
MT,2014.1,2014,1,0,0,0,0,N.A.
MT,2014.2,2014,2,0,0,0,0,N.A.
MT,2014.3,2014,3,0,0,0,0,N.A.
MT,2014.4,2014,4,0,0,0,0,N.A.
MT,2015.1,2015,1,0,0,0,0,N.A.
MT,2015.2,2015,2,0,0,0,0,N.A.
MT,2015.3,2015,3,0,0,0,0,N.A.
MT,2015.4,2015,4,0,0,0,0,N.A.
MT,2016.1,2016,1,0,0,0,0,N.A.
MT,2016.2,2016,2,0,0,0,0,N.A.
MT,2016.3,2016,3,0,0,0,0,N.A.
MT,2016.4,2016,4,0,0,0,0,N.A.
MT,2017.1,2017,1,0,0,0,0,N.A.
MT,2017.2,2017,2,0,0,0,0,N.A.
MT,2017.3,2017,3,0,0,0,0,N.A.
MT,2017.4,2017,4,0,0,0,0,N.A.
MT,2018.1,2018,1,0,0,0,0,N.A.
NC,1971.1,1971,1,NA,NA,NA,NA,NA
NC,1971.2,1971,2,NA,NA,NA,NA,NA
NC,1971.3,1971,3,NA,NA,NA,NA,NA
NC,1971.4,1971,4,NA,NA,NA,NA,NA
NC,1972.1,1972,1,NA,NA,NA,NA,NA
NC,1972.2,1972,2,NA,NA,NA,NA,NA
NC,1972.3,1972,3,NA,NA,NA,NA,NA
NC,1972.4,1972,4,NA,NA,NA,NA,NA
NC,1973.1,1973,1,NA,NA,NA,NA,NA
NC,1973.2,1973,2,NA,NA,NA,NA,NA
NC,1973.3,1973,3,NA,NA,NA,NA,NA
NC,1973.4,1973,4,NA,NA,NA,NA,NA
NC,1974.1,1974,1,NA,NA,NA,NA,NA
NC,1974.2,1974,2,NA,NA,NA,NA,NA
NC,1974.3,1974,3,NA,NA,NA,NA,NA
NC,1974.4,1974,4,NA,NA,NA,NA,NA
NC,1975.1,1975,1,NA,NA,NA,NA,NA
NC,1975.2,1975,2,NA,NA,NA,NA,NA
NC,1975.3,1975,3,NA,NA,NA,NA,NA
NC,1975.4,1975,4,NA,NA,NA,NA,NA
NC,1976.1,1976,1,NA,NA,NA,NA,NA
NC,1976.2,1976,2,NA,NA,NA,NA,NA
NC,1976.3,1976,3,NA,NA,NA,NA,NA
NC,1976.4,1976,4,NA,NA,NA,NA,NA
NC,1977.1,1977,1,NA,NA,NA,NA,NA
NC,1977.2,1977,2,NA,NA,NA,NA,NA
NC,1977.3,1977,3,NA,NA,NA,NA,NA
NC,1977.4,1977,4,NA,NA,NA,NA,NA
NC,1978.1,1978,1,NA,NA,NA,NA,NA
NC,1978.2,1978,2,NA,NA,NA,NA,NA
NC,1978.3,1978,3,NA,NA,NA,NA,NA
NC,1978.4,1978,4,NA,NA,NA,NA,NA
NC,1979.1,1979,1,NA,NA,NA,NA,NA
NC,1979.2,1979,2,NA,NA,NA,NA,NA
NC,1979.3,1979,3,NA,NA,NA,NA,NA
NC,1979.4,1979,4,NA,NA,NA,NA,NA
NC,1980.1,1980,1,NA,NA,NA,NA,NA
NC,1980.2,1980,2,NA,NA,NA,NA,NA
NC,1980.3,1980,3,NA,NA,NA,NA,NA
NC,1980.4,1980,4,NA,NA,NA,NA,NA
NC,1981.1,1981,1,NA,NA,NA,NA,NA
NC,1981.2,1981,2,NA,NA,NA,NA,NA
NC,1981.3,1981,3,NA,NA,NA,NA,NA
NC,1981.4,1981,4,NA,NA,NA,NA,NA
NC,1982.1,1982,1,NA,NA,NA,NA,NA
NC,1982.2,1982,2,NA,NA,NA,NA,NA
NC,1982.3,1982,3,NA,NA,NA,NA,NA
NC,1982.4,1982,4,NA,NA,NA,NA,NA
NC,1983.1,1983,1,NA,NA,NA,NA,NA
NC,1983.2,1983,2,NA,NA,NA,NA,NA
NC,1983.3,1983,3,NA,NA,NA,NA,NA
NC,1983.4,1983,4,NA,NA,NA,NA,NA
NC,1984.1,1984,1,NA,NA,NA,NA,NA
NC,1984.2,1984,2,NA,NA,NA,NA,NA
NC,1984.3,1984,3,NA,NA,NA,NA,NA
NC,1984.4,1984,4,NA,NA,NA,NA,NA
NC,1985.1,1985,1,NA,NA,NA,NA,NA
NC,1985.2,1985,2,NA,NA,NA,NA,NA
NC,1985.3,1985,3,NA,NA,NA,NA,NA
NC,1985.4,1985,4,NA,NA,NA,NA,NA
NC,1986.1,1986,1,NA,NA,NA,NA,NA
NC,1986.2,1986,2,NA,NA,NA,NA,NA
NC,1986.3,1986,3,NA,NA,NA,NA,NA
NC,1986.4,1986,4,NA,NA,NA,NA,NA
NC,1987.1,1987,1,NA,NA,NA,NA,NA
NC,1987.2,1987,2,NA,NA,NA,NA,NA
NC,1987.3,1987,3,NA,NA,NA,NA,NA
NC,1987.4,1987,4,NA,NA,NA,NA,NA
NC,1988.1,1988,1,NA,NA,NA,NA,NA
NC,1988.2,1988,2,NA,NA,NA,NA,NA
NC,1988.3,1988,3,NA,NA,NA,NA,NA
NC,1988.4,1988,4,NA,NA,NA,NA,NA
NC,1989.1,1989,1,NA,NA,NA,NA,NA
NC,1989.2,1989,2,NA,NA,NA,NA,NA
NC,1989.3,1989,3,NA,NA,NA,NA,NA
NC,1989.4,1989,4,NA,NA,NA,NA,NA
NC,1990.1,1990,1,NA,NA,NA,NA,NA
NC,1990.2,1990,2,NA,NA,NA,NA,NA
NC,1990.3,1990,3,NA,NA,NA,NA,NA
NC,1990.4,1990,4,NA,NA,NA,NA,NA
NC,1991.1,1991,1,NA,NA,NA,NA,NA
NC,1991.2,1991,2,NA,NA,NA,NA,NA
NC,1991.3,1991,3,NA,NA,NA,NA,NA
NC,1991.4,1991,4,NA,NA,NA,NA,NA
NC,1992.1,1992,1,NA,NA,NA,NA,NA
NC,1992.2,1992,2,NA,NA,NA,NA,NA
NC,1992.3,1992,3,NA,NA,NA,NA,NA
NC,1992.4,1992,4,NA,NA,NA,NA,NA
NC,1993.1,1993,1,NA,NA,NA,NA,NA
NC,1993.2,1993,2,NA,NA,NA,NA,NA
NC,1993.3,1993,3,NA,NA,NA,NA,NA
NC,1993.4,1993,4,NA,NA,NA,NA,NA
NC,1994.1,1994,1,NA,NA,NA,NA,NA
NC,1994.2,1994,2,NA,NA,NA,NA,NA
NC,1994.3,1994,3,NA,NA,NA,NA,NA
NC,1994.4,1994,4,NA,NA,NA,NA,NA
NC,1995.1,1995,1,NA,NA,NA,NA,NA
NC,1995.2,1995,2,NA,NA,NA,NA,NA
NC,1995.3,1995,3,NA,NA,NA,NA,NA
NC,1995.4,1995,4,NA,NA,NA,NA,NA
NC,1996.1,1996,1,NA,NA,NA,NA,NA
NC,1996.2,1996,2,NA,NA,NA,NA,NA
NC,1996.3,1996,3,NA,NA,NA,NA,NA
NC,1996.4,1996,4,NA,NA,NA,NA,NA
NC,1997.1,1997,1,NA,NA,NA,NA,NA
NC,1997.2,1997,2,NA,NA,NA,NA,NA
NC,1997.3,1997,3,NA,NA,NA,NA,NA
NC,1997.4,1997,4,NA,NA,NA,NA,NA
NC,1998.1,1998,1,NA,NA,NA,NA,NA
NC,1998.2,1998,2,NA,NA,NA,NA,NA
NC,1998.3,1998,3,NA,NA,NA,NA,NA
NC,1998.4,1998,4,NA,NA,NA,NA,NA
NC,1999.1,1999,1,NA,NA,NA,NA,NA
NC,1999.2,1999,2,NA,NA,NA,NA,NA
NC,1999.3,1999,3,NA,NA,NA,NA,NA
NC,1999.4,1999,4,NA,NA,NA,NA,NA
NC,2000.1,2000,1,NA,NA,NA,NA,NA
NC,2000.2,2000,2,NA,NA,NA,NA,NA
NC,2000.3,2000,3,NA,NA,NA,NA,NA
NC,2000.4,2000,4,NA,NA,NA,NA,NA
NC,2001.1,2001,1,NA,NA,NA,NA,NA
NC,2001.2,2001,2,NA,NA,NA,NA,NA
NC,2001.3,2001,3,NA,NA,NA,NA,NA
NC,2001.4,2001,4,NA,NA,NA,NA,NA
NC,2002.1,2002,1,NA,NA,NA,NA,NA
NC,2002.2,2002,2,NA,NA,NA,NA,NA
NC,2002.3,2002,3,NA,NA,NA,NA,NA
NC,2002.4,2002,4,NA,NA,NA,NA,NA
NC,2003.1,2003,1,0,0,0,NA,NA
NC,2003.2,2003,2,0,0,0,NA,NA
NC,2003.3,2003,3,0,0,0,NA,NA
NC,2003.4,2003,4,0,0,0,NA,NA
NC,2004.1,2004,1,281920,77.27326674,0.287190542,NA,NA
NC,2004.2,2004,2,251759,68.05614276,0.254194117,NA,NA
NC,2004.3,2004,3,0,0,0,NA,NA
NC,2004.4,2004,4,0,0,0,NA,NA
NC,2005.1,2005,1,204673,54.86520465,0.200276415,NA,NA
NC,2005.2,2005,2,113690,30.02470059,0.108870171,NA,NA
NC,2005.3,2005,3,0,0,0,NA,NA
NC,2005.4,2005,4,0,0,0,NA,NA
NC,2006.1,2006,1,132860,34.94274398,0.12161185,NA,NA
NC,2006.2,2006,2,0,0,0,NA,NA
NC,2006.3,2006,3,0,0,0,NA,NA
NC,2006.4,2006,4,0,0,0,NA,NA
NC,2007.1,2007,1,0,0,0,NA,NA
NC,2007.2,2007,2,0,0,0,NA,NA
NC,2007.3,2007,3,0,0,0,NA,NA
NC,2007.4,2007,4,0,0,0,NA,NA
NC,2008.1,2008,1,0,0,0,NA,NA
NC,2008.2,2008,2,0,0,0,NA,NA
NC,2008.3,2008,3,0,0,0,NA,NA
NC,2008.4,2008,4,0,0,0,NA,NA
NC,2009.1,2009,1,382663,96.46547289,0.300832939,NA,NA
NC,2009.2,2009,2,748773,189.2162078,0.591110199,NA,NA
NC,2009.3,2009,3,1184417,312.6601522,0.960468908,NA,NA
NC,2009.4,2009,4,1606700,425.5531038,1.329987377,NA,NA
NC,2010.1,2010,1,2135875,574.8315101,1.802482194,NA,NA
NC,2010.2,2010,2,2296799,613.5897581,1.958418633,NA,NA
NC,2010.3,2010,3,2291648,626.761979,1.957056577,NA,NA
NC,2010.4,2010,4,2508604,672.2005355,2.128742809,NA,NA
NC,2011.1,2011,1,2733400,738.0803161,2.304461205,NA,NA
NC,2011.2,2011,2,2536169,672.8391655,2.118055879,NA,NA
NC,2011.3,2011,3,2530461,682.2529009,2.077950906,NA,NA
NC,2011.4,2011,4,2670478,704.4289041,2.170219147,NA,NA
NC,2012.1,2012,1,2819857,750.7048864,2.252126589,NA,NA
NC,2012.2,2012,2,2567222,672.8626533,2.052051721,NA,NA
NC,2012.3,2012,3,2459209,651.5662225,1.928105185,NA,NA
NC,2012.4,2012,4,2546248,661.2889151,1.983347539,NA,NA
NC,2013.1,2013,1,2551413,666.8199067,1.980428858,NA,NA
NC,2013.2,2013,2,2155595,554.022455,1.648241356,NA,NA
NC,2013.3,2013,3,2002781,522.0435692,1.519344577,NA,NA
NC,2013.4,2013,4,1833395,468.4954239,1.375704513,NA,NA
NC,2014.1,2014,1,1674699,429.5337938,1.192607339,0,N.A.
NC,2014.2,2014,2,980986,246.9675551,0.662373604,0,N.A.
NC,2014.3,2014,3,630790,161.7642948,0.40090622,0,N.A.
NC,2014.4,2014,4,435204,108.7754921,0.262750991,0,N.A.
NC,2015.1,2015,1,151269,37.93329744,0.09337599,0,N.A.
NC,2015.2,2015,2,0,0,0,0,N.A.
NC,2015.3,2015,3,0,0,0,0,N.A.
NC,2015.4,2015,4,0,0,0,0,N.A.
NC,2016.1,2016,1,0,0,0,0,N.A.
NC,2016.2,2016,2,0,0,0,0,N.A.
NC,2016.3,2016,3,0,0,0,0,N.A.
NC,2016.4,2016,4,0,0,0,0,N.A.
NC,2017.1,2017,1,0,0,0,0,N.A.
NC,2017.2,2017,2,0,0,0,0,N.A.
NC,2017.3,2017,3,0,0,0,0,N.A.
NC,2017.4,2017,4,0,0,0,0,N.A.
NC,2018.1,2018,1,0,0,0,0,N.A.
ND,1971.1,1971,1,NA,NA,NA,NA,NA
ND,1971.2,1971,2,NA,NA,NA,NA,NA
ND,1971.3,1971,3,NA,NA,NA,NA,NA
ND,1971.4,1971,4,NA,NA,NA,NA,NA
ND,1972.1,1972,1,NA,NA,NA,NA,NA
ND,1972.2,1972,2,NA,NA,NA,NA,NA
ND,1972.3,1972,3,NA,NA,NA,NA,NA
ND,1972.4,1972,4,NA,NA,NA,NA,NA
ND,1973.1,1973,1,NA,NA,NA,NA,NA
ND,1973.2,1973,2,NA,NA,NA,NA,NA
ND,1973.3,1973,3,NA,NA,NA,NA,NA
ND,1973.4,1973,4,NA,NA,NA,NA,NA
ND,1974.1,1974,1,NA,NA,NA,NA,NA
ND,1974.2,1974,2,NA,NA,NA,NA,NA
ND,1974.3,1974,3,NA,NA,NA,NA,NA
ND,1974.4,1974,4,NA,NA,NA,NA,NA
ND,1975.1,1975,1,NA,NA,NA,NA,NA
ND,1975.2,1975,2,NA,NA,NA,NA,NA
ND,1975.3,1975,3,NA,NA,NA,NA,NA
ND,1975.4,1975,4,NA,NA,NA,NA,NA
ND,1976.1,1976,1,NA,NA,NA,NA,NA
ND,1976.2,1976,2,NA,NA,NA,NA,NA
ND,1976.3,1976,3,NA,NA,NA,NA,NA
ND,1976.4,1976,4,NA,NA,NA,NA,NA
ND,1977.1,1977,1,NA,NA,NA,NA,NA
ND,1977.2,1977,2,NA,NA,NA,NA,NA
ND,1977.3,1977,3,NA,NA,NA,NA,NA
ND,1977.4,1977,4,NA,NA,NA,NA,NA
ND,1978.1,1978,1,NA,NA,NA,NA,NA
ND,1978.2,1978,2,NA,NA,NA,NA,NA
ND,1978.3,1978,3,NA,NA,NA,NA,NA
ND,1978.4,1978,4,NA,NA,NA,NA,NA
ND,1979.1,1979,1,NA,NA,NA,NA,NA
ND,1979.2,1979,2,NA,NA,NA,NA,NA
ND,1979.3,1979,3,NA,NA,NA,NA,NA
ND,1979.4,1979,4,NA,NA,NA,NA,NA
ND,1980.1,1980,1,NA,NA,NA,NA,NA
ND,1980.2,1980,2,NA,NA,NA,NA,NA
ND,1980.3,1980,3,NA,NA,NA,NA,NA
ND,1980.4,1980,4,NA,NA,NA,NA,NA
ND,1981.1,1981,1,NA,NA,NA,NA,NA
ND,1981.2,1981,2,NA,NA,NA,NA,NA
ND,1981.3,1981,3,NA,NA,NA,NA,NA
ND,1981.4,1981,4,NA,NA,NA,NA,NA
ND,1982.1,1982,1,NA,NA,NA,NA,NA
ND,1982.2,1982,2,NA,NA,NA,NA,NA
ND,1982.3,1982,3,NA,NA,NA,NA,NA
ND,1982.4,1982,4,NA,NA,NA,NA,NA
ND,1983.1,1983,1,NA,NA,NA,NA,NA
ND,1983.2,1983,2,NA,NA,NA,NA,NA
ND,1983.3,1983,3,NA,NA,NA,NA,NA
ND,1983.4,1983,4,NA,NA,NA,NA,NA
ND,1984.1,1984,1,NA,NA,NA,NA,NA
ND,1984.2,1984,2,NA,NA,NA,NA,NA
ND,1984.3,1984,3,NA,NA,NA,NA,NA
ND,1984.4,1984,4,NA,NA,NA,NA,NA
ND,1985.1,1985,1,NA,NA,NA,NA,NA
ND,1985.2,1985,2,NA,NA,NA,NA,NA
ND,1985.3,1985,3,NA,NA,NA,NA,NA
ND,1985.4,1985,4,NA,NA,NA,NA,NA
ND,1986.1,1986,1,NA,NA,NA,NA,NA
ND,1986.2,1986,2,NA,NA,NA,NA,NA
ND,1986.3,1986,3,NA,NA,NA,NA,NA
ND,1986.4,1986,4,NA,NA,NA,NA,NA
ND,1987.1,1987,1,NA,NA,NA,NA,NA
ND,1987.2,1987,2,NA,NA,NA,NA,NA
ND,1987.3,1987,3,NA,NA,NA,NA,NA
ND,1987.4,1987,4,NA,NA,NA,NA,NA
ND,1988.1,1988,1,NA,NA,NA,NA,NA
ND,1988.2,1988,2,NA,NA,NA,NA,NA
ND,1988.3,1988,3,NA,NA,NA,NA,NA
ND,1988.4,1988,4,NA,NA,NA,NA,NA
