st,CYQ,year,quarter,Initial_Claim,Weeks_Claimed,Weeks_Compensated,Exhaustions,Exhaustion_Rate,Exhaustion_Rate_Rank,Average_Duration,Average_Duration_Rank,IUR,IUR_Rank
VT,1978.3,1978,3,7401,60751,52088,637,0.223029267,8595,14.16107173,5168,3.177157477,2575
VT,1978.4,1978,4,14053,64741,53742,821,0.197393225,9084,13.67671831,5863,3.404296267,2176
VT,1979.1,1979,1,12336,104029,92048,750,0.176605505,9338,13.41324665,6264,4.631939182,887
VT,1979.2,1979,2,11353,80234,69613,1038,0.168763648,9421,13.3272383,6395,3.476880956,2085
VT,1979.3,1979,3,8653,65788,56766,701,0.168122714,9426,13.27459396,6461,2.773851888,3430
VT,1979.4,1979,4,15432,71690,57975,816,0.164665438,9458,13.39092098,6306,2.971797152,2944
VT,1980.1,1980,1,13389,116865,103162,849,0.166024484,9451,13.12978354,6667,4.916011563,747
VT,1980.2,1980,2,15299,108228,96386,1361,0.180562957,9299,13.24214207,6516,4.475208713,984
VT,1980.3,1980,3,12788,104041,91140,1383,0.201342588,9024,13.18745036,6593,4.261235296,1170
VT,1980.4,1980,4,16887,91083,79271,1535,0.216061347,8758,13.71895279,5793,3.663718117,1807
VT,1981.1,1981,1,12976,116059,102459,1382,0.214115511,8808,14.06207396,5321,4.75715783,813
VT,1981.2,1981,2,12847,95464,84377,1433,0.212593169,8836,14.43597204,4747,3.914404989,1494
VT,1981.3,1981,3,10722,78579,69995,1059,0.205986519,8947,14.58016658,4548,3.211353739,2498
VT,1981.4,1981,4,18397,86480,72946,1046,0.198811977,9069,13.72926728,5774,3.465700267,2093
VT,1982.1,1982,1,16039,141847,125703,1088,0.200676731,9035,13.57512017,6018,5.775195408,390
VT,1982.2,1982,2,17740,132721,121060,1839,0.20949209,8882,13.75927691,5741,5.303260969,561
VT,1982.3,1982,3,14586,109966,98938,1892,0.225533551,8540,14.26200858,5019,4.370610401,1065
VT,1982.4,1982,4,21291,116341,101132,1996,0.240617166,8216,14.9437477,4015,4.583700071,918
VT,1983.1,1983,1,16430,158993,140439,1493,0.245963071,8074,15.52692838,3280,6.443305131,225
VT,1983.2,1983,2,14006,120080,107336,2107,0.250426407,7925,15.83106508,2933,4.854996992,776
VT,1983.3,1983,3,9617,74635,66751,1382,0.234736098,8356,16.03124036,2695,2.999808681,2890
VT,1983.4,1983,4,14203,73865,61125,1108,0.215278023,8780,15.74066625,3044,2.952384531,2989
VT,1984.1,1984,1,12320,117332,104017,1004,0.21602129,8759,14.97237057,3984,4.795894885,796
VT,1984.2,1984,2,10437,91949,84223,1204,0.196857322,9091,14.4226663,4769,3.689811675,1771
VT,1984.3,1984,3,7907,55518,50702,990,0.19005164,9181,14.10089286,5257,2.185408175,4997
VT,1984.4,1984,4,14055,65228,54144,835,0.184004015,9262,13.88638302,5568,2.496027013,4106
VT,1985.1,1985,1,12227,110822,98369,732,0.176738722,9336,13.59173444,5994,4.274459965,1161
VT,1985.2,1985,2,9887,88009,79325,1051,0.17094665,9404,13.47674696,6163,3.346162781,2279
VT,1985.3,1985,3,7716,59611,52542,790,0.161149991,9486,13.48283709,6158,2.254638649,4797
VT,1985.4,1985,4,9582,69477,61415,740,0.15802528,9508,13.96795977,5449,2.541350859,3991
VT,1986.1,1986,1,9868,99358,89386,704,0.155746255,9527,14.00386426,5393,3.682821715,1781
VT,1986.2,1986,2,8423,75866,69560,908,0.150478927,9562,13.91652218,5521,2.764467487,3457
VT,1986.3,1986,3,5707,47058,42115,684,0.150408719,9564,13.92224049,5514,1.682702365,6598
VT,1986.4,1986,4,10946,53454,45415,624,0.148903621,9573,13.36202971,6340,1.869488351,6015
VT,1987.1,1987,1,8565,85277,74573,511,0.144645415,9604,13.3692867,6334,3.022350158,2852
VT,1987.2,1987,2,7178,61106,54795,656,0.134175431,9665,12.89677726,6962,2.130598067,5162
VT,1987.3,1987,3,4735,37922,33543,405,0.126731302,9699,12.59300006,7337,1.308927992,7752
VT,1987.4,1987,4,9589,41601,34967,515,0.124093233,9712,12.50334892,7438,1.395603485,7526
VT,1988.1,1988,1,7992,81434,69427,557,0.12893671,9691,12.33721675,7642,2.753655778,3478
VT,1988.2,1988,2,6366,57027,50624,638,0.133640844,9670,12.40451286,7558,1.894973156,5920
VT,1988.3,1988,3,4417,34188,29653,472,0.139674818,9630,12.29091514,7693,1.122259225,8261
VT,1988.4,1988,4,8924,41847,34721,436,0.138346161,9635,12.25089677,7738,1.338010899,7676
VT,1989.1,1989,1,8834,81672,70383,400,0.129517471,9687,12.03772727,7981,2.635183337,3751
VT,1989.2,1989,2,7448,67036,58337,578,0.125282317,9704,11.84625767,8204,2.125422637,5181
VT,1989.3,1989,3,7115,48920,39304,503,0.124480519,9711,11.80603273,8251,1.535460924,7087
VT,1989.4,1989,4,14894,62910,51601,621,0.128957055,9690,11.37953368,8665,1.928987148,5810
VT,1990.1,1990,1,11713,123060,107329,631,0.135852792,9651,11.90308513,8136,3.813215055,1619
VT,1990.2,1990,2,9958,110539,98752,1127,0.149326425,9570,12.70528342,7178,3.397965137,2190
VT,1990.3,1990,3,8226,78752,69451,1191,0.165622825,9453,13.45561862,6199,2.427381524,4315
VT,1990.4,1990,4,19444,103345,87001,1494,0.190074866,9180,13.85035339,5622,3.132445981,2652
VT,1991.1,1991,1,14735,173024,154357,1376,0.213392563,8821,14.14913978,5188,5.387931773,514
VT,1991.2,1991,2,12416,152595,138442,1725,0.221050621,8640,14.86158986,4144,4.787983587,804
VT,1991.3,1991,3,9407,109825,99272,2234,0.235922062,8332,15.60698462,3190,3.452873659,2108
VT,1991.4,1991,4,17666,119522,103257,2323,0.253332892,7834,16.14392804,2567,3.729711529,1722
VT,1992.1,1992,1,13785,167358,150891,1852,0.264985666,7416,16.59565423,2153,5.445148486,494
VT,1992.2,1992,2,11518,143643,130102,2263,0.282641288,6815,16.73086505,2039,4.667340347,860
VT,1992.3,1992,3,7866,90169,80470,1768,0.276874283,7029,16.40844573,2320,2.927664742,3052
VT,1992.4,1992,4,13447,93063,81167,1767,0.264705882,7428,16.71752842,2050,2.969228983,2952
VT,1993.1,1993,1,11400,131662,118223,1551,0.259480263,7605,17.08958273,1762,4.285848679,1149
VT,1993.2,1993,2,9646,109759,98874,1639,0.253994033,7808,16.81692642,1984,3.537224014,1988
VT,1993.3,1993,3,6870,78084,69296,1518,0.269915378,7262,16.61438322,2129,2.494180915,4113
VT,1993.4,1993,4,13469,89285,76756,1744,0.286488167,6667,16.18238938,2533,2.78629462,3393
VT,1994.1,1994,1,11464,136371,121927,1411,0.285313927,6722,15.95776241,2783,4.327428818,1123
VT,1994.2,1994,2,10514,112764,100221,1566,0.278017914,6984,15.56410365,3235,3.532296215,1997
VT,1994.3,1994,3,7168,72628,63886,1186,0.256948976,7696,15.32893903,3516,2.263857117,4776
VT,1994.4,1994,4,12797,74938,63662,1125,0.22352792,8583,15.53168998,3269,2.28160869,4729
VT,1995.1,1995,1,11942,120806,106047,982,0.205306968,8960,15.12944162,3788,3.728561834,1726
VT,1995.2,1995,2,10360,99859,88046,1089,0.194625805,9124,14.73457327,4344,3.042078651,2811
VT,1995.3,1995,3,7894,73440,63619,1012,0.190717912,9168,14.33105909,4919,2.228853885,4864
VT,1995.4,1995,4,14008,82864,66574,1075,0.190480553,9174,14.09142658,5270,2.449656751,4247
VT,1996.1,1996,1,11599,128351,111900,1024,0.18729097,9214,14.12178116,5226,3.843443843,1589
VT,1996.2,1996,2,10553,100238,90364,1156,0.185416938,9238,14.15071933,5186,2.96988194,2948
VT,1996.3,1996,3,6573,67825,62760,986,0.181409873,9287,14.50496479,4652,2.011918746,5547
VT,1996.4,1996,4,13691,77624,65005,1006,0.177577254,9327,14.41237609,4788,2.242556926,4830
VT,1997.1,1997,1,10540,117652,104885,841,0.174489305,9359,14.55673727,4579,3.450885336,2110
VT,1997.2,1997,2,10203,94035,83336,1060,0.170007424,9414,14.37149225,4846,2.737262132,3516
VT,1997.3,1997,3,6190,61110,52908,787,0.166471384,9443,14.24342809,5042,1.783249015,6289
VT,1997.4,1997,4,12976,70769,59009,917,0.163960522,9469,14.23737014,5052,2.024022052,5511
VT,1998.1,1998,1,9649,106925,95225,723,0.162238868,9480,14.30291989,4960,3.107173888,2695
VT,1998.2,1998,2,9027,77657,68254,846,0.155258289,9528,13.95611412,5462,2.229401854,4863
VT,1998.3,1998,3,5511,53059,45937,614,0.152641686,9547,13.70704182,5812,1.521814762,7126
VT,1998.4,1998,4,11849,60910,51131,734,0.147823443,9582,13.53983267,6067,1.705283074,6545
VT,1999.1,1999,1,9133,100916,89552,612,0.143287545,9615,13.41442105,6262,2.86310648,3197
VT,1999.2,1999,2,7968,69390,60628,718,0.139167489,9633,13.46960122,6176,1.94115549,5765
VT,1999.3,1999,3,5227,49637,42788,588,0.139578947,9631,13.17673414,6604,1.3945226,7531
VT,1999.4,1999,4,10529,54950,44581,607,0.137557202,9642,13.31851312,6406,1.508764011,7167
VT,2000.1,2000,1,8651,89862,78590,504,0.130472335,9685,13.29813956,6433,2.486058766,4141
VT,2000.2,2000,2,8224,63956,54284,721,0.135680646,9654,13.23734824,6526,1.74880111,6405
VT,2000.3,2000,3,5797,46680,40891,453,0.134104114,9669,12.85976795,7003,1.277526481,7843
VT,2000.4,2000,4,12293,56905,46658,580,0.135713427,9652,12.52901722,7409,1.514466408,7145
VT,2001.1,2001,1,9719,93328,90798,557,0.136109312,9648,12.12440715,7876,2.497678364,4100
VT,2001.2,2001,2,9644,75093,68407,774,0.134371625,9663,12.29221879,7691,1.995172879,5599
VT,2001.3,2001,3,7612,62038,53597,640,0.132954605,9675,12.22080919,7772,1.652922949,6700
VT,2001.4,2001,4,19020,86954,79158,994,0.147703497,9583,11.56918688,8487,2.261155474,4782
VT,2002.1,2002,1,11596,134694,119114,1050,0.162875041,9478,12.21029356,7784,3.53945326,1983
VT,2002.2,2002,2,10570,109082,100964,1679,0.172887938,9379,12.84710894,7016,2.865321836,3189
VT,2002.3,2002,3,8017,90733,85028,1756,0.208882958,8896,13.79069767,5691,2.407881604,4362
VT,2002.4,2002,4,17376,107415,95892,1653,0.223492572,8585,14.44777518,4732,2.815102673,3326
VT,2003.1,2003,1,12702,152624,141936,1833,0.248385013,7989,15.19667252,3686,4.065203495,1341
VT,2003.2,2003,2,13742,115987,106066,2088,0.264096559,7448,15.42829395,3385,3.077023887,2751
VT,2003.3,2003,3,10305,86413,76525,1642,0.258740005,7633,14.28005163,4986,2.317179516,4629
VT,2003.4,2003,4,15908,93712,81992,1630,0.2587317,7635,14.38241642,4828,2.473905879,4173
VT,2004.1,2004,1,10351,126010,124297,1255,0.224686661,8561,13.99050223,5419,3.386937672,2212
VT,2004.2,2004,2,9972,89207,82398,1581,0.216097647,8757,13.48093463,6160,2.388753602,4417
VT,2004.3,2004,3,6306,62510,56657,946,0.194704274,9121,14.43323442,4749,1.676818514,6619
VT,2004.4,2004,4,13890,71204,64683,982,0.175851759,9342,14.48278146,4682,1.873492673,5995
VT,2005.1,2005,1,10266,119227,112810,872,0.183098592,9270,14.25763445,5023,3.179447712,2570
VT,2005.2,2005,2,9825,82286,76341,1170,0.175275938,9354,13.61683186,5953,2.169143989,5047
VT,2005.3,2005,3,6474,60503,54880,838,0.173948293,9368,13.60333128,5973,1.595167594,6877
VT,2005.4,2005,4,15030,72246,66064,1012,0.170686782,9409,13.55310315,6046,1.872484641,6000
VT,2006.1,2006,1,10529,123253,116630,882,0.17193972,9384,13.68357962,5849,3.249198924,2427
VT,2006.2,2006,2,10222,85273,78895,1285,0.175568182,9350,14.37058396,4849,2.227858512,4866
VT,2006.3,2006,3,7018,63330,57589,937,0.179416765,9307,14.19894123,5109,1.656743558,6689
VT,2006.4,2006,4,14031,76165,64979,1011,0.186858596,9217,14.36539764,4853,1.958962734,5702
VT,2007.1,2007,1,10628,122077,120426,877,0.182837315,9272,14.21331744,5087,3.184874397,2559
VT,2007.2,2007,2,10127,90616,84252,1337,0.187960078,9204,14.46455092,4698,2.346190483,4550
VT,2007.3,2007,3,6499,63858,56954,884,0.181436835,9285,14.72215461,4360,1.664392152,6669
VT,2007.4,2007,4,16502,80604,69172,1120,0.18643918,9220,14.40344843,4800,2.054646815,5407
VT,2008.1,2008,1,11973,133653,127499,918,0.191976561,9156,14.58944687,4529,3.478199091,2082
VT,2008.2,2008,2,12146,100109,95996,1437,0.189794052,9185,14.71159268,4381,2.592520177,3863
VT,2008.3,2008,3,8519,79737,71074,1158,0.200051816,9043,14.79764859,4247,2.072062357,5357
VT,2008.4,2008,4,19339,114399,104244,1741,0.221081422,8639,14.44712914,4733,2.920467371,3069
VT,2009.1,2009,1,18128,217025,198291,1736,0.247020056,8041,13.90721711,5535,5.638019044,432
VT,2009.2,2009,2,16165,201599,194096,3613,0.298786452,6229,15.26704316,3593,5.225976655,598
VT,2009.3,2009,3,11591,147827,142964,4369,0.339354992,4717,16.45599094,2272,3.859154577,1563
VT,2009.4,2009,4,19174,142097,131898,3607,0.358343418,4059,17.38850233,1522,3.665604195,1803
VT,2010.1,2010,1,14170,191469,182958,2617,0.365502869,3858,19.17118071,547,5.126357734,645
VT,2010.2,2010,2,13430,147415,138204,2900,0.351627446,4295,18.79075633,706,3.979720071,1428
VT,2010.3,2010,3,9207,108595,100178,2565,0.343743567,4564,18.06373461,1084,2.9555024,2982
VT,2010.4,2010,4,18424,113850,103891,2422,0.331157981,5039,18.10641892,1058,3.035006137,2832
VT,2011.1,2011,1,12605,159773,152500,1881,0.318934274,5504,17.72300032,1314,4.347015778,1097
VT,2011.2,2011,2,13198,116992,108778,2164,0.311362383,5779,17.12849676,1732,3.186265765,2555
VT,2011.3,2011,3,9554,84365,76948,1453,0.283698105,6777,16.51847562,2213,2.275812322,4745
VT,2011.4,2011,4,15526,82582,75538,1612,0.261704947,7524,16.30211576,2418,2.177073686,5021
VT,2012.1,2012,1,13351,126253,119395,1311,0.244348963,8115,15.21844641,3655,3.398646819,2189
VT,2012.2,2012,2,11942,95362,88973,1593,0.235175919,8343,14.37550793,4844,2.553836727,3959
VT,2012.3,2012,3,7979,73625,63605,1321,0.233358654,8374,14.26681173,5014,1.973744176,5668
VT,2012.4,2012,4,15513,81347,67005,1378,0.223209306,8590,14.35192006,4885,2.125568647,5179
VT,2013.1,2013,1,11952,116762,103116,1071,0.22017407,8665,14.18394796,5134,3.100182009,2707
VT,2013.2,2013,2,11575,86525,76321,1239,0.212075024,8848,14.35668642,4871,2.297818526,4694
VT,2013.3,2013,3,7314,64753,57589,1037,0.207683179,8920,13.94381765,5475,1.701498248,6553
VT,2013.4,2013,4,13755,72328,59967,1059,0.204019263,8988,13.84324601,5630,1.874597299,5991
VT,2014.1,2014,1,10167,108577,95043,895,0.194001101,9134,14.09778472,5261,2.85994772,3207
VT,2014.2,2014,2,9376,75598,66592,1069,0.189242099,9192,14.02194767,5366,1.980738641,5648
VT,2014.3,2014,3,5761,54823,47528,819,0.187469503,9212,13.93805997,5488,1.437858888,7387
VT,2014.4,2014,4,14024,67745,56474,836,0.181758827,9281,13.61752192,5951,1.737543586,6450
VT,2015.1,2015,1,9533,100524,88199,794,0.182194831,9277,13.65878503,5899,2.622834819,3781
VT,2015.2,2015,2,8817,66112,58548,889,0.17111806,9401,13.60769523,5966,1.713912551,6518
VT,2015.3,2015,3,5180,48940,43273,671,0.168364385,9424,13.7575487,5743,1.264949224,7880
VT,2015.4,2015,4,12377,55740,45085,689,0.165138113,9457,13.88852788,5563,1.41845993,7449
VT,2016.1,2016,1,9984,92242,82001,634,0.160908634,9489,13.46987172,6175,2.38227629,4436
VT,2016.2,2016,2,9257,64612,56011,793,0.164638469,9459,12.98141989,6852,1.656243159,6694
VT,2016.3,2016,3,6012,48259,41764,583,0.15882076,9502,12.80383783,7064,1.238710903,7963
VT,2016.4,2016,4,11852,51974,42923,603,0.149845166,9565,13.0065997,6819,1.317150632,7732
VT,2017.1,2017,1,8725,86810,77429,552,0.144117982,9607,13.2262309,6540,2.238207578,4840
VT,2017.2,2017,2,8399,58295,50469,735,0.144434061,9606,13.60108765,5977,1.493349797,7208
VT,2017.3,2017,3,4880,43053,38755,550,0.147950521,9581,13.50534863,6121,1.097571795,8326
VT,2017.4,2017,4,10200,46273,38632,480,0.148240563,9578,13.42082897,6255,1.170290361,8142
VT,2018.1,2018,1,8127,73704,72677,553,0.149374919,9568,13.43064765,6240,1.895995499,5918
WA,1971.1,1971,1,133384,1096693,997879,30315,NA,NA,21.72088113,92,NA,NA
WA,1971.2,1971,2,122695,966685,839541,23979,NA,NA,16.87269856,1944,NA,NA
WA,1971.3,1971,3,116764,863537,756148,24342,1.711673668,1,17.44618965,1475,NA,NA
WA,1971.4,1971,4,139538,770340,662580,20999,0.914930348,10,17.29574053,1598,NA,NA
WA,1972.1,1972,1,150304,940377,826975,21343,0.609864053,181,16.0187537,2717,NA,NA
WA,1972.2,1972,2,108166,674740,578670,16871,0.443820613,1781,17.08810343,1765,NA,NA
WA,1972.3,1972,3,97656,582792,497865,13742,0.378786305,3414,16.41614688,2314,NA,NA
WA,1972.4,1972,4,134163,628112,520070,12993,0.392956323,2957,15.66510678,3128,NA,NA
WA,1973.1,1973,1,115736,590682,683451,16182,0.382484087,3274,15.1962197,3688,NA,NA
WA,1973.2,1973,2,90393,405147,527564,15225,0.375807953,3502,15.16529797,3739,NA,NA
WA,1973.3,1973,3,86163,384963,483236,13136,0.383468519,3239,14.91677726,4049,NA,NA
WA,1973.4,1973,4,123559,444915,525690,12282,0.386625118,3151,14.94004307,4020,NA,NA
WA,1974.1,1974,1,128090,649369,812090,17350,0.390669945,3014,14.61686873,4493,NA,NA
WA,1974.2,1974,2,106279,505269,614256,17281,0.404125446,2637,15.03597735,3898,NA,NA
WA,1974.3,1974,3,103734,461638,540391,14956,0.385054395,3204,15.22148598,3649,NA,NA
WA,1974.4,1974,4,148056,520403,581792,13333,0.38848379,3086,15.03211061,3902,NA,NA
WA,1975.1,1975,1,145196,817753,926538,17725,0.386548515,3158,14.71062953,4384,6.792715412,187
WA,1975.2,1975,2,127659,681200,806049,21961,0.400940197,2724,14.88735802,4112,5.400781258,509
WA,1975.3,1975,3,117044,588483,704775,20897,0.408321549,2540,15.30467887,3543,4.490023505,977
WA,1975.4,1975,4,156362,583224,698742,18694,0.413422126,2436,15.88439623,2879,4.490842777,975
WA,1976.1,1976,1,139161,689781,863617,20359,0.415222791,2397,16.78078706,2007,5.544116404,454
WA,1976.2,1976,2,118465,528444,667197,19323,0.40151849,2714,16.59163953,2157,4.095403169,1316
WA,1976.3,1976,3,108219,491380,604132,15978,0.406002064,2591,16.24420584,2475,3.703658201,1751
WA,1976.4,1976,4,131565,484631,575004,14368,0.395960555,2860,16.01312983,2725,3.659627482,1810
WA,1977.1,1977,1,133115,609778,760505,16806,0.381070034,3330,15.48021948,3324,4.69008878,846
WA,1977.2,1977,2,114693,795011,600300,16774,0.377739566,3457,15.37857606,3446,5.841932429,359
WA,1977.3,1977,3,103431,696915,514659,13548,0.365182484,3864,15.13437998,3781,4.974398708,723
WA,1977.4,1977,4,129499,656224,444314,10221,0.347230884,4452,15.08857581,3840,4.64592112,876
WA,1978.1,1978,1,125775,803853,585352,10583,0.315760218,5625,14.90637576,4062,5.805538269,372
WA,1978.2,1978,2,95319,576518,439001,9118,0.282742741,6811,14.47450774,4689,3.955113301,1450
WA,1978.3,1978,3,90277,504036,388494,7024,0.256795924,7702,14.22697605,5065,3.329040235,2304
WA,1978.4,1978,4,107194,490813,363984,6319,0.241158354,8200,13.75096545,5751,3.206329131,2517
WA,1979.1,1979,1,108891,753064,589865,7729,0.231273652,8420,13.30821125,6422,4.334821726,1108
WA,1979.2,1979,2,72581,477315,407012,6725,0.215122083,8783,13.2112541,6563,2.605920829,3826
WA,1979.3,1979,3,71339,424650,353807,5488,0.196192838,9104,12.98351569,6849,2.28080125,4730
WA,1979.4,1979,4,110161,489549,402502,5511,0.192222877,9154,12.41079405,7545,2.611224357,3810
WA,1980.1,1980,1,132864,889258,759478,7595,0.1917162,9158,12.4329083,7515,4.795655415,798
WA,1980.2,1980,2,130490,856990,745593,10276,0.204370571,8982,12.66347473,7239,4.361094714,1077
WA,1980.3,1980,3,111133,878601,758741,12357,0.231090046,8427,13.56481703,6037,4.382571849,1051
WA,1980.4,1980,4,139180,870944,729449,13406,0.244345513,8116,14.57234174,4555,4.34919196,1092
WA,1981.1,1981,1,142368,1007056,914278,14604,0.257645209,7677,15.43696857,3372,5.148357758,635
WA,1981.2,1981,2,117684,903511,804984,14053,0.264937417,7417,16.3381266,2379,4.511047138,965
WA,1981.3,1981,3,120931,867671,759577,13110,0.270548718,7243,16.20732194,2507,4.319947488,1125
WA,1981.4,1981,4,165835,1026299,893488,14883,0.288563904,6590,15.83467702,2930,5.112991849,658
WA,1982.1,1982,1,153753,1392796,1247720,19293,0.309866483,5839,16.19802954,2514,7.116350675,152
WA,1982.2,1982,2,143800,1256780,1134427,23849,0.334012612,4916,16.6071092,2141,6.21368597,274
WA,1982.3,1982,3,136820,1167370,1042114,22977,0.354062217,4214,17.18958612,1690,5.768828018,392
WA,1982.4,1982,4,168108,1264913,1125252,24825,0.374284409,3551,18.19797921,1002,6.399200799,233
WA,1983.1,1983,1,133790,1386591,1243791,25839,0.388121855,3099,18.84539228,683,7.326181181,133
WA,1983.2,1983,2,125153,1071963,941436,22673,0.385254459,3197,18.99691866,618,5.544697677,452
WA,1983.3,1983,3,114670,910924,808496,18385,0.380267326,3360,19.13861759,564,4.700728271,838
WA,1983.4,1983,4,135165,873439,787401,18305,0.371864648,3634,18.84850902,680,4.583182037,922
WA,1984.1,1984,1,133149,1035132,949191,18195,0.360369486,3997,18.13536541,1039,5.587121917,442
WA,1984.2,1984,2,113416,799037,746428,16826,0.35747186,4094,17.61308654,1375,4.105302557,1305
WA,1984.3,1984,3,111059,711266,649768,13086,0.345446034,4503,16.86743122,1949,3.594506172,1899
WA,1984.4,1984,4,142823,769207,693935,13006,0.327019087,5194,16.157754,2553,3.907263975,1501
WA,1985.1,1985,1,141512,1056768,973437,15114,0.312453562,5749,15.90447662,2853,5.501579019,471
WA,1985.2,1985,2,115565,829398,765586,15335,0.300585318,6163,15.95836892,2781,4.133289592,1276
WA,1985.3,1985,3,110978,736194,729101,13217,0.29421201,6385,16.30734281,2411,3.5619458,1946
WA,1985.4,1985,4,164002,827294,742894,13025,0.29347269,6407,16.14014858,2571,4.055923019,1349
WA,1986.1,1986,1,137875,974955,879709,12844,0.280659502,6888,16.32490718,2392,4.897080713,753
WA,1986.2,1986,2,109930,743730,665447,12648,0.260040413,7582,16.196164,2519,3.578064793,1924
WA,1986.3,1986,3,105381,746012,630376,11873,0.263886925,7456,15.76598653,3013,3.512680573,2031
WA,1986.4,1986,4,129797,760069,636290,11142,0.260387142,7572,15.9330791,2813,3.620419733,1865
WA,1987.1,1987,1,119579,940176,805066,13270,0.264346952,7440,15.59397361,3206,4.542454188,948
WA,1987.2,1987,2,99377,733639,633698,12574,0.276857608,7032,15.46154374,3346,3.395478487,2197
WA,1987.3,1987,3,95048,636833,535650,10623,0.27123308,7215,15.3421914,3499,2.90052234,3116
WA,1987.4,1987,4,130817,697889,576379,10267,0.267085005,7357,15.05914337,3866,3.192393576,2542
WA,1988.1,1988,1,125318,954951,810056,12743,0.271542327,7204,14.83574231,4184,4.444992559,1006
WA,1988.2,1988,2,101129,745759,634908,13465,0.278052956,6981,14.7710851,4295,3.303386241,2350
WA,1988.3,1988,3,100292,682489,566625,11423,0.278037058,6983,14.6735159,4437,2.933002104,3041
WA,1988.4,1988,4,126311,686384,584902,10708,0.279241861,6944,14.83471787,4186,2.951891392,2992
WA,1989.1,1989,1,131466,970753,859614,12664,0.273629302,7134,14.95771105,3995,4.272952595,1162
WA,1989.2,1989,2,95892,711914,624712,12325,0.269214069,7284,15.16740897,3735,2.993727761,2901
WA,1989.3,1989,3,89768,613396,525910,10052,0.258612113,7641,15.36703044,3458,2.51234267,4059
WA,1989.4,1989,4,129568,679199,563227,9649,0.257158311,7685,15.25629883,3608,2.773116895,3434
WA,1990.1,1990,1,121915,934166,822749,11744,0.259182719,7619,15.15436362,3753,3.898310566,1511
WA,1990.2,1990,2,96714,701276,618435,11564,0.254970892,7774,14.97399708,3982,2.77043664,3439
WA,1990.3,1990,3,97692,646836,557774,9790,0.255382832,7750,14.81477091,4222,2.478068419,4162
WA,1990.4,1990,4,156082,841346,719335,10874,0.260218604,7578,14.45915914,4710,3.239512858,2447
WA,1991.1,1991,1,150839,1195897,1056287,13454,0.264137197,7447,14.29091323,4973,4.663531536,864
WA,1991.2,1991,2,128065,1023460,915867,17088,0.272375238,7176,14.82821834,4198,3.797311866,1647
WA,1991.3,1991,3,118870,921334,813743,16372,0.27977323,6925,15.41432096,3396,3.334208985,2296
WA,1991.4,1991,4,160357,985680,893679,16093,0.287536451,6631,16.09711881,2627,3.626908535,1853
WA,1992.1,1992,1,145440,1293834,1222054,18341,0.29856509,6234,17.13320828,1727,4.957085822,733
WA,1992.2,1992,2,118807,1022366,974107,19463,0.307407278,5918,17.60734229,1380,3.770836047,1673
WA,1992.3,1992,3,119723,952662,885541,17682,0.318925494,5505,17.90566981,1186,3.437708099,2131
WA,1992.4,1992,4,151458,1026383,950981,17781,0.330475142,5068,18.39584977,905,3.739085062,1702
WA,1993.1,1993,1,136969,1283119,1220891,19201,0.333878334,4928,18.85103478,678,4.808447422,793
WA,1993.2,1993,2,109624,1003643,960296,20632,0.343477011,4578,19.142704,560,3.602200967,1889
WA,1993.3,1993,3,111452,919980,860777,17805,0.352652645,4262,19.07706898,586,3.253960784,2423
WA,1993.4,1993,4,156427,1090323,1013768,18348,0.362041528,3951,18.34774348,931,3.918830206,1489
WA,1994.1,1994,1,146893,1489659,1379282,22281,0.377753146,3456,18.22441672,986,5.497303804,475
WA,1994.2,1994,2,127021,1266538,1164386,25418,0.379338424,3388,18.16983328,1023,4.462836645,997
WA,1994.3,1994,3,118272,1051241,984432,23172,0.385836919,3182,18.45222676,873,3.636905037,1837
WA,1994.4,1994,4,157378,1108712,1020682,20020,0.373787845,3567,18.8272725,691,3.868733719,1554
WA,1995.1,1995,1,153055,1400750,1324406,21908,0.367747073,3777,18.92266557,649,5.032161466,697
WA,1995.2,1995,2,127111,1134092,1070917,22058,0.360744352,3985,18.59800598,793,3.893225787,1517
WA,1995.3,1995,3,115776,1019127,939924,18321,0.346573301,4465,18.45967284,869,3.435172668,2132
WA,1995.4,1995,4,178928,1183296,1049293,19374,0.345132033,4514,18.47172077,859,4.023818994,1376
WA,1996.1,1996,1,158691,1448791,1377734,22240,0.347472136,4442,18.41744688,891,5.070485187,677
WA,1996.2,1996,2,128356,1083159,1035692,21225,0.341920671,4618,18.61220651,782,3.645942554,1825
WA,1996.3,1996,3,109260,932377,877004,17768,0.334524402,4901,18.57463929,808,3.09578178,2716
WA,1996.4,1996,4,160950,992151,890446,15291,0.323505787,5355,18.25454958,974,3.345446705,2281
WA,1997.1,1997,1,147885,1203769,1077931,16284,0.302041201,6116,17.67828495,1346,4.1439526,1268
WA,1997.2,1997,2,118227,893886,797859,16368,0.286907506,6657,16.92106192,1910,2.951019311,2995
WA,1997.3,1997,3,99405,781617,678776,13591,0.280287329,6907,16.52878493,2206,2.515932012,4051
WA,1997.4,1997,4,158547,902750,756103,13338,0.276724506,7034,16.75872315,2022,2.902539834,3110
WA,1998.1,1998,1,138697,1171914,1021643,15781,0.283449682,6787,17.40887888,1502,3.858619551,1565
WA,1998.2,1998,2,118262,892426,774497,16522,0.299834471,6184,18.08716608,1070,2.806012994,3348
WA,1998.3,1998,3,109269,799078,673158,13362,0.315628711,5630,18.561002,815,2.462691098,4207
