st,CYQ,year,quarter,Initial_Claim,Weeks_Claimed,Weeks_Compensated,Exhaustions,Exhaustion_Rate,Exhaustion_Rate_Rank,Average_Duration,Average_Duration_Rank,IUR,IUR_Rank
AK,1971.1,1971,1,10203,96674,103709,1092,NA,NA,15.58362134,3216,NA,NA
AK,1971.2,1971,2,7353,69902,83458,1503,NA,NA,18.00894833,1115,NA,NA
AK,1971.3,1971,3,6630,33114,36386,937,0.530728775,627,17.84854291,1234,NA,NA
AK,1971.4,1971,4,11537,50261,54022,1073,0.443086693,1797,16.93563148,1901,NA,NA
AK,1972.1,1972,1,13462,99224,109668,1163,0.373333333,3580,16.13647487,2576,NA,NA
AK,1972.2,1972,2,8368,77910,91040,1361,0.276632093,7039,16.09531708,2631,NA,NA
AK,1972.3,1972,3,7712,40747,44304,1038,0.263786922,7462,16.36659187,2354,NA,NA
AK,1972.4,1972,4,13277,61990,64266,1398,0.27423011,7113,16.58327078,2168,NA,NA
AK,1973.1,1973,1,11786,98803,116007,1513,0.290624487,6511,17.11588937,1747,NA,NA
AK,1973.2,1973,2,6853,66941,85828,1386,0.286058981,6688,17.20457821,1677,NA,NA
AK,1973.3,1973,3,8571,40909,48151,1022,0.288449024,6596,16.83282447,1974,NA,NA
AK,1973.4,1973,4,14603,66087,81109,1192,0.283394302,6789,16.57215076,2176,NA,NA
AK,1974.1,1974,1,12843,106745,134666,1438,0.269859125,7263,16.94955173,1888,NA,NA
AK,1974.2,1974,2,8583,69241,88750,1538,0.259772761,7593,17.05314056,1798,NA,NA
AK,1974.3,1974,3,8190,41014,46113,949,0.247976739,8008,17.23375602,1647,NA,NA
AK,1974.4,1974,4,15709,63608,65416,941,0.235288429,8340,16.96611286,1875,NA,NA
AK,1975.1,1975,1,16222,102819,124877,1174,0.226186965,8530,15.85662733,2903,11.73534608,15
AK,1975.2,1975,2,12829,80959,98692,1332,0.222672475,8602,15.2206577,3651,7.282568216,137
AK,1975.3,1975,3,11308,60531,64747,1168,0.225056081,8551,15.09610789,3830,4.603065364,905
AK,1975.4,1975,4,25324,100509,101092,1207,0.221702398,8622,14.62730073,4487,7.960566647,91
AK,1976.1,1976,1,25811,159564,203999,1520,0.223071014,8594,14.45812504,4715,12.86706836,8
AK,1976.2,1976,2,19131,119231,152921,1865,0.216362407,8751,14.89851231,4078,7.746100508,106
AK,1976.3,1976,3,19970,97748,132203,1954,0.20199963,9017,15.08883833,3839,5.540588261,455
AK,1976.4,1976,4,37039,168614,166144,1982,0.208646831,8902,14.78457165,4270,10.39545696,26
AK,1977.1,1977,1,33541,257295,321508,2600,0.214771449,8797,15.73625479,3053,17.35235543,2
AK,1977.2,1977,2,27451,258709,247393,4099,0.239953972,8231,17.00853125,1835,14.96832865,6
AK,1977.3,1977,3,26175,189040,171021,4190,0.262095789,7510,17.68831017,1337,9.950212095,32
AK,1977.4,1977,4,36511,267093,211843,3843,0.288925062,6577,18.87336652,664,16.91233785,3
AK,1978.1,1978,1,31888,337750,295363,3923,0.3134273,5705,19.94354908,330,23.03688562,1
AK,1978.2,1978,2,22215,259968,229882,4451,0.32534851,5255,19.74536322,377,15.976303,4
AK,1978.3,1978,3,20345,176949,140378,3478,0.338166853,4759,19.62308793,415,10.69503299,23
AK,1978.4,1978,4,26634,203857,176667,3226,0.327846753,5163,19.55221802,437,13.36832082,7
AK,1979.1,1979,1,22000,264164,221703,2973,0.315949548,5616,19.41573204,477,15.47954453,5
AK,1979.2,1979,2,17159,197619,174692,3330,0.301933657,6120,18.98254576,622,10.50855227,25
AK,1979.3,1979,3,15886,137397,117142,2526,0.304511468,6015,18.714859,738,6.960020546,165
AK,1979.4,1979,4,22741,171818,140268,2280,0.295577905,6337,16.76466063,2016,9.315062255,44
AK,1980.1,1980,1,19553,221330,182201,2251,0.281643167,6846,16.66132357,2101,12.50276091,9
AK,1980.2,1980,2,16567,186920,145322,2597,0.247544809,8022,16.02204996,2709,9.650103718,36
AK,1980.3,1980,3,11555,142773,106970,2005,0.247708164,8018,16.09794421,2626,7.080894683,156
AK,1980.4,1980,4,22206,173184,141220,2095,0.245096965,8094,17.80463894,1258,9.115623844,50
AK,1981.1,1981,1,20832,219192,188279,3549,0.286970648,6654,17.50168462,1446,12.3292017,10
AK,1981.2,1981,2,19889,153295,125909,4267,0.368517087,3751,16.81903281,1982,7.811910775,101
AK,1981.3,1981,3,17205,120009,100520,2357,0.3690512,3725,16.02236505,2708,5.726819692,404
AK,1981.4,1981,4,24052,161109,135773,2983,0.393456351,2945,15.4873115,3323,8.043224299,84
AK,1982.1,1982,1,21848,215734,188593,4329,0.401648558,2706,14.89158353,4103,11.40348605,19
AK,1982.2,1982,2,19133,162617,142740,4372,0.39503151,2886,14.92692035,4036,7.524255785,123
AK,1982.3,1982,3,17733,129154,110946,2868,0.393435531,2947,14.90746854,4059,5.565596158,450
AK,1982.4,1982,4,25219,175950,148431,4363,0.418965472,2308,14.87185297,4133,7.952650205,92
AK,1983.1,1983,1,25351,249575,216094,6130,0.45731896,1559,14.71440472,4378,11.88080681,13
AK,1983.2,1983,2,21750,183837,162504,6118,0.490407855,1067,14.80289109,4239,7.919417407,94
AK,1983.3,1983,3,18286,132644,110829,3525,0.479268815,1227,14.88062522,4119,5.201350177,608
AK,1983.4,1983,4,26596,181330,150745,4587,0.472411713,1330,14.93426025,4024,7.700546296,108
AK,1984.1,1984,1,27225,264079,227350,6275,0.4783623,1244,14.785356,4268,11.63466109,17
AK,1984.2,1984,2,21818,192115,166088,6197,0.480194093,1207,14.92088658,4042,7.622201609,114
AK,1984.3,1984,3,17476,139931,110665,3700,0.471163667,1353,14.89509599,4090,5.184734248,617
AK,1984.4,1984,4,28026,190567,158601,4532,0.471628055,1341,14.5803045,4547,7.485421326,126
AK,1985.1,1985,1,27979,284997,246268,6510,0.476276044,1269,14.74670071,4332,11.71962416,16
AK,1985.2,1985,2,24073,229831,199874,7365,0.486381237,1116,15.11308279,3808,8.71906912,62
AK,1985.3,1985,3,19878,173224,136550,4743,0.500843754,944,15.34736341,3488,6.199195648,278
AK,1985.4,1985,4,30348,220795,184960,5673,0.51315039,807,15.55588879,3246,8.358052227,71
AK,1986.1,1986,1,31049,308117,268256,7359,0.520486118,731,15.55695654,3244,12.20634679,11
AK,1986.2,1986,2,27473,283305,248872,9445,0.55159277,443,15.8371039,2926,10.38830605,27
AK,1986.3,1986,3,25381,219671,176150,6299,0.566925411,348,15.86154708,2897,7.629857556,113
AK,1986.4,1986,4,30753,253309,218529,7045,0.569324319,337,16.42481176,2299,9.485224844,38
AK,1987.1,1987,1,28139,304193,268393,8645,0.567718398,342,17.02372641,1820,12.11553596,12
AK,1987.2,1987,2,23699,233920,205606,8113,0.542241597,511,16.9491532,1889,8.952340422,58
AK,1987.3,1987,3,19316,162018,134766,4840,0.534693573,586,17.10062425,1758,6.023383747,311
AK,1987.4,1987,4,25554,190256,161641,4898,0.516974947,771,16.98987761,1856,7.688630198,109
AK,1988.1,1988,1,24683,238457,206553,6134,0.495783207,1000,16.71974327,2048,10.30178661,29
AK,1988.2,1988,2,19581,172437,149256,5704,0.475818723,1277,16.41827565,2310,6.973254169,164
AK,1988.3,1988,3,15214,117143,96994,3248,0.471554308,1345,16.24997355,2472,4.622969659,892
AK,1988.4,1988,4,22001,150241,126619,3584,0.46998112,1370,16.05491826,2675,6.254735566,263
AK,1989.1,1989,1,21643,205069,177181,4850,0.459801121,1521,15.74585635,3037,8.886212848,60
AK,1989.2,1989,2,15488,132962,114052,4021,0.435106678,1956,15.31823862,3529,5.342139266,536
AK,1989.3,1989,3,13657,91586,75295,2226,0.420261644,2272,15.05654444,3869,3.466690084,2091
AK,1989.4,1989,4,22407,142696,119024,2875,0.41570961,2381,14.67234763,4438,5.712137812,411
AK,1990.1,1990,1,25409,228060,196769,4701,0.422037676,2236,14.15790801,5177,9.427656194,40
AK,1990.2,1990,2,17821,164463,143631,5716,0.46892092,1387,14.54107633,4596,6.104280862,294
AK,1990.3,1990,3,15721,113831,95100,3166,0.461279744,1504,14.68704312,4412,3.986465119,1414
AK,1990.4,1990,4,26364,176281,149207,4107,0.481059473,1187,14.73741651,4341,6.695408498,198
AK,1991.1,1991,1,26879,239095,207848,5471,0.488928912,1083,15.04168245,3888,9.288427838,46
AK,1991.2,1991,2,21584,195702,170286,6046,0.473597984,1313,15.12320812,3796,6.882678091,175
AK,1991.3,1991,3,20541,149684,124480,4352,0.504329824,902,15.24370907,3630,5.05883168,683
AK,1991.4,1991,4,31264,215001,179905,4956,0.505976967,885,15.32958246,3512,7.752706403,105
AK,1992.1,1992,1,31223,290267,249221,7076,0.524555659,687,15.81344343,2950,10.86198916,22
AK,1992.2,1992,2,27048,218503,187883,7348,0.533027873,608,15.88587283,2877,7.604775664,115
AK,1992.3,1992,3,21709,157707,130017,4366,0.518732114,751,16.03576258,2690,5.241618934,587
AK,1992.4,1992,4,27470,197321,165141,4712,0.503513583,912,16.60683993,2143,7.086119328,155
AK,1993.1,1993,1,26581,240351,204735,6136,0.484318987,1148,16.69237677,2079,8.80884788,61
AK,1993.2,1993,2,24123,191215,162001,5859,0.477910827,1254,16.47527069,2261,6.519763016,217
AK,1993.3,1993,3,19795,138100,112365,3789,0.497439507,972,16.38167163,2346,4.519535126,961
AK,1993.4,1993,4,29614,200762,163097,4508,0.50509023,890,15.78308634,2987,7.126745904,150
AK,1994.1,1994,1,30200,270246,230102,6249,0.518854731,749,15.39516166,3425,9.779531184,34
AK,1994.2,1994,2,27672,220809,193535,6601,0.519722775,737,15.35165463,3477,7.42225355,128
AK,1994.3,1994,3,22306,153088,126335,3737,0.486485863,1112,15.39108569,3429,4.940861546,741
AK,1994.4,1994,4,32715,202765,167717,4749,0.468521487,1394,15.33392445,3506,6.897495994,172
AK,1995.1,1995,1,33099,266089,227337,6085,0.456982517,1566,15.10573022,3817,9.271025471,47
AK,1995.2,1995,2,26325,201268,172714,5684,0.432762157,2007,14.83696721,4183,6.587001351,211
AK,1995.3,1995,3,21732,138443,114746,3500,0.422963151,2210,14.67109477,4441,4.307093733,1133
AK,1995.4,1995,4,33599,196268,163260,4211,0.41639947,2366,14.47849761,4688,6.535363145,215
AK,1996.1,1996,1,34203,270890,235307,5833,0.413318716,2439,14.71308469,4380,9.290679003,45
AK,1996.2,1996,2,26876,201222,174565,5968,0.416638196,2359,14.921108,4041,6.411886823,231
AK,1996.3,1996,3,23265,138423,114696,3543,0.419392198,2296,15.00857536,3936,4.21989049,1204
AK,1996.4,1996,4,32134,190041,160162,4279,0.425652372,2152,15.17709903,3714,6.261742353,261
AK,1997.1,1997,1,31359,242238,210402,5111,0.412424447,2459,14.89446953,4093,8.247259119,74
AK,1997.2,1997,2,27192,191465,167678,5509,0.408768508,2531,14.87465828,4130,6.053214797,303
AK,1997.3,1997,3,21782,131444,110980,3256,0.409819413,2511,14.84071687,4174,3.995778174,1404
AK,1997.4,1997,4,32151,178905,152205,3850,0.403818116,2648,14.70218034,4397,5.818650514,367
AK,1998.1,1998,1,29914,237588,208131,5290,0.409294564,2520,14.87658604,4128,7.962149728,90
AK,1998.2,1998,2,26325,184619,157679,5172,0.402778733,2672,14.53382781,4613,5.722403943,407
AK,1998.3,1998,3,22473,129355,108971,3200,0.407701441,2552,14.41479676,4785,3.869170558,1553
AK,1998.4,1998,4,32395,184408,157548,4044,0.409122418,2523,14.45323429,4722,5.858373298,353
AK,1999.1,1999,1,32446,254599,222913,5647,0.415279566,2394,14.33373942,4915,8.235129726,75
AK,1999.2,1999,2,26960,205756,179929,5752,0.426125714,2141,14.57191684,4556,6.243396454,264
AK,1999.3,1999,3,20936,130653,117908,3479,0.419129048,2300,14.78095446,4278,3.847596846,1576
AK,1999.4,1999,4,30881,185379,158631,4374,0.419113965,2301,14.8872795,4113,5.765428701,394
AK,2000.1,2000,1,29514,236558,205647,5276,0.411440401,2480,14.98167213,3971,7.603721149,116
AK,2000.2,2000,2,24199,179142,153850,4934,0.395814616,2864,14.70807511,4391,5.393913262,510
AK,2000.3,2000,3,20511,126550,106709,2901,0.39563299,2868,14.47152419,4693,3.687815289,1775
AK,2000.4,2000,4,28954,187852,153151,3851,0.392239386,2975,14.21945956,5077,5.799245442,376
AK,2001.1,2001,1,26914,228339,203900,5173,0.390462515,3024,14.20380847,5098,7.186329234,141
AK,2001.2,2001,2,22088,179592,154752,5058,0.389902886,3044,14.41954586,4778,5.274443332,571
AK,2001.3,2001,3,18347,124862,100700,2931,0.391265351,3000,14.35172689,4886,3.531294985,2000
AK,2001.4,2001,4,29449,193906,166889,4094,0.402294027,2687,14.22725311,5063,5.834022824,362
AK,2002.1,2002,1,30665,263630,204792,5056,0.401588641,2708,14.2653428,5016,8.06055614,81
AK,2002.2,2002,2,28339,222891,190625,6314,0.417906718,2337,14.11702332,5233,6.317251043,252
AK,2002.3,2002,3,21768,143229,126085,4169,0.446590237,1730,14.19772718,5111,3.934609698,1468
AK,2002.4,2002,4,31026,205626,175305,4814,0.433365272,1991,14.30169123,4963,6.037907155,305
AK,2003.1,2003,1,28912,265832,219564,5621,0.431423504,2034,14.28701361,4981,7.97011895,89
AK,2003.2,2003,2,26047,208630,194524,6613,0.435470629,1951,14.56888617,4561,5.855158155,355
AK,2003.3,2003,3,21258,151011,127845,4198,0.426575111,2127,14.64109578,4471,4.051264345,1353
AK,2003.4,2003,4,31780,219366,187466,5296,0.442435349,1811,14.73741741,4340,6.317315468,251
AK,2004.1,2004,1,27786,268091,233889,6398,0.45939822,1527,15.05148547,3877,7.882782819,96
AK,2004.2,2004,2,22191,196122,171191,6128,0.444911402,1759,15.05173314,3876,5.411798273,503
AK,2004.3,2004,3,19936,133968,111217,3229,0.426030114,2145,14.98898875,3963,3.575312601,1926
AK,2004.4,2004,4,29400,203897,171091,4437,0.421888385,2241,14.87080305,4134,5.805590989,371
AK,2005.1,2005,1,26964,247083,213510,5491,0.410738627,2496,14.77121534,4294,7.193012487,140
AK,2005.2,2005,2,21463,181527,154418,5464,0.402842679,2671,14.55839155,4575,4.955414726,734
AK,2005.3,2005,3,18867,120207,100930,2918,0.405483214,2605,14.45493766,4720,3.136226129,2646
AK,2005.4,2005,4,29284,184901,161497,3974,0.399583557,2763,14.34450664,4897,5.161339127,626
AK,2006.1,2006,1,24783,228761,206272,5097,0.394222082,2913,14.3552192,4875,6.505432593,218
AK,2006.2,2006,2,20173,166098,144273,4711,0.380029128,3366,14.34557326,4896,4.418183878,1029
AK,2006.3,2006,3,17270,111560,94091,2683,0.3793167,3389,14.36129934,4862,2.841042211,3268
AK,2006.4,2006,4,27995,176738,143814,3581,0.376137986,3490,14.40196774,4801,4.854052688,777
AK,2007.1,2007,1,23744,203054,187551,4647,0.370136947,3693,14.40637722,4794,5.66931816,422
AK,2007.2,2007,2,19737,154568,136110,4322,0.372818718,3599,14.41983361,4776,3.999410055,1399
AK,2007.3,2007,3,16235,108127,88150,2609,0.383316054,3248,14.45584868,4718,2.711965157,3580
AK,2007.4,2007,4,26746,159090,139659,3437,0.385553615,3190,14.35297486,4883,4.30502957,1136
AK,2008.1,2008,1,23874,206330,171833,4071,0.375663441,3507,14.14900304,5189,5.673533036,421
AK,2008.2,2008,2,21454,169678,151777,4998,0.393394409,2949,14.24487213,5038,4.364874692,1070
AK,2008.3,2008,3,18471,113954,93585,2922,0.407447511,2559,14.26440904,5017,2.829248963,3300
AK,2008.4,2008,4,25106,157503,130966,3745,0.406509946,2581,14.55359087,4584,4.216341586,1208
AK,2009.1,2009,1,28063,234783,193300,4541,0.415133972,2400,15.4697735,3335,6.377042506,241
AK,2009.2,2009,2,27152,216483,205209,5860,0.453152794,1629,17.44191255,1478,5.486435402,479
AK,2009.3,2009,3,24567,170951,147262,4553,0.507821411,860,19.34142159,499,4.17146258,1252
AK,2009.4,2009,4,33787,236407,205971,5852,0.582442192,279,22.00843165,72,6.236313952,266
AK,2010.1,2010,1,29534,269282,251618,7194,0.670467861,78,23.76727401,34,7.268656769,138
AK,2010.2,2010,2,27414,212878,199617,7431,0.732792693,44,23.98247078,32,5.448874726,492
AK,2010.3,2010,3,24668,159688,144540,4967,0.746530528,37,23.81258725,33,3.942387929,1462
AK,2010.4,2010,4,32155,221697,201779,6061,0.764756737,33,23.10679105,43,5.882585507,344
AK,2011.1,2011,1,26154,256954,240187,6443,0.739612106,40,22.43885939,54,6.943419108,168
AK,2011.2,2011,2,23579,192215,177842,6272,0.68788388,64,21.47949979,117,4.899697859,752
AK,2011.3,2011,3,21907,142901,127687,4306,0.658845693,87,20.98526109,159,3.491829689,2060
AK,2011.4,2011,4,30385,214220,183309,4920,0.61658002,165,19.93396588,335,5.591548623,440
AK,2012.1,2012,1,25165,250151,221263,6651,0.621813588,158,19.96067463,323,6.631234834,202
AK,2012.2,2012,2,22271,186380,161842,5643,0.588428306,250,20.03119679,314,4.655767239,869
AK,2012.3,2012,3,20050,146881,117404,3739,0.588981026,248,19.94510719,329,3.509157122,2039
AK,2012.4,2012,4,30123,212702,170553,4738,0.59943436,210,19.95248714,327,5.45788169,489
AK,2013.1,2013,1,24818,237332,214801,5711,0.578416217,291,19.98436372,318,6.171779087,281
AK,2013.2,2013,2,22419,185148,162765,5582,0.587815538,252,19.66849898,403,4.520730269,960
AK,2013.3,2013,3,19242,135704,112702,3683,0.592795285,229,19.59149125,426,3.184143667,2561
AK,2013.4,2013,4,27763,199229,174361,4584,0.578065431,292,19.42280604,474,5.02215527,704
AK,2014.1,2014,1,21917,227796,187655,4960,0.557634154,402,18.54280229,823,5.866481381,350
AK,2014.2,2014,2,20012,169640,149751,5339,0.542564073,506,18.57764622,805,4.113816229,1295
AK,2014.3,2014,3,16687,120463,107486,3000,0.520172198,732,18.62247015,780,2.801026723,3362
AK,2014.4,2014,4,24635,155470,126767,3099,0.487832451,1093,18.58872305,798,3.914962196,1493
AK,2015.1,2015,1,18937,175756,142961,3586,0.451808859,1654,18.65494902,766,4.48840104,979
AK,2015.2,2015,2,16722,128167,118226,3547,0.430266966,2054,18.19664304,1003,3.071674482,2760
AK,2015.3,2015,3,14721,92878,76735,2031,0.43411923,1974,17.60919322,1378,2.157658843,5084
AK,2015.4,2015,4,23962,150950,124275,2699,0.435707202,1949,17.25130636,1631,3.775545272,1670
AK,2016.1,2016,1,19041,184242,159565,3500,0.446284437,1738,17.35855418,1546,4.647394382,875
AK,2016.2,2016,2,16429,141622,119741,3573,0.440541953,1853,17.3951905,1515,3.370991648,2243
AK,2016.3,2016,3,15666,105329,87392,2396,0.441141283,1841,17.63995976,1365,2.437692222,4294
AK,2016.4,2016,4,23214,149606,122859,2885,0.447414168,1711,18.12972633,1041,3.754944481,1690
AK,2017.1,2017,1,18121,174592,151854,3560,0.446017318,1742,18.3889631,906,4.458734387,999
AK,2017.2,2017,2,16484,121676,103881,3427,0.45431989,1608,18.5098709,837,2.944225325,3014
AK,2017.3,2017,3,13430,86071,70174,1784,0.444834561,1760,18.26190282,966,2.038393924,5468
AK,2017.4,2017,4,21153,133828,102989,2540,0.449294935,1694,18.2037265,998,3.429235315,2139
AK,2018.1,2018,1,16145,147510,130686,3278,0.448807683,1700,17.93244491,1173,3.844980881,1582
AL,1971.1,1971,1,46744,333654,286845,6272,NA,NA,13.01415544,6812,NA,NA
AL,1971.2,1971,2,32298,266060,228927,6327,NA,NA,14.1769605,5147,NA,NA
AL,1971.3,1971,3,44240,272120,242191,6177,0.851866975,17,12.98815929,6841,NA,NA
AL,1971.4,1971,4,45575,288235,261324,5658,0.671614304,75,13.07918442,6725,NA,NA
AL,1972.1,1972,1,47637,335348,307495,6835,0.428338874,2088,12.59171318,7339,NA,NA
AL,1972.2,1972,2,32152,251106,229970,6628,0.324616332,5297,12.59824033,7328,NA,NA
AL,1972.3,1972,3,36773,207371,190997,5612,0.299470874,6199,12.51737003,7423,NA,NA
AL,1972.4,1972,4,30895,189206,170604,4323,0.283169347,6793,12.38178263,7586,NA,NA
AL,1973.1,1973,1,42306,247626,228009,4966,0.272267398,7183,11.98461673,8032,NA,NA
AL,1973.2,1973,2,25601,185259,172390,4652,0.26928056,7280,11.61585366,8441,NA,NA
AL,1973.3,1973,3,37870,186979,168092,4223,0.26560992,7401,10.90496636,9072,NA,NA
AL,1973.4,1973,4,36059,184055,163877,3671,0.26695122,7363,10.54297848,9293,NA,NA
AL,1974.1,1974,1,55589,314940,275435,4402,0.250059018,7939,10.21327815,9451,NA,NA
AL,1974.2,1974,2,37520,245820,217221,5224,0.252213345,7870,10.29031896,9416,NA,NA
AL,1974.3,1974,3,55298,271519,239364,5495,0.246126442,8072,10.14812759,9471,NA,NA
AL,1974.4,1974,4,92051,436374,360275,5601,0.258585405,7643,9.585655238,9662,NA,NA
AL,1975.1,1975,1,139550,886852,792455,9745,0.295247049,6345,9.378401846,9724,7.512552376,124
AL,1975.2,1975,2,75963,788875,728400,19477,0.353818747,4221,10.78040051,9160,6.497076264,221
AL,1975.3,1975,3,70869,610675,535926,20175,0.320504901,5457,11.83665114,8215,4.981785595,720
AL,1975.4,1975,4,75271,517837,442742,14122,0.322924875,5376,12.93548103,6906,4.292632858,1145
AL,1976.1,1976,1,85140,585721,513962,12424,0.324180587,5314,14.15615539,5178,5.099471387,664
AL,1976.2,1976,2,57986,463117,404010,11991,0.303845159,6049,13.16571682,6618,3.978266799,1432
AL,1976.3,1976,3,75498,480809,410197,11348,0.317951496,5540,12.08746963,7919,4.008543507,1390
AL,1976.4,1976,4,75013,472803,413004,10463,0.320882416,5441,11.56748803,8488,3.899746147,1508
AL,1977.1,1977,1,108273,639152,574120,12100,0.313307123,5709,10.67860403,9220,5.30496194,559
AL,1977.2,1977,2,54466,422695,364423,11329,0.300552075,6166,10.73187135,9189,3.415010713,2159
AL,1977.3,1977,3,73684,433411,366610,9662,0.258195701,7651,10.54873586,9291,3.445357062,2119
AL,1977.4,1977,4,66357,400981,340062,8227,0.25169347,7882,10.37362229,9376,3.16945174,2585
AL,1978.1,1978,1,95568,563812,505092,9394,0.237060868,8300,10.75235009,9182,4.511877717,964
AL,1978.2,1978,2,59107,409541,363706,9415,0.231392973,8415,10.47380667,9330,3.130804213,2653
AL,1978.3,1978,3,71423,421154,368762,9101,0.246517498,8060,10.27478947,9421,3.153376091,2614
AL,1978.4,1978,4,64528,383874,341990,8350,0.24105837,8203,10.34739145,9393,2.87134508,3183
AL,1979.1,1979,1,127608,593384,536176,9635,0.237724937,8286,10.26875701,9427,3.842543674,1590
AL,1979.2,1979,2,81789,473785,428215,10248,0.244569347,8110,10.44640051,9350,2.941477946,3020
AL,1979.3,1979,3,102626,527152,463029,11101,0.250777823,7909,10.69556439,9213,3.241266307,2443
AL,1979.4,1979,4,89841,513923,458945,10426,0.258237921,7650,10.80367575,9140,3.122201786,2668
AL,1980.1,1980,1,129364,661874,600476,12705,0.268868552,7296,11.12961294,8906,4.088400636,1321
AL,1980.2,1980,2,127560,650190,586297,9577,0.250904905,7901,10.87773588,9087,3.952034378,1454
AL,1980.3,1980,3,135081,825240,723344,14585,0.269832485,7264,11.2563229,8780,5.03227617,696
AL,1980.4,1980,4,103634,683152,609967,17164,0.278712879,6958,11.99794328,8015,4.124530947,1284
AL,1981.1,1981,1,133025,714005,633946,15658,0.270752857,7230,11.95467292,8070,4.368209325,1067
AL,1981.2,1981,2,87873,572779,509010,14004,0.292373466,6439,12.52898914,7410,3.499813577,2049
AL,1981.3,1981,3,117791,589661,528911,12768,0.278994209,6951,12.07038573,7940,3.659983254,1809
AL,1981.4,1981,4,138298,637218,568961,11953,0.275157734,7082,11.08728007,8939,3.895438431,1514
AL,1982.1,1982,1,195707,853761,764161,15275,0.285647786,6704,10.55509159,9287,5.271579965,575
AL,1982.2,1982,2,127084,742539,664640,17860,0.28626279,6678,10.80527461,9137,4.564245621,932
AL,1982.3,1982,3,155623,840966,768399,17723,0.279613595,6932,11.49745416,8546,5.167308674,622
AL,1982.4,1982,4,133445,887610,808079,20093,0.303420759,6063,12.52805106,7413,5.480867874,480
AL,1983.1,1983,1,143829,946769,843002,23814,0.330397483,5071,13.77774204,5712,5.999230999,315
AL,1983.2,1983,2,77727,666358,596658,19811,0.339501592,4709,14.18357865,5136,4.177943195,1243
AL,1983.3,1983,3,99037,589265,512072,15974,0.356009435,4147,14.16210044,5167,3.760477137,1686
AL,1983.4,1983,4,88853,508123,431722,11913,0.336289678,4832,13.61335831,5957,3.242219663,2440
AL,1984.1,1984,1,129560,622237,553298,13369,0.313368194,5706,12.70980666,7172,4.014124854,1388
AL,1984.2,1984,2,70235,451559,399865,11930,0.303777658,6051,11.85701874,8190,2.838594052,3278
AL,1984.3,1984,3,117512,505215,444455,16469,0.325862749,5233,11.14751101,8893,3.134204358,2651
AL,1984.4,1984,4,110249,527355,467046,10117,0.324309627,5308,10.95623766,9034,3.21750094,2484
AL,1985.1,1985,1,138681,680054,580075,11923,0.30736184,5919,10.86416924,9097,4.158965801,1259
AL,1985.2,1985,2,80427,476659,418830,11477,0.293703582,6403,10.88742741,9084,2.838010728,3280
AL,1985.3,1985,3,96643,469479,419490,9532,0.247267359,8033,11.09500636,8930,2.784330522,3398
AL,1985.4,1985,4,93746,493510,414357,9073,0.239387014,8241,10.94226027,9044,2.893830303,3137
AL,1986.1,1986,1,125239,575545,538491,9865,0.23507085,8346,10.82028296,9127,3.404057272,2177
AL,1986.2,1986,2,91241,496720,454664,10479,0.232541061,8390,10.76283498,9174,2.870396888,3185
AL,1986.3,1986,3,96451,516778,459206,10881,0.243436552,8148,10.88833541,9083,2.976365111,2930
AL,1986.4,1986,4,99699,517915,470735,10333,0.244817409,8102,11.01013363,8982,2.944991941,3012
AL,1987.1,1987,1,117281,600016,553805,12032,0.255042522,7769,11.5189565,8529,3.421639502,2150
AL,1987.2,1987,2,67587,418304,389164,10087,0.248090642,8002,11.61732324,8439,2.34953303,4538
AL,1987.3,1987,3,80714,444043,395164,9586,0.249809841,7950,11.73774066,8327,2.498482488,4096
AL,1987.4,1987,4,73355,371623,353869,8606,0.250041869,7940,11.36380244,8681,2.070438926,5360
AL,1988.1,1988,1,107547,467158,438207,8090,0.235998365,8329,10.76506621,9172,2.617352625,3797
AL,1988.2,1988,2,64219,341094,312966,7485,0.226785498,8520,10.3811145,9372,1.861508533,6042
AL,1988.3,1988,3,92382,373213,340200,6917,0.212364361,8845,9.682649855,9626,2.017527661,5536
AL,1988.4,1988,4,75316,366545,332269,6299,0.199227751,9059,9.690044787,9623,1.956660356,5712
AL,1989.1,1989,1,104774,478032,441463,7471,0.188743208,9199,9.797499296,9590,2.571813903,3908
AL,1989.2,1989,2,66429,366981,334158,7389,0.191099797,9165,9.817825568,9580,1.930694882,5800
AL,1989.3,1989,3,89984,390656,356389,6945,0.19297029,9142,9.815912961,9581,2.048049819,5436
AL,1989.4,1989,4,83180,371900,336122,6053,0.188872919,9198,9.698578374,9619,1.931525725,5798
AL,1990.1,1990,1,127632,514851,475257,7274,0.185427756,9237,9.459401925,9702,2.680809678,3651
AL,1990.2,1990,2,70679,388487,354926,7107,0.180867509,9295,9.67748373,9629,1.990374055,5620
AL,1990.3,1990,3,98133,416794,376929,7116,0.173514889,9374,9.769406075,9600,2.127598318,5173
AL,1990.4,1990,4,111775,455016,404286,6555,0.178284523,9320,9.545235373,9675,2.299667005,4686
AL,1991.1,1991,1,143934,628066,588492,8630,0.186166643,9228,9.856397449,9572,3.199957692,2533
AL,1991.2,1991,2,84324,500053,461325,9702,0.18957214,9187,9.957159404,9543,2.49467319,4111
AL,1991.3,1991,3,88290,476011,426283,10180,0.200410342,9039,10.44833028,9348,2.378706036,4444
AL,1991.4,1991,4,86828,466713,407899,8970,0.203827267,8991,11.0139955,8981,2.315425723,4637
