st,CYQ,year,quarter,Civlian_Labor_Force,Covered_Employment,Sub_Employer,TUR,TUR_Rank,Total_Unemployment
AL,2011.2,2011,2,2210.664333,1764.947,86.002,9.866023682,651,218.1046667
AL,2011.3,2011,3,2205.897667,1738.143,85.634,9.921614678,637,218.8606667
AL,2011.4,2011,4,2186.911333,1764.673,85.564,8.265691003,1395,180.7633333
AL,2012.1,2012,1,2162.87,1755.936,85.495,8.213978032,1431,177.6576667
AL,2012.2,2012,2,2181.964333,1767.243,85.511,8.00558457,1578,174.679
AL,2012.3,2012,3,2181.915667,1750.719,85.196,8.377974279,1321,182.8003333
AL,2012.4,2012,4,2178.597333,1780.737,85.382,7.208766742,2319,157.05
AL,2013.1,2013,1,2178.17,1770.055,80.329,7.729255904,1803,168.3563333
AL,2013.2,2013,2,2181.136667,1787.576,80.756,6.883138914,2686,150.1306667
AL,2013.3,2013,3,2174.539333,1771.168,85.259,7.41030514,2080,161.14
AL,2013.4,2013,4,2162.154,1799.141,85.434,6.854275875,2726,148.2
AL,2014.1,2014,1,2167.653667,1788.349,85.512,7.574734033,1949,164.194
AL,2014.2,2014,2,2166.952333,1805.244,85.731,6.704208384,2909,145.277
AL,2014.3,2014,3,2155.128667,1783.264,85.48,6.895071694,2669,148.5976667
AL,2014.4,2014,4,2156.740333,1815.65,85.583,5.937525163,3983,128.057
AL,2015.1,2015,1,2147.199667,1811.148,85.951,6.233980103,3541,133.856
AL,2015.2,2015,2,2166.871,1830.218,86.345,6.040338042,3816,130.8863333
AL,2015.3,2015,3,2153.702667,1809.964,85.982,6.295421776,3458,135.5846667
AL,2015.4,2015,4,2161.728,1841.635,86.269,5.799989638,4212,125.38
AL,2016.1,2016,1,2166.254667,1839.024,86.762,6.215766567,3579,134.6493333
AL,2016.2,2016,2,2172.741,1858.681,86.999,5.643301863,4484,122.6143333
AL,2016.3,2016,3,2173.567,1839.075,86.847,6.000045087,3881,130.415
AL,2016.4,2016,4,2180.139,1868.83,87.533,5.620069791,4530,122.5253333
AL,2017.1,2017,1,2175.376,1864.179,87.823,5.573534568,4607,121.2453333
AL,2017.2,2017,2,2171.887,1875.966,88.456,4.312225575,6911,93.65666667
AL,2017.3,2017,3,2166.281,1862.502,88.323,4.199455195,7082,90.972
AL,2017.4,2017,4,2160.232667,1887.668,88.73,3.494037216,7987,75.47933333
AL,2018.1,2018,1,2162.385333,1882.284,89.214,4.072123439,7278,88.055
AR,1971.1,1971,1,NA,NA,NA,NA,NA,NA
AR,1971.2,1971,2,NA,NA,NA,NA,NA,NA
AR,1971.3,1971,3,NA,NA,NA,NA,NA,NA
AR,1971.4,1971,4,NA,NA,NA,NA,NA,NA
AR,1972.1,1972,1,NA,NA,NA,NA,NA,NA
AR,1972.2,1972,2,NA,NA,NA,NA,NA,NA
AR,1972.3,1972,3,NA,NA,NA,NA,NA,NA
AR,1972.4,1972,4,NA,NA,NA,NA,NA,NA
AR,1973.1,1973,1,NA,NA,NA,NA,NA,NA
AR,1973.2,1973,2,NA,NA,NA,NA,NA,NA
AR,1973.3,1973,3,NA,NA,NA,NA,NA,NA
AR,1973.4,1973,4,NA,NA,NA,NA,NA,NA
AR,1974.1,1974,1,NA,NA,NA,NA,NA,NA
AR,1974.2,1974,2,NA,NA,NA,NA,NA,NA
AR,1974.3,1974,3,NA,525.105,NA,NA,NA,NA
AR,1974.4,1974,4,NA,544.487,NA,NA,NA,NA
AR,1975.1,1975,1,NA,551.956,NA,NA,NA,NA
AR,1975.2,1975,2,NA,533.895,NA,NA,NA,NA
AR,1975.3,1975,3,NA,500.136,NA,NA,NA,NA
AR,1975.4,1975,4,NA,513.595,NA,NA,NA,NA
AR,1976.1,1976,1,868.5386667,531.405,NA,8.28157334,1380,71.92866667
AR,1976.2,1976,2,895.0506667,532.552,NA,6.825125728,2768,61.08833333
AR,1976.3,1976,3,909.4306667,530.033,NA,6.530789226,3142,59.393
AR,1976.4,1976,4,897.62,553.098,NA,5.839924838,4132,52.42033333
AR,1977.1,1977,1,902.075,567,NA,7.575571137,1947,68.33733333
AR,1977.2,1977,2,931.0476667,562.081,NA,6.175194038,3627,57.494
AR,1977.3,1977,3,944.1533333,555.349,NA,6.114367017,3720,57.729
AR,1977.4,1977,4,936.687,587.237,NA,5.689983242,4385,53.29733333
AR,1978.1,1978,1,923.6756667,601.253,NA,7.017073453,2515,64.815
AR,1978.2,1978,2,952.1593333,599.05,NA,5.798714361,4213,55.213
AR,1978.3,1978,3,962.0076667,672.112,NA,6.035260287,3829,58.05966667
AR,1978.4,1978,4,954.6986667,707.717,NA,5.736434812,4303,54.76566667
AR,1979.1,1979,1,958.3763333,706.107,NA,7.162148203,2369,68.64033333
AR,1979.2,1979,2,982.7766667,713.988,NA,5.909141785,4033,58.07366667
AR,1979.3,1979,3,989.8606667,698.417,NA,5.815532287,4173,57.56566667
AR,1979.4,1979,4,976.8176667,724.901,NA,5.307916558,5065,51.84866667
AR,1980.1,1980,1,975.0853333,716.341,NA,7.341032716,2159,71.58133333
AR,1980.2,1980,2,1001.618,729.361,NA,7.723470092,1808,77.35966667
AR,1980.3,1980,3,1007.087,709.712,NA,7.661536028,1868,77.15833333
AR,1980.4,1980,4,991.5083333,714.825,NA,7.239912255,2275,71.78433333
AR,1981.1,1981,1,997.1643333,697.748,NA,9.018105675,954,89.92533333
AR,1981.2,1981,2,1031.776667,715.413,NA,8.440747836,1289,87.08966667
AR,1981.3,1981,3,1035.934,702.475,44.079,8.254483394,1406,85.511
AR,1981.4,1981,4,1016.675333,715.682,43.705,8.387043258,1316,85.269
AR,1982.1,1982,1,1007.272333,702.396,43.84,10.34844268,501,104.237
AR,1982.2,1982,2,1036.456,710.596,43.752,9.340419018,800,96.80933333
AR,1982.3,1982,3,1035.29,683.585,43.712,9.019823753,952,93.38133333
AR,1982.4,1982,4,1012.795,695.382,44.037,9.145384801,896,92.624
AR,1983.1,1983,1,1004.452333,682.866,43.894,10.93873046,367,109.8743333
AR,1983.2,1983,2,1033.465,693.072,44.079,9.970665028,622,103.0433333
AR,1983.3,1983,3,1050.086333,680.499,44.11,9.811098072,668,103.025
AR,1983.4,1983,4,1030.416,706.645,44.32,8.294287615,1375,85.46566667
AR,1984.1,1984,1,1028.627667,707.073,44.866,9.440701414,765,97.10966667
AR,1984.2,1984,2,1056.299333,726.935,45.015,8.38326131,1320,88.55233333
AR,1984.3,1984,3,1053.587667,723.531,45.392,7.853831496,1685,82.747
AR,1984.4,1984,4,1028.672333,749.761,45.6,7.573386666,1950,77.90533333
AR,1985.1,1985,1,1029.116333,740.861,45.764,9.200028892,864,94.679
AR,1985.2,1985,2,1066.206667,757.611,48.14,8.537056606,1227,91.02266667
AR,1985.3,1985,3,1074.857,740.743,46.666,8.441836139,1287,90.73766667
AR,1985.4,1985,4,1060.906667,766.976,47.007,7.898401367,1662,83.79466667
AR,1986.1,1986,1,1043.879667,757.233,47.723,9.48640632,751,99.02666667
AR,1986.2,1986,2,1067.473667,769.993,47.784,8.588845751,1203,91.68366667
AR,1986.3,1986,3,1076.979667,759.531,47.711,8.051157883,1545,86.70933333
AR,1986.4,1986,4,1065.189333,780.949,47.638,7.929044226,1637,84.45933333
AR,1987.1,1987,1,1058.038,771.163,47.659,9.164793703,886,96.967
AR,1987.2,1987,2,1096.133,787.292,48.353,8.194200278,1444,89.81933333
AR,1987.3,1987,3,1106.53,773.045,48.395,7.799457162,1738,86.30333333
AR,1987.4,1987,4,1097.724333,800.822,48.581,7.457731495,2032,81.86533333
AR,1988.1,1988,1,1090.271333,794.781,48.333,8.71565916,1126,95.02433333
AR,1988.2,1988,2,1115.488667,821.159,48.298,7.797001374,1741,86.97466667
AR,1988.3,1988,3,1119.056,804.784,48.741,7.378361762,2128,82.568
AR,1988.4,1988,4,1106.130667,831.954,50.547,6.826649775,2766,75.51166667
AR,1989.1,1989,1,1104.957667,822.835,49.132,7.979129216,1591,88.166
AR,1989.2,1989,2,1135.376333,843.707,48.818,7.226561296,2295,82.04866667
AR,1989.3,1989,3,1139.471333,832.575,48.823,6.651359373,2982,75.79033333
AR,1989.4,1989,4,1120.41,855.659,48.862,6.224566602,3561,69.74066667
AR,1990.1,1990,1,1112.488,846.829,49.059,7.280917487,2231,80.99933333
AR,1990.2,1990,2,1134.667,870.533,49.352,6.659780652,2970,75.56633333
AR,1990.3,1990,3,1136.148333,861.379,49.346,6.599725095,3048,74.98266667
AR,1990.4,1990,4,1120.544667,883.82,49.066,6.516801056,3154,73.02366667
AR,1991.1,1991,1,1108.779667,874.553,49.446,8.10563806,1506,89.87366667
AR,1991.2,1991,2,1134.979333,891.02,49.786,7.255227555,2258,82.34533333
AR,1991.3,1991,3,1137.164333,870.572,50.259,6.832082024,2761,77.692
AR,1991.4,1991,4,1127.450333,891.447,50.302,6.625539455,3011,74.69966667
AR,1992.1,1992,1,1135.073667,881.56,50.329,8.19318335,1445,92.99866667
AR,1992.2,1992,2,1166.175667,905.364,50.99,7.303187885,2207,85.168
AR,1992.3,1992,3,1172.04,894.669,51.43,6.823771657,2771,79.97733333
AR,1992.4,1992,4,1149.662,922.157,51.53,6.199880197,3599,71.27766667
AR,1993.1,1993,1,1148.420667,907.232,52.103,7.187290836,2346,82.54033333
AR,1993.2,1993,2,1184.115333,935.009,52.768,6.246013198,3523,73.96
AR,1993.3,1993,3,1196.345333,923.783,52.703,5.801418542,4207,69.405
AR,1993.4,1993,4,1184.857667,950.819,52.908,5.300777337,5080,62.80666667
AR,1994.1,1994,1,1186.391,943.36,53.476,6.428234874,3261,76.264
AR,1994.2,1994,2,1220.273333,971.451,53.508,5.508574582,4712,67.21966667
AR,1994.3,1994,3,1228.642667,957.692,53.707,5.111711352,5446,62.80466667
AR,1994.4,1994,4,1217.453333,991.691,53.914,4.345272646,6865,52.90166667
AR,1995.1,1995,1,1214.208,988.37,55.806,5.374724375,4931,65.26033333
AR,1995.2,1995,2,1234.035,1012.783,56.064,4.699596581,6224,57.99466667
AR,1995.3,1995,3,1240.288,1004.446,56.303,4.752578971,6122,58.94566667
AR,1995.4,1995,4,1229.903,1024.939,56.649,4.379207141,6807,53.86
AR,1996.1,1996,1,1225.182667,1015.732,57.39,5.759141222,4277,70.56
AR,1996.2,1996,2,1250.872667,1040.527,57.652,5.139265441,5401,64.28566667
AR,1996.3,1996,3,1255.533333,1023.91,57.62,5.004566453,5664,62.834
AR,1996.4,1996,4,1239.942667,1046.515,57.808,4.659328335,6284,57.773
AR,1997.1,1997,1,1229.135667,1032.261,57.968,5.832336924,4145,71.68733333
AR,1997.2,1997,2,1252.658667,1054.743,58.163,5.082469925,5515,63.666
AR,1997.3,1997,3,1250.300667,1035.481,57.905,5.046252875,5590,63.09333333
AR,1997.4,1997,4,1229.520333,1063.903,58.526,4.440566389,6688,54.59766667
AR,1998.1,1998,1,1224.208,1052.315,56.36,5.758307956,4279,70.49366667
AR,1998.2,1998,2,1249.39,1078.205,57.24,5.015861074,5647,62.66766667
AR,1998.3,1998,3,1252.017333,1058.284,58.876,4.975250609,5714,62.291
AR,1998.4,1998,4,1241.208333,1081.227,59.061,4.352156836,6848,54.01933333
AR,1999.1,1999,1,1235.812333,1066.282,59.561,5.01616076,5645,61.99033333
AR,1999.2,1999,2,1261.843333,1089.217,59.349,4.45353755,6668,56.19666667
AR,1999.3,1999,3,1263.375333,1074.965,59.511,4.413863813,6745,55.76366667
AR,1999.4,1999,4,1253.925667,1097.964,59.554,3.903128761,7525,48.94233333
AR,2000.1,2000,1,1258.432333,1084.056,59.908,5.056132008,5573,63.628
AR,2000.2,2000,2,1274.887667,1112.485,59.63,4.159686749,7145,53.03133333
AR,2000.3,2000,3,1263.106333,1098.42,58.998,4.031938193,7333,50.92766667
AR,2000.4,2000,4,1244.595333,1116.514,59.431,3.537562142,7949,44.02833333
AR,2001.1,2001,1,1240.196,1098.514,59.554,4.898177385,5845,60.747
AR,2001.2,2001,2,1260.723,1120.488,59.468,4.571662451,6414,57.636
AR,2001.3,2001,3,1261.195667,1103.257,59.58,4.657960819,6288,58.746
AR,2001.4,2001,4,1248.603333,1118.352,59.757,4.604638249,6363,57.49366667
AR,2002.1,2002,1,1254.065,1093.993,60.362,5.952349626,3956,74.64633333
AR,2002.2,2002,2,1282.318667,1108.622,60.185,5.393823064,4897,69.166
AR,2002.3,2002,3,1283.664667,1088.966,60.513,5.141971138,5396,66.00566667
AR,2002.4,2002,4,1269.38,1109.173,60.668,4.86394933,5917,61.742
AR,2003.1,2003,1,1260.464667,1088.961,60.758,6.166799863,3642,77.73033333
AR,2003.2,2003,2,1277.065333,1107.827,61.032,5.911965872,4028,75.49966667
AR,2003.3,2003,3,1274.210333,1086.526,60.729,5.891779772,4055,75.07366667
AR,2003.4,2003,4,1267.627,1099.349,60.416,5.308922367,5064,67.29733333
AR,2004.1,2004,1,1269.615,1081.898,61.381,6.333389781,3408,80.40966667
AR,2004.2,2004,2,1297.424333,1111.728,61.152,5.679791731,4409,73.691
AR,2004.3,2004,3,1305.640333,1096.792,61.356,5.426813561,4842,70.85466667
AR,2004.4,2004,4,1304.418,1115.053,61.778,5.054284746,5578,65.929
AR,2005.1,2005,1,1307.171333,1096.429,62.534,5.858732112,4105,76.58366667
AR,2005.2,2005,2,1344.005,1125.235,62.317,5.063299616,5561,68.051
AR,2005.3,2005,3,1351.607333,1111.99,62.46,4.943102311,5765,66.81133333
AR,2005.4,2005,4,1339.413,1133.829,62.696,4.489479098,6593,60.13266667
AR,2006.1,2006,1,1342.202333,1116.341,63.132,5.601018426,4566,75.177
AR,2006.2,2006,2,1366.651333,1144.976,65.083,5.37998719,4925,73.52566667
AR,2006.3,2006,3,1365.557667,1139.394,65.709,5.33796571,5012,72.893
AR,2006.4,2006,4,1359.652667,1159.163,66.021,4.774699813,6091,64.91933333
AR,2007.1,2007,1,1350.970333,1132.582,66.33,5.690601151,4382,76.87833333
AR,2007.2,2007,2,1368.969333,1157.148,66.724,5.339394016,5007,73.09466667
AR,2007.3,2007,3,1370.358,1146.577,67.343,5.405400146,4872,74.07333333
AR,2007.4,2007,4,1360.109,1163.018,67.713,4.823853578,5996,65.60966667
AR,2008.1,2008,1,1352.436667,1138.271,67.624,5.455486517,4793,73.782
AR,2008.2,2008,2,1377.307,1164.11,68.604,5.055372549,5575,69.628
AR,2008.3,2008,3,1376.929333,1149.663,68.79,5.276305635,5131,72.651
AR,2008.4,2008,4,1360.69,1163.373,68.425,5.630672673,4511,76.616
AR,2009.1,2009,1,1348.236667,1138.414,68.418,7.760284421,1775,104.627
AR,2009.2,2009,2,1363.71,1152.427,68.814,7.515551938,1994,102.4903333
AR,2009.3,2009,3,1354.823,1121.018,68.723,7.446360152,2043,100.885
AR,2009.4,2009,4,1333.324667,1121.2,68.679,7.346047749,2152,97.94666667
AR,2010.1,2010,1,1331.606667,1093.606,68.473,8.77063297,1087,116.7903333
AR,2010.2,2010,2,1362.351,1115.093,68.608,7.97503727,1598,108.648
AR,2010.3,2010,3,1365.053,1096.705,68.098,8.104300712,1509,110.628
AR,2010.4,2010,4,1354.340333,1121.913,68.234,7.922725479,1640,107.3006667
AR,2011.1,2011,1,1350.666,1100.381,67.975,9.064960052,921,122.4373333
AR,2011.2,2011,2,1368.230333,1122.96,68.156,8.341358704,1340,114.129
AR,2011.3,2011,3,1369.795,1103.201,66.16,8.254203488,1407,113.0656667
AR,2011.4,2011,4,1362.036333,1124.116,66.699,7.565241162,1960,103.0413333
AR,2012.1,2012,1,1349.019667,1105.164,66.897,8.123182785,1495,109.5833333
AR,2012.2,2012,2,1358.170333,1137.624,66.647,7.431296664,2061,100.9296667
AR,2012.3,2012,3,1344.814,1121.436,66.972,7.587939051,1939,102.0436667
AR,2012.4,2012,4,1319.008667,1138.951,67.687,7.122621888,2409,93.948
AR,2013.1,2013,1,1317.392667,1108.259,67.551,7.845395627,1694,103.3546667
AR,2013.2,2013,2,1333.907,1137.955,68.345,7.269147449,2240,96.96366667
AR,2013.3,2013,3,1328.727333,1122.75,68.277,7.241591076,2272,96.221
AR,2013.4,2013,4,1310.277333,1134.275,68.585,6.58870692,3066,86.33033333
AR,2014.1,2014,1,1302.303667,1110.507,68.432,6.896957724,2663,89.81933333
AR,2014.2,2014,2,1321.208667,1138.101,68.336,5.911430594,4030,78.10233333
AR,2014.3,2014,3,1323.995667,1123.141,68.134,5.973257214,3926,79.08566667
AR,2014.4,2014,4,1318.870667,1144.903,67.967,5.315861146,5053,70.10933333
AR,2015.1,2015,1,1315.268667,1124.128,68.682,5.92989113,3998,77.994
AR,2015.2,2015,2,1339.726333,1157.773,68.83,5.224400307,5233,69.99266667
AR,2015.3,2015,3,1341.105,1142.295,68.828,4.891165618,5859,65.59566667
AR,2015.4,2015,4,1332.917333,1163.556,68.229,4.109182065,7227,54.772
AR,2016.1,2016,1,1329.288333,1147.162,68.736,4.451880894,6673,59.17833333
AR,2016.2,2016,2,1348.626667,1177.394,68.888,3.892502991,7546,52.49533333
AR,2016.3,2016,3,1352.189,1161.844,68.913,4.030896075,7335,54.50533333
AR,2016.4,2016,4,1340.14,1179.251,69.136,3.42265236,8058,45.86833333
AR,2017.1,2017,1,1338.213333,1159.539,69.312,3.967553753,7427,53.09433333
AR,2017.2,2017,2,1361.885,1185.359,69.611,3.55771596,7929,48.452
AR,2017.3,2017,3,1365.591667,1171.072,69.83,3.837896882,7610,52.41
AR,2017.4,2017,4,1351.370667,1187.146,69.947,3.357233347,8125,45.36866667
AR,2018.1,2018,1,1339.316333,1166.609,70.388,4.158962695,7147,55.70166667
AZ,1971.1,1971,1,NA,NA,NA,NA,NA,NA
AZ,1971.2,1971,2,NA,NA,NA,NA,NA,NA
AZ,1971.3,1971,3,NA,NA,NA,NA,NA,NA
AZ,1971.4,1971,4,NA,NA,NA,NA,NA,NA
AZ,1972.1,1972,1,NA,NA,NA,NA,NA,NA
AZ,1972.2,1972,2,NA,NA,NA,NA,NA,NA
AZ,1972.3,1972,3,NA,NA,NA,NA,NA,NA
AZ,1972.4,1972,4,NA,NA,NA,NA,NA,NA
AZ,1973.1,1973,1,NA,NA,NA,NA,NA,NA
AZ,1973.2,1973,2,NA,NA,NA,NA,NA,NA
AZ,1973.3,1973,3,NA,NA,NA,NA,NA,NA
AZ,1973.4,1973,4,NA,NA,NA,NA,NA,NA
AZ,1974.1,1974,1,NA,NA,NA,NA,NA,NA
AZ,1974.2,1974,2,NA,NA,NA,NA,NA,NA
AZ,1974.3,1974,3,NA,615.207,NA,NA,NA,NA
AZ,1974.4,1974,4,NA,628.482,NA,NA,NA,NA
AZ,1975.1,1975,1,NA,622.673,NA,NA,NA,NA
AZ,1975.2,1975,2,NA,618.621,NA,NA,NA,NA
AZ,1975.3,1975,3,NA,584.514,NA,NA,NA,NA
AZ,1975.4,1975,4,NA,587.65,NA,NA,NA,NA
AZ,1976.1,1976,1,951.989,594.242,NA,10.58391081,444,100.7576667
AZ,1976.2,1976,2,966.6413333,609.364,NA,9.202344613,863,88.95366667
AZ,1976.3,1976,3,995.284,603.885,NA,10.20013718,563,101.5203333
AZ,1976.4,1976,4,1013.12,619.71,NA,9.26701674,835,93.886
AZ,1977.1,1977,1,1014.16,617.853,NA,9.468427073,758,96.025
AZ,1977.2,1977,2,1033.825333,644.417,NA,8.256294745,1405,85.35566667
AZ,1977.3,1977,3,1058.467,646.109,NA,8.791771496,1075,93.058
AZ,1977.4,1977,4,1061.816667,667.123,NA,7.129981635,2403,75.70733333
AZ,1978.1,1978,1,1048.413,672.252,NA,6.763333406,2837,70.90766667
AZ,1978.2,1978,2,1072.931,702.68,NA,5.626487941,4517,60.36833333
AZ,1978.3,1978,3,1095.287333,836.399,NA,6.19332157,3604,67.83466667
AZ,1978.4,1978,4,1116.837333,861.487,NA,5.660836314,4441,63.22233333
AZ,1979.1,1979,1,1129.571,862.52,NA,5.816308433,4171,65.69933333
AZ,1979.2,1979,2,1137.004,924.968,NA,4.70232881,6220,53.46566667
AZ,1979.3,1979,3,1166.545333,935.604,NA,5.437965548,4823,63.43633333
AZ,1979.4,1979,4,1187.122667,948.956,NA,4.614631232,6350,54.78133333
AZ,1980.1,1980,1,1197.748333,932.94,NA,5.570424505,4615,66.71966667
AZ,1980.2,1980,2,1229.996333,999.337,NA,7.14739258,2382,87.91266667
AZ,1980.3,1980,3,1244.678,985.232,NA,7.936376584,1629,98.78233333
AZ,1980.4,1980,4,1244.051667,979.369,NA,6.149664202,3671,76.505
AZ,1981.1,1981,1,1240.382333,936.627,NA,6.068048373,3780,75.267
AZ,1981.2,1981,2,1262.156,1015.781,NA,5.594342802,4579,70.60933333
AZ,1981.3,1981,3,1288.597667,1005.134,54.378,6.419562558,3275,82.72233333
AZ,1981.4,1981,4,1299.093,1000.125,54.987,6.639914669,2994,86.25866667
AZ,1982.1,1982,1,1307.147667,972.123,55.473,8.477262069,1256,110.8103333
AZ,1982.2,1982,2,1338.427667,1024.373,55.988,9.349652316,797,125.1383333
AZ,1982.3,1982,3,1363.655333,1003.215,56.036,10.97193181,362,149.6193333
AZ,1982.4,1982,4,1367.669,993.616,56.414,11.06776079,353,151.3703333
AZ,1983.1,1983,1,1368.308333,949.365,57.543,11.54479071,280,157.9683333
AZ,1983.2,1983,2,1385.911667,1004.094,58.026,10.29644746,529,142.6996667
AZ,1983.3,1983,3,1416.142,1006.681,58.958,9.240598754,850,130.86
AZ,1983.4,1983,4,1399.309667,1027.389,60.163,5.597474374,4572,78.326
AZ,1984.1,1984,1,1401.419333,1020.859,61.423,5.290422234,5105,74.141
AZ,1984.2,1984,2,1431.123667,1097.373,62.47,4.561171164,6433,65.276
AZ,1984.3,1984,3,1453.811667,1111.996,63.372,5.027450828,5624,73.08966667
AZ,1984.4,1984,4,1464.963333,1132.416,64.453,5.06278883,5562,74.168
AZ,1985.1,1985,1,1466.336667,1116.176,65.85,6.0046465,3870,88.04833333
AZ,1985.2,1985,2,1487.784333,1198.829,66.805,6.217388587,3576,92.50133333
AZ,1985.3,1985,3,1512.504,1212.393,67.691,6.95854909,2587,105.2483333
AZ,1985.4,1985,4,1520.532667,1229.269,68.727,6.131842394,3701,93.23666667
AZ,1986.1,1986,1,1529.940667,1210.378,69.793,6.385127789,3339,97.68866667
AZ,1986.2,1986,2,1562.399,1283.891,70.189,6.653166061,2980,103.949
AZ,1986.3,1986,3,1589.379,1288.527,70.816,7.4148247,2077,117.8496667
AZ,1986.4,1986,4,1594.951333,1289.521,71.644,6.985187009,2553,111.4103333
AZ,1987.1,1987,1,1589.393,1263.369,72.64,7.113659114,2420,113.064
AZ,1987.2,1987,2,1606.263,1340.995,73.561,6.329453313,3413,101.6676667
AZ,1987.3,1987,3,1623.934667,1334.193,74.188,6.435952678,3252,104.5156667
AZ,1987.4,1987,4,1639.836,1339.447,75.104,5.915185014,4022,96.99933333
AZ,1988.1,1988,1,1631.578,1302.464,76.116,6.195535855,3602,101.085
AZ,1988.2,1988,2,1658.175667,1400.355,76.618,6.341024986,3394,105.1453333
AZ,1988.3,1988,3,1684.861,1376.243,77.001,6.860269185,2720,115.586
AZ,1988.4,1988,4,1695.833667,1382.288,77.21,5.937315786,3985,100.687
AZ,1989.1,1989,1,1689.586,1358.541,77.513,5.564301945,4627,94.01366667
AZ,1989.2,1989,2,1708.138667,1431.89,77.651,5.241085033,5209,89.525
AZ,1989.3,1989,3,1728.996333,1427.942,77.825,5.695173057,4375,98.46933333
AZ,1989.4,1989,4,1731.256667,1420.762,78.119,4.530947655,6489,78.44233333
AZ,1990.1,1990,1,1755.395667,1391.147,78.727,5.266960706,5150,92.456
AZ,1990.2,1990,2,1786.745,1462.075,78.595,5.281223678,5124,94.362
AZ,1990.3,1990,3,1805.121,1445.536,78.943,5.621636075,4526,101.4773333
AZ,1990.4,1990,4,1805.711333,1452.019,79.109,4.893196292,5854,88.357
AZ,1991.1,1991,1,1787.424333,1423.425,79.44,5.012221496,5652,89.58966667
AZ,1991.2,1991,2,1809.545,1489.223,80.268,5.168573684,5346,93.52766667
AZ,1991.3,1991,3,1831.391333,1453.954,79.501,6.198766184,3601,113.5236667
AZ,1991.4,1991,4,1850.601333,1451.205,79.89,6.560714319,3101,121.4126667
AZ,1992.1,1992,1,1863.956667,1426.816,80.234,7.739307244,1791,144.2573333
AZ,1992.2,1992,2,1891.126333,1486.452,80.736,7.428359713,2065,140.4796667
AZ,1992.3,1992,3,1912.158,1474.922,81.314,7.616124469,1917,145.6323333
AZ,1992.4,1992,4,1908.722667,1482.565,81.758,6.838989006,2752,130.5373333
AZ,1993.1,1993,1,1910.689333,1460.243,81.304,6.959652258,2584,132.9773333
AZ,1993.2,1993,2,1946.391333,1524.699,82.129,6.339852178,3397,123.3983333
AZ,1993.3,1993,3,1979.070667,1531.506,82.962,6.36665829,3362,126.0006667
AZ,1993.4,1993,4,2011.146333,1548.649,83.964,5.839787226,4134,117.4466667
AZ,1994.1,1994,1,2043.649667,1531.607,85.003,6.1634667,3645,125.9596667
AZ,1994.2,1994,2,2086.949,1627.905,86.687,6.06021837,3789,126.4736667
AZ,1994.3,1994,3,2131.684333,1630.032,87.78,6.672532659,2958,142.2373333
AZ,1994.4,1994,4,2161.194333,1647.11,88.805,5.641278904,4488,121.919
AZ,1995.1,1995,1,2171.463333,1639.759,89.603,5.337261048,5015,115.8966667
AZ,1995.2,1995,2,2208.264667,1732.668,89.678,5.403156687,4876,119.316
AZ,1995.3,1995,3,2236.959333,1726.818,90.45,5.778111299,4247,129.254
AZ,1995.4,1995,4,2239.906,1737.089,91.244,4.872109216,5898,109.1306667
AZ,1996.1,1996,1,2238.627,1728.67,93.031,5.188328977,5308,116.1473333
AZ,1996.2,1996,2,2265.109,1824.498,92.673,5.510934205,4708,124.8286667
AZ,1996.3,1996,3,2290.716,1830.993,93.685,6.215203747,3580,142.3726667
AZ,1996.4,1996,4,2291.445,1839.185,93.837,5.247998534,5193,120.255
AZ,1997.1,1997,1,2279.572333,1821.041,94.087,5.11809452,5435,116.6706667
AZ,1997.2,1997,2,2292.539,1910.765,95.615,4.54663294,6463,104.2333333
AZ,1997.3,1997,3,2309.723333,1911.067,96.01,4.736988701,6146,109.4113333
AZ,1997.4,1997,4,2329.100667,1917.958,97.009,3.993716029,7386,93.01766667
AZ,1998.1,1998,1,2341.790333,1906.483,96.958,4.3846083,6798,102.6783333
AZ,1998.2,1998,2,2366.975,2002.248,98.274,4.212507525,7065,99.709
AZ,1998.3,1998,3,2397.750667,2005.645,98.963,4.748797901,6128,113.8643333
AZ,1998.4,1998,4,2422.928,2012.678,99.654,4.033742095,7328,97.73466667
AZ,1999.1,1999,1,2442.102333,2003.651,99.438,4.431782616,6708,108.2286667
AZ,1999.2,1999,2,2467.094667,2089.91,100.243,4.660907486,6280,114.989
AZ,1999.3,1999,3,2474.431,2076.145,100.641,4.903699746,5832,121.3386667
