st,CYQ,year,quarter,TFBalance,TFPCTW,TFPCTW_Rank,Interest,HCM,AHCM,AHCM_Rank
NC,1985.4,1985,4,NA,NA,28,NA,NA,NA,NA
NC,1986.1,1986,1,NA,NA,28,NA,NA,NA,NA
NC,1986.2,1986,2,NA,NA,28,NA,NA,NA,NA
NC,1986.3,1986,3,NA,NA,28,NA,NA,NA,NA
NC,1986.4,1986,4,NA,NA,28,NA,NA,NA,NA
NC,1987.1,1987,1,NA,NA,28,NA,NA,NA,NA
NC,1987.2,1987,2,NA,NA,28,NA,NA,NA,NA
NC,1987.3,1987,3,NA,NA,28,NA,NA,NA,NA
NC,1987.4,1987,4,NA,NA,28,NA,NA,NA,NA
NC,1988.1,1988,1,NA,NA,28,NA,NA,NA,NA
NC,1988.2,1988,2,NA,NA,28,NA,NA,NA,NA
NC,1988.3,1988,3,NA,NA,28,NA,NA,NA,NA
NC,1988.4,1988,4,NA,NA,28,NA,NA,NA,NA
NC,1989.1,1989,1,NA,NA,28,NA,NA,NA,NA
NC,1989.2,1989,2,NA,NA,28,NA,NA,NA,NA
NC,1989.3,1989,3,NA,NA,28,NA,NA,NA,NA
NC,1989.4,1989,4,NA,NA,28,NA,NA,NA,NA
NC,1990.1,1990,1,NA,NA,28,NA,NA,NA,NA
NC,1990.2,1990,2,NA,NA,28,NA,NA,NA,NA
NC,1990.3,1990,3,NA,NA,28,NA,NA,NA,NA
NC,1990.4,1990,4,NA,NA,28,NA,NA,NA,NA
NC,1991.1,1991,1,NA,NA,28,NA,NA,NA,NA
NC,1991.2,1991,2,NA,NA,28,NA,NA,NA,NA
NC,1991.3,1991,3,NA,NA,28,NA,NA,NA,NA
NC,1991.4,1991,4,NA,NA,28,NA,NA,NA,NA
NC,1992.1,1992,1,NA,NA,28,NA,NA,NA,NA
NC,1992.2,1992,2,NA,NA,28,NA,NA,NA,NA
NC,1992.3,1992,3,NA,NA,28,NA,NA,NA,NA
NC,1992.4,1992,4,NA,NA,28,NA,NA,NA,NA
NC,1993.1,1993,1,NA,NA,28,NA,NA,NA,NA
NC,1993.2,1993,2,NA,NA,28,NA,NA,NA,NA
NC,1993.3,1993,3,NA,NA,28,NA,NA,NA,NA
NC,1993.4,1993,4,NA,NA,28,NA,NA,NA,NA
NC,1994.1,1994,1,NA,NA,28,NA,NA,NA,NA
NC,1994.2,1994,2,NA,NA,28,NA,NA,NA,NA
NC,1994.3,1994,3,NA,NA,28,NA,NA,NA,NA
NC,1994.4,1994,4,NA,NA,28,NA,NA,NA,NA
NC,1995.1,1995,1,NA,NA,28,NA,NA,NA,NA
NC,1995.2,1995,2,NA,NA,28,NA,NA,NA,NA
NC,1995.3,1995,3,NA,NA,28,NA,NA,NA,NA
NC,1995.4,1995,4,NA,NA,28,NA,NA,NA,NA
NC,1996.1,1996,1,NA,NA,28,NA,NA,NA,NA
NC,1996.2,1996,2,NA,NA,28,NA,NA,NA,NA
NC,1996.3,1996,3,NA,NA,28,NA,NA,NA,NA
NC,1996.4,1996,4,NA,NA,28,NA,NA,NA,NA
NC,1997.1,1997,1,NA,NA,28,NA,NA,NA,NA
NC,1997.2,1997,2,NA,NA,28,NA,NA,NA,NA
NC,1997.3,1997,3,NA,NA,28,NA,NA,NA,NA
NC,1997.4,1997,4,NA,NA,28,NA,NA,NA,NA
NC,1998.1,1998,1,NA,NA,28,NA,NA,NA,NA
NC,1998.2,1998,2,NA,NA,28,NA,NA,NA,NA
NC,1998.3,1998,3,NA,NA,28,NA,NA,NA,NA
NC,1998.4,1998,4,NA,NA,28,NA,NA,NA,NA
NC,1999.1,1999,1,NA,NA,28,NA,NA,NA,NA
NC,1999.2,1999,2,NA,NA,28,NA,NA,NA,NA
NC,1999.3,1999,3,NA,NA,28,NA,NA,NA,NA
NC,1999.4,1999,4,NA,NA,28,NA,NA,NA,NA
NC,2000.1,2000,1,NA,NA,28,NA,NA,NA,NA
NC,2000.2,2000,2,NA,NA,28,NA,NA,NA,NA
NC,2000.3,2000,3,NA,NA,28,NA,NA,NA,NA
NC,2000.4,2000,4,NA,NA,28,NA,0.48,0.89,36
NC,2001.1,2001,1,NA,NA,28,NA,0.42,0.89,36
NC,2001.2,2001,2,NA,NA,28,NA,0.4,0.91,36
NC,2001.3,2001,3,NA,NA,28,NA,0.34,0.91,36
NC,2001.4,2001,4,NA,NA,28,NA,0.25,0.47,46
NC,2002.1,2002,1,NA,NA,28,NA,0.23,0.47,46
NC,2002.2,2002,2,NA,NA,28,NA,0.19,0.48,46
NC,2002.3,2002,3,NA,NA,28,NA,0.12,0.48,46
NC,2002.4,2002,4,NA,NA,28,NA,0.08,0.14,49
NC,2003.1,2003,1,9073,0.009254959,48,2004,0,0.14,49
NC,2003.2,2003,2,41910,0.042501549,49,1535,0.02,0.14,49
NC,2003.3,2003,3,10220,0.010389658,49,497,0,0.14,49
NC,2003.4,2003,4,10412,0.01064014,49,383,N.A.,N.A.,N.A.
NC,2004.1,2004,1,4458,0.004541283,49,71,N.A.,N.A.,N.A.
NC,2004.2,2004,2,4387,0.004382118,50,63,N.A.,N.A.,N.A.
NC,2004.3,2004,3,10134,0.009988102,51,3,N.A.,N.A.,N.A.
NC,2004.4,2004,4,17037,0.016627187,51,554,N.A.,N.A.,N.A.
NC,2005.1,2005,1,4888,0.004670857,49,10,N.A.,N.A.,N.A.
NC,2005.2,2005,2,15520,0.01433712,51,0,N.A.,N.A.,N.A.
NC,2005.3,2005,3,11212,0.010203952,52,386,N.A.,N.A.,N.A.
NC,2005.4,2005,4,43286,0.039160056,52,683,N.A.,N.A.,N.A.
NC,2006.1,2006,1,5016,0.004453419,52,49,N.A.,N.A.,N.A.
NC,2006.2,2006,2,151486,0.135100189,52,1456,N.A.,N.A.,N.A.
NC,2006.3,2006,3,206000,0.176997435,52,2449,N.A.,N.A.,N.A.
NC,2006.4,2006,4,186570,0.155865102,50,2456,0.07,0.12,50
NC,2007.1,2007,1,117355,0.098913869,50,1953,0.07,0.12,50
NC,2007.2,2007,2,382132,0.313671957,49,3615,0.07,0.12,50
NC,2007.3,2007,3,459100,0.36487839,48,5411,0.07,0.12,50
NC,2007.4,2007,4,394426,0.310029776,48,5364,0.13,0.23,47
NC,2008.1,2008,1,288599,0.225663135,46,4467,0.13,0.23,47
NC,2008.2,2008,2,467345,0.362672754,46,5142,0.13,0.23,47
NC,2008.3,2008,3,439808,0.342793749,45,5841,0.13,0.23,47
NC,2008.4,2008,4,190695,0.149216112,46,4077,0.06,0.11,46
NC,2009.1,2009,1,23340,0.018210106,47,430,0.06,0.11,46
NC,2009.2,2009,2,19243,0.015199691,53,0,0.06,0.11,46
NC,2009.3,2009,3,19249,0.01610114,46,0,0.06,0.11,46
NC,2009.4,2009,4,19245,0.016704177,45,0,N.A.,N.A.,N.A.
NC,2010.1,2010,1,19034,0.016716359,39,0,N.A.,N.A.,N.A.
NC,2010.2,2010,2,19228,0.016888321,49,0,N.A.,N.A.,N.A.
NC,2010.3,2010,3,19224,0.016613439,49,0,N.A.,N.A.,N.A.
NC,2010.4,2010,4,225658,0.190568168,23,0,N.A.,N.A.,N.A.
NC,2011.1,2011,1,226550,0.188556287,19,0,N.A.,N.A.,N.A.
NC,2011.2,2011,2,226328,0.186022574,36,0,N.A.,N.A.,N.A.
NC,2011.3,2011,3,225781,0.180589481,31,0,N.A.,N.A.,N.A.
NC,2011.4,2011,4,225767,0.178537895,26,0,N.A.,N.A.,N.A.
NC,2012.1,2012,1,225783,0.175382813,24,0,N.A.,N.A.,N.A.
NC,2012.2,2012,2,225692,0.17743992,36,0,N.A.,N.A.,N.A.
NC,2012.3,2012,3,225562,0.173608422,39,0,N.A.,N.A.,N.A.
NC,2012.4,2012,4,225558,0.171210186,34,0,N.A.,N.A.,N.A.
NC,2013.1,2013,1,224098,0.172210514,32,0,N.A.,N.A.,N.A.
NC,2013.2,2013,2,224269,0.168336543,41,0,N.A.,N.A.,N.A.
NC,2013.3,2013,3,222849,0.165225792,42,0,N.A.,N.A.,N.A.
NC,2013.4,2013,4,222385,0.163753311,39,0,N.A.,N.A.,N.A.
NC,2014.1,2014,1,221840,0.148299085,37,0,N.A.,N.A.,N.A.
NC,2014.2,2014,2,221506,0.134585041,45,0,N.A.,N.A.,N.A.
NC,2014.3,2014,3,220742,0.125210355,47,0,N.A.,N.A.,N.A.
NC,2014.4,2014,4,219020,0.118235131,46,0,N.A.,N.A.,N.A.
NC,2015.1,2015,1,218115,0.130766984,41,60,N.A.,N.A.,N.A.
NC,2015.2,2015,2,689630,0.455175331,40,2708,N.A.,N.A.,N.A.
NC,2015.3,2015,3,973090,0.669204254,32,4940,N.A.,N.A.,N.A.
NC,2015.4,2015,4,1362916,0.971000447,23,6707,0.39,0.62,30
NC,2016.1,2016,1,1507152,1.016288685,21,8211,0.39,0.62,30
NC,2016.2,2016,2,1973751,1.250311238,21,10106,0.36,0.57,31
NC,2016.3,2016,3,2254027,1.428689923,17,12099,0.36,0.57,31
NC,2016.4,2016,4,2443617,1.542258,17,13235,0.63,0.99,22
NC,2017.1,2017,1,2546020,1.556862284,17,14026,0.63,0.99,22
NC,2017.2,2017,2,2860777,1.758064295,15,15415,0.62,0.98,22
NC,2017.3,2017,3,3040461,1.814312082,17,16713,0.62,0.98,22
NC,2017.4,2017,4,3172224,1.84897093,17,17420,0.75,1.19,15
NC,2018.1,2018,1,3235061.285,1.920583889,14,17952.56309,0.75,1.19,15
ND,1971.1,1971,1,NA,NA,29,NA,NA,NA,NA
ND,1971.2,1971,2,NA,NA,29,NA,NA,NA,NA
ND,1971.3,1971,3,NA,NA,29,NA,NA,NA,NA
ND,1971.4,1971,4,NA,NA,29,NA,NA,NA,NA
ND,1972.1,1972,1,NA,NA,29,NA,NA,NA,NA
ND,1972.2,1972,2,NA,NA,29,NA,NA,NA,NA
ND,1972.3,1972,3,NA,NA,29,NA,NA,NA,NA
ND,1972.4,1972,4,NA,NA,29,NA,NA,NA,NA
ND,1973.1,1973,1,NA,NA,29,NA,NA,NA,NA
ND,1973.2,1973,2,NA,NA,29,NA,NA,NA,NA
ND,1973.3,1973,3,NA,NA,29,NA,NA,NA,NA
ND,1973.4,1973,4,NA,NA,29,NA,NA,NA,NA
ND,1974.1,1974,1,NA,NA,29,NA,NA,NA,NA
ND,1974.2,1974,2,NA,NA,29,NA,NA,NA,NA
ND,1974.3,1974,3,NA,NA,29,NA,NA,NA,NA
ND,1974.4,1974,4,NA,NA,29,NA,NA,NA,NA
ND,1975.1,1975,1,NA,NA,29,NA,NA,NA,NA
ND,1975.2,1975,2,NA,NA,29,NA,NA,NA,NA
ND,1975.3,1975,3,NA,NA,29,NA,NA,NA,NA
ND,1975.4,1975,4,NA,NA,29,NA,NA,NA,NA
ND,1976.1,1976,1,NA,NA,29,NA,NA,NA,NA
ND,1976.2,1976,2,NA,NA,29,NA,NA,NA,NA
ND,1976.3,1976,3,NA,NA,29,NA,NA,NA,NA
ND,1976.4,1976,4,NA,NA,29,NA,NA,NA,NA
ND,1977.1,1977,1,NA,NA,29,NA,NA,NA,NA
ND,1977.2,1977,2,NA,NA,29,NA,NA,NA,NA
ND,1977.3,1977,3,NA,NA,29,NA,NA,NA,NA
ND,1977.4,1977,4,NA,NA,29,NA,NA,NA,NA
ND,1978.1,1978,1,NA,NA,29,NA,NA,NA,NA
ND,1978.2,1978,2,NA,NA,29,NA,NA,NA,NA
ND,1978.3,1978,3,NA,NA,29,NA,NA,NA,NA
ND,1978.4,1978,4,NA,NA,29,NA,NA,NA,NA
ND,1979.1,1979,1,NA,NA,29,NA,NA,NA,NA
ND,1979.2,1979,2,NA,NA,29,NA,NA,NA,NA
ND,1979.3,1979,3,NA,NA,29,NA,NA,NA,NA
ND,1979.4,1979,4,NA,NA,29,NA,NA,NA,NA
ND,1980.1,1980,1,NA,NA,29,NA,NA,NA,NA
ND,1980.2,1980,2,NA,NA,29,NA,NA,NA,NA
ND,1980.3,1980,3,NA,NA,29,NA,NA,NA,NA
ND,1980.4,1980,4,NA,NA,29,NA,NA,NA,NA
ND,1981.1,1981,1,NA,NA,29,NA,NA,NA,NA
ND,1981.2,1981,2,NA,NA,29,NA,NA,NA,NA
ND,1981.3,1981,3,NA,NA,29,NA,NA,NA,NA
ND,1981.4,1981,4,NA,NA,29,NA,NA,NA,NA
ND,1982.1,1982,1,NA,NA,29,NA,NA,NA,NA
ND,1982.2,1982,2,NA,NA,29,NA,NA,NA,NA
ND,1982.3,1982,3,NA,NA,29,NA,NA,NA,NA
ND,1982.4,1982,4,NA,NA,29,NA,NA,NA,NA
ND,1983.1,1983,1,NA,NA,29,NA,NA,NA,NA
ND,1983.2,1983,2,NA,NA,29,NA,NA,NA,NA
ND,1983.3,1983,3,NA,NA,29,NA,NA,NA,NA
ND,1983.4,1983,4,NA,NA,29,NA,NA,NA,NA
ND,1984.1,1984,1,NA,NA,29,NA,NA,NA,NA
ND,1984.2,1984,2,NA,NA,29,NA,NA,NA,NA
ND,1984.3,1984,3,NA,NA,29,NA,NA,NA,NA
ND,1984.4,1984,4,NA,NA,29,NA,NA,NA,NA
ND,1985.1,1985,1,NA,NA,29,NA,NA,NA,NA
ND,1985.2,1985,2,NA,NA,29,NA,NA,NA,NA
ND,1985.3,1985,3,NA,NA,29,NA,NA,NA,NA
ND,1985.4,1985,4,NA,NA,29,NA,NA,NA,NA
ND,1986.1,1986,1,NA,NA,29,NA,NA,NA,NA
ND,1986.2,1986,2,NA,NA,29,NA,NA,NA,NA
ND,1986.3,1986,3,NA,NA,29,NA,NA,NA,NA
ND,1986.4,1986,4,NA,NA,29,NA,NA,NA,NA
ND,1987.1,1987,1,NA,NA,29,NA,NA,NA,NA
ND,1987.2,1987,2,NA,NA,29,NA,NA,NA,NA
ND,1987.3,1987,3,NA,NA,29,NA,NA,NA,NA
ND,1987.4,1987,4,NA,NA,29,NA,NA,NA,NA
ND,1988.1,1988,1,NA,NA,29,NA,NA,NA,NA
ND,1988.2,1988,2,NA,NA,29,NA,NA,NA,NA
ND,1988.3,1988,3,NA,NA,29,NA,NA,NA,NA
ND,1988.4,1988,4,NA,NA,29,NA,NA,NA,NA
ND,1989.1,1989,1,NA,NA,29,NA,NA,NA,NA
ND,1989.2,1989,2,NA,NA,29,NA,NA,NA,NA
ND,1989.3,1989,3,NA,NA,29,NA,NA,NA,NA
ND,1989.4,1989,4,NA,NA,29,NA,NA,NA,NA
ND,1990.1,1990,1,NA,NA,29,NA,NA,NA,NA
ND,1990.2,1990,2,NA,NA,29,NA,NA,NA,NA
ND,1990.3,1990,3,NA,NA,29,NA,NA,NA,NA
ND,1990.4,1990,4,NA,NA,29,NA,NA,NA,NA
ND,1991.1,1991,1,NA,NA,29,NA,NA,NA,NA
ND,1991.2,1991,2,NA,NA,29,NA,NA,NA,NA
ND,1991.3,1991,3,NA,NA,29,NA,NA,NA,NA
ND,1991.4,1991,4,NA,NA,29,NA,NA,NA,NA
ND,1992.1,1992,1,NA,NA,29,NA,NA,NA,NA
ND,1992.2,1992,2,NA,NA,29,NA,NA,NA,NA
ND,1992.3,1992,3,NA,NA,29,NA,NA,NA,NA
ND,1992.4,1992,4,NA,NA,29,NA,NA,NA,NA
ND,1993.1,1993,1,NA,NA,29,NA,NA,NA,NA
ND,1993.2,1993,2,NA,NA,29,NA,NA,NA,NA
ND,1993.3,1993,3,NA,NA,29,NA,NA,NA,NA
ND,1993.4,1993,4,NA,NA,29,NA,NA,NA,NA
ND,1994.1,1994,1,NA,NA,29,NA,NA,NA,NA
ND,1994.2,1994,2,NA,NA,29,NA,NA,NA,NA
ND,1994.3,1994,3,NA,NA,29,NA,NA,NA,NA
ND,1994.4,1994,4,NA,NA,29,NA,NA,NA,NA
ND,1995.1,1995,1,NA,NA,29,NA,NA,NA,NA
ND,1995.2,1995,2,NA,NA,29,NA,NA,NA,NA
ND,1995.3,1995,3,NA,NA,29,NA,NA,NA,NA
ND,1995.4,1995,4,NA,NA,29,NA,NA,NA,NA
ND,1996.1,1996,1,NA,NA,29,NA,NA,NA,NA
ND,1996.2,1996,2,NA,NA,29,NA,NA,NA,NA
ND,1996.3,1996,3,NA,NA,29,NA,NA,NA,NA
ND,1996.4,1996,4,NA,NA,29,NA,NA,NA,NA
ND,1997.1,1997,1,NA,NA,29,NA,NA,NA,NA
ND,1997.2,1997,2,NA,NA,29,NA,NA,NA,NA
ND,1997.3,1997,3,NA,NA,29,NA,NA,NA,NA
ND,1997.4,1997,4,NA,NA,29,NA,NA,NA,NA
ND,1998.1,1998,1,NA,NA,29,NA,NA,NA,NA
ND,1998.2,1998,2,NA,NA,29,NA,NA,NA,NA
ND,1998.3,1998,3,NA,NA,29,NA,NA,NA,NA
ND,1998.4,1998,4,NA,NA,29,NA,NA,NA,NA
ND,1999.1,1999,1,NA,NA,29,NA,NA,NA,NA
ND,1999.2,1999,2,NA,NA,29,NA,NA,NA,NA
ND,1999.3,1999,3,NA,NA,29,NA,NA,NA,NA
ND,1999.4,1999,4,NA,NA,29,NA,NA,NA,NA
ND,2000.1,2000,1,NA,NA,29,NA,NA,NA,NA
ND,2000.2,2000,2,NA,NA,29,NA,NA,NA,NA
ND,2000.3,2000,3,NA,NA,29,NA,NA,NA,NA
ND,2000.4,2000,4,NA,NA,29,NA,0.25,0.28,52
ND,2001.1,2001,1,NA,NA,29,NA,0.15,0.28,52
ND,2001.2,2001,2,NA,NA,29,NA,0.17,0.28,52
ND,2001.3,2001,3,NA,NA,29,NA,0.22,0.28,52
ND,2001.4,2001,4,NA,NA,29,NA,0.25,0.28,51
ND,2002.1,2002,1,NA,NA,29,NA,0.26,0.28,51
ND,2002.2,2002,2,NA,NA,29,NA,0.28,0.28,51
ND,2002.3,2002,3,NA,NA,29,NA,0.32,0.28,51
ND,2002.4,2002,4,NA,NA,29,NA,0.34,0.38,46
ND,2003.1,2003,1,32409,0.558844441,42,624,0.24,0.38,46
ND,2003.2,2003,2,39634,0.674754022,41,563,0.29,0.38,46
ND,2003.3,2003,3,49412,0.828916381,33,707,0.35,0.38,46
ND,2003.4,2003,4,55455,0.922809738,28,835,0.39,0.44,36
ND,2004.1,2004,1,44190,0.721055643,28,776,0.39,0.44,36
ND,2004.2,2004,2,55630,0.889526019,28,728,0.39,0.43,36
ND,2004.3,2004,3,69247,1.090274516,24,894,0.39,0.43,36
ND,2004.4,2004,4,77058,1.185296485,23,1037,0.51,0.56,29
ND,2005.1,2005,1,67128,1.013284906,22,1019,0.51,0.56,29
ND,2005.2,2005,2,77394,1.128619351,24,1015,0.5,0.55,29
ND,2005.3,2005,3,90844,1.319667568,23,1026,0.5,0.55,29
ND,2005.4,2005,4,99507,1.43894561,19,1148,0.62,0.68,27
ND,2006.1,2006,1,89631,1.252139602,19,1126,0.62,0.68,27
ND,2006.2,2006,2,100097,1.394026923,21,1139,0.61,0.68,27
ND,2006.3,2006,3,112761,1.525081029,18,1282,0.61,0.68,27
ND,2006.4,2006,4,119471,1.571272534,18,1395,0.67,0.74,27
ND,2007.1,2007,1,107596,1.426539878,19,1367,0.67,0.74,27
ND,2007.2,2007,2,115009,1.48986305,20,1365,0.68,0.75,27
ND,2007.3,2007,3,127581,1.611876335,18,1511,0.68,0.75,27
ND,2007.4,2007,4,134442,1.683430659,18,1623,0.72,0.8,25
ND,2008.1,2008,1,123071,1.505902663,18,1602,0.72,0.8,25
ND,2008.2,2008,2,129498,1.523377728,19,1540,0.71,0.79,27
ND,2008.3,2008,3,137638,1.573834993,16,1610,0.71,0.79,27
ND,2008.4,2008,4,139632,1.568212319,16,1673,0.67,0.74,22
ND,2009.1,2009,1,115208,1.253786965,16,1509,0.67,0.74,22
ND,2009.2,2009,2,105370,1.122995293,16,1231,0.67,0.74,22
ND,2009.3,2009,3,101028,1.098919502,16,1183,0.67,0.74,22
ND,2009.4,2009,4,98997,1.098011169,13,1154,0.47,0.52,15
ND,2010.1,2010,1,72529,0.80716632,14,968,0.47,0.52,15
ND,2010.2,2010,2,79311,0.874305728,12,789,0.47,0.52,15
ND,2010.3,2010,3,89628,0.975795639,13,876,0.47,1.15,12
ND,2010.4,2010,4,96326,1.006000469,11,1011,0.43,1.05,7
ND,2011.1,2011,1,80774,0.805378256,10,995,0.43,1.05,7
ND,2011.2,2011,2,92742,0.878035758,11,881,0.41,1.01,7
ND,2011.3,2011,3,106422,0.956048886,13,770,0.41,1.01,7
ND,2011.4,2011,4,120210,1.04236484,13,875,0.44,1.08,6
ND,2012.1,2012,1,109647,0.888170703,14,882,0.44,1.08,6
ND,2012.2,2012,2,126827,0.963738757,16,864,0.43,1.05,6
ND,2012.3,2012,3,146155,1.032700951,15,915,0.43,1.05,6
ND,2012.4,2012,4,157762,1.036314914,15,1023,0.44,1.08,8
ND,2013.1,2013,1,145637,0.937037418,15,958,0.44,1.08,8
ND,2013.2,2013,2,139526,0.8744192,21,890,0.46,1.13,6
ND,2013.3,2013,3,154236,0.971599615,20,913,0.46,1.13,6
ND,2013.4,2013,4,165501,1.054727679,18,999,0.45,1.09,13
ND,2014.1,2014,1,143026,0.886163984,20,926,0.45,1.09,13
ND,2014.2,2014,2,158471,0.954224537,22,934,0.45,1.09,13
ND,2014.3,2014,3,179603,1.048505545,20,1027,0.44,1.08,13
ND,2014.4,2014,4,193072,1.089920377,20,1144,0.47,1.14,14
ND,2015.1,2015,1,168347,0.919436955,20,1091,0.47,1.14,14
ND,2015.2,2015,2,153236,0.804546092,25,952,0.46,1.13,14
ND,2015.3,2015,3,143267,0.749528081,29,846,0.46,1.13,14
ND,2015.4,2015,4,132881,0.726264165,32,819,0.31,0.75,25
ND,2016.1,2016,1,71926,0.417322907,39,609,0.31,0.75,25
ND,2016.2,2016,2,63686,0.394974814,44,404,0.33,0.79,23
ND,2016.3,2016,3,73197,0.485657326,43,411,0.33,0.79,23
ND,2016.4,2016,4,79841,0.542577178,42,472,0.23,0.49,37
ND,2017.1,2017,1,41664,0.277647169,46,355,0.23,0.49,37
ND,2017.2,2017,2,84687,0.578338131,43,398,0.22,0.48,38
ND,2017.3,2017,3,124072,0.82542756,37,628,0.22,0.48,38
ND,2017.4,2017,4,145799,0.927257871,34,800,0.4,0.85,31
ND,2018.1,2018,1,127675.9275,0.824765373,35,782.59454,0.4,0.85,31
NE,1971.1,1971,1,NA,NA,30,NA,NA,NA,NA
NE,1971.2,1971,2,NA,NA,30,NA,NA,NA,NA
NE,1971.3,1971,3,NA,NA,30,NA,NA,NA,NA
NE,1971.4,1971,4,NA,NA,30,NA,NA,NA,NA
NE,1972.1,1972,1,NA,NA,30,NA,NA,NA,NA
NE,1972.2,1972,2,NA,NA,30,NA,NA,NA,NA
NE,1972.3,1972,3,NA,NA,30,NA,NA,NA,NA
NE,1972.4,1972,4,NA,NA,30,NA,NA,NA,NA
NE,1973.1,1973,1,NA,NA,30,NA,NA,NA,NA
NE,1973.2,1973,2,NA,NA,30,NA,NA,NA,NA
NE,1973.3,1973,3,NA,NA,30,NA,NA,NA,NA
NE,1973.4,1973,4,NA,NA,30,NA,NA,NA,NA
NE,1974.1,1974,1,NA,NA,30,NA,NA,NA,NA
NE,1974.2,1974,2,NA,NA,30,NA,NA,NA,NA
NE,1974.3,1974,3,NA,NA,30,NA,NA,NA,NA
NE,1974.4,1974,4,NA,NA,30,NA,NA,NA,NA
NE,1975.1,1975,1,NA,NA,30,NA,NA,NA,NA
NE,1975.2,1975,2,NA,NA,30,NA,NA,NA,NA
NE,1975.3,1975,3,NA,NA,30,NA,NA,NA,NA
NE,1975.4,1975,4,NA,NA,30,NA,NA,NA,NA
NE,1976.1,1976,1,NA,NA,30,NA,NA,NA,NA
NE,1976.2,1976,2,NA,NA,30,NA,NA,NA,NA
NE,1976.3,1976,3,NA,NA,30,NA,NA,NA,NA
NE,1976.4,1976,4,NA,NA,30,NA,NA,NA,NA
NE,1977.1,1977,1,NA,NA,30,NA,NA,NA,NA
NE,1977.2,1977,2,NA,NA,30,NA,NA,NA,NA
NE,1977.3,1977,3,NA,NA,30,NA,NA,NA,NA
NE,1977.4,1977,4,NA,NA,30,NA,NA,NA,NA
NE,1978.1,1978,1,NA,NA,30,NA,NA,NA,NA
NE,1978.2,1978,2,NA,NA,30,NA,NA,NA,NA
NE,1978.3,1978,3,NA,NA,30,NA,NA,NA,NA
NE,1978.4,1978,4,NA,NA,30,NA,NA,NA,NA
NE,1979.1,1979,1,NA,NA,30,NA,NA,NA,NA
NE,1979.2,1979,2,NA,NA,30,NA,NA,NA,NA
NE,1979.3,1979,3,NA,NA,30,NA,NA,NA,NA
NE,1979.4,1979,4,NA,NA,30,NA,NA,NA,NA
NE,1980.1,1980,1,NA,NA,30,NA,NA,NA,NA
NE,1980.2,1980,2,NA,NA,30,NA,NA,NA,NA
NE,1980.3,1980,3,NA,NA,30,NA,NA,NA,NA
NE,1980.4,1980,4,NA,NA,30,NA,NA,NA,NA
NE,1981.1,1981,1,NA,NA,30,NA,NA,NA,NA
NE,1981.2,1981,2,NA,NA,30,NA,NA,NA,NA
NE,1981.3,1981,3,NA,NA,30,NA,NA,NA,NA
NE,1981.4,1981,4,NA,NA,30,NA,NA,NA,NA
NE,1982.1,1982,1,NA,NA,30,NA,NA,NA,NA
NE,1982.2,1982,2,NA,NA,30,NA,NA,NA,NA
NE,1982.3,1982,3,NA,NA,30,NA,NA,NA,NA
NE,1982.4,1982,4,NA,NA,30,NA,NA,NA,NA
NE,1983.1,1983,1,NA,NA,30,NA,NA,NA,NA
NE,1983.2,1983,2,NA,NA,30,NA,NA,NA,NA
NE,1983.3,1983,3,NA,NA,30,NA,NA,NA,NA
NE,1983.4,1983,4,NA,NA,30,NA,NA,NA,NA
NE,1984.1,1984,1,NA,NA,30,NA,NA,NA,NA
NE,1984.2,1984,2,NA,NA,30,NA,NA,NA,NA
NE,1984.3,1984,3,NA,NA,30,NA,NA,NA,NA
NE,1984.4,1984,4,NA,NA,30,NA,NA,NA,NA
NE,1985.1,1985,1,NA,NA,30,NA,NA,NA,NA
NE,1985.2,1985,2,NA,NA,30,NA,NA,NA,NA
NE,1985.3,1985,3,NA,NA,30,NA,NA,NA,NA
NE,1985.4,1985,4,NA,NA,30,NA,NA,NA,NA
NE,1986.1,1986,1,NA,NA,30,NA,NA,NA,NA
NE,1986.2,1986,2,NA,NA,30,NA,NA,NA,NA
NE,1986.3,1986,3,NA,NA,30,NA,NA,NA,NA
NE,1986.4,1986,4,NA,NA,30,NA,NA,NA,NA
NE,1987.1,1987,1,NA,NA,30,NA,NA,NA,NA
NE,1987.2,1987,2,NA,NA,30,NA,NA,NA,NA
NE,1987.3,1987,3,NA,NA,30,NA,NA,NA,NA
NE,1987.4,1987,4,NA,NA,30,NA,NA,NA,NA
NE,1988.1,1988,1,NA,NA,30,NA,NA,NA,NA
NE,1988.2,1988,2,NA,NA,30,NA,NA,NA,NA
NE,1988.3,1988,3,NA,NA,30,NA,NA,NA,NA
NE,1988.4,1988,4,NA,NA,30,NA,NA,NA,NA
NE,1989.1,1989,1,NA,NA,30,NA,NA,NA,NA
NE,1989.2,1989,2,NA,NA,30,NA,NA,NA,NA
NE,1989.3,1989,3,NA,NA,30,NA,NA,NA,NA
NE,1989.4,1989,4,NA,NA,30,NA,NA,NA,NA
NE,1990.1,1990,1,NA,NA,30,NA,NA,NA,NA
NE,1990.2,1990,2,NA,NA,30,NA,NA,NA,NA
NE,1990.3,1990,3,NA,NA,30,NA,NA,NA,NA
NE,1990.4,1990,4,NA,NA,30,NA,NA,NA,NA
NE,1991.1,1991,1,NA,NA,30,NA,NA,NA,NA
NE,1991.2,1991,2,NA,NA,30,NA,NA,NA,NA
NE,1991.3,1991,3,NA,NA,30,NA,NA,NA,NA
NE,1991.4,1991,4,NA,NA,30,NA,NA,NA,NA
