st,CYQ,year,quarter,TFBalance,TFPCTW,TFPCTW_Rank,Interest,HCM,AHCM,AHCM_Rank
AK,1971.1,1971,1,NA,NA,1,NA,NA,NA,NA
AK,1971.2,1971,2,NA,NA,1,NA,NA,NA,NA
AK,1971.3,1971,3,NA,NA,1,NA,NA,NA,NA
AK,1971.4,1971,4,NA,NA,1,NA,NA,NA,NA
AK,1972.1,1972,1,NA,NA,1,NA,NA,NA,NA
AK,1972.2,1972,2,NA,NA,1,NA,NA,NA,NA
AK,1972.3,1972,3,NA,NA,1,NA,NA,NA,NA
AK,1972.4,1972,4,NA,NA,1,NA,NA,NA,NA
AK,1973.1,1973,1,NA,NA,1,NA,NA,NA,NA
AK,1973.2,1973,2,NA,NA,1,NA,NA,NA,NA
AK,1973.3,1973,3,NA,NA,1,NA,NA,NA,NA
AK,1973.4,1973,4,NA,NA,1,NA,NA,NA,NA
AK,1974.1,1974,1,NA,NA,1,NA,NA,NA,NA
AK,1974.2,1974,2,NA,NA,1,NA,NA,NA,NA
AK,1974.3,1974,3,NA,NA,1,NA,NA,NA,NA
AK,1974.4,1974,4,NA,NA,1,NA,NA,NA,NA
AK,1975.1,1975,1,NA,NA,1,NA,NA,NA,NA
AK,1975.2,1975,2,NA,NA,1,NA,NA,NA,NA
AK,1975.3,1975,3,NA,NA,1,NA,NA,NA,NA
AK,1975.4,1975,4,NA,NA,1,NA,NA,NA,NA
AK,1976.1,1976,1,NA,NA,1,NA,NA,NA,NA
AK,1976.2,1976,2,NA,NA,1,NA,NA,NA,NA
AK,1976.3,1976,3,NA,NA,1,NA,NA,NA,NA
AK,1976.4,1976,4,NA,NA,1,NA,NA,NA,NA
AK,1977.1,1977,1,NA,NA,1,NA,NA,NA,NA
AK,1977.2,1977,2,NA,NA,1,NA,NA,NA,NA
AK,1977.3,1977,3,NA,NA,1,NA,NA,NA,NA
AK,1977.4,1977,4,NA,NA,1,NA,NA,NA,NA
AK,1978.1,1978,1,NA,NA,1,NA,NA,NA,NA
AK,1978.2,1978,2,NA,NA,1,NA,NA,NA,NA
AK,1978.3,1978,3,NA,NA,1,NA,NA,NA,NA
AK,1978.4,1978,4,NA,NA,1,NA,NA,NA,NA
AK,1979.1,1979,1,NA,NA,1,NA,NA,NA,NA
AK,1979.2,1979,2,NA,NA,1,NA,NA,NA,NA
AK,1979.3,1979,3,NA,NA,1,NA,NA,NA,NA
AK,1979.4,1979,4,NA,NA,1,NA,NA,NA,NA
AK,1980.1,1980,1,NA,NA,1,NA,NA,NA,NA
AK,1980.2,1980,2,NA,NA,1,NA,NA,NA,NA
AK,1980.3,1980,3,NA,NA,1,NA,NA,NA,NA
AK,1980.4,1980,4,NA,NA,1,NA,NA,NA,NA
AK,1981.1,1981,1,NA,NA,1,NA,NA,NA,NA
AK,1981.2,1981,2,NA,NA,1,NA,NA,NA,NA
AK,1981.3,1981,3,NA,NA,1,NA,NA,NA,NA
AK,1981.4,1981,4,NA,NA,1,NA,NA,NA,NA
AK,1982.1,1982,1,NA,NA,1,NA,NA,NA,NA
AK,1982.2,1982,2,NA,NA,1,NA,NA,NA,NA
AK,1982.3,1982,3,NA,NA,1,NA,NA,NA,NA
AK,1982.4,1982,4,NA,NA,1,NA,NA,NA,NA
AK,1983.1,1983,1,NA,NA,1,NA,NA,NA,NA
AK,1983.2,1983,2,NA,NA,1,NA,NA,NA,NA
AK,1983.3,1983,3,NA,NA,1,NA,NA,NA,NA
AK,1983.4,1983,4,NA,NA,1,NA,NA,NA,NA
AK,1984.1,1984,1,NA,NA,1,NA,NA,NA,NA
AK,1984.2,1984,2,NA,NA,1,NA,NA,NA,NA
AK,1984.3,1984,3,NA,NA,1,NA,NA,NA,NA
AK,1984.4,1984,4,NA,NA,1,NA,NA,NA,NA
AK,1985.1,1985,1,NA,NA,1,NA,NA,NA,NA
AK,1985.2,1985,2,NA,NA,1,NA,NA,NA,NA
AK,1985.3,1985,3,NA,NA,1,NA,NA,NA,NA
AK,1985.4,1985,4,NA,NA,1,NA,NA,NA,NA
AK,1986.1,1986,1,NA,NA,1,NA,NA,NA,NA
AK,1986.2,1986,2,NA,NA,1,NA,NA,NA,NA
AK,1986.3,1986,3,NA,NA,1,NA,NA,NA,NA
AK,1986.4,1986,4,NA,NA,1,NA,NA,NA,NA
AK,1987.1,1987,1,NA,NA,1,NA,NA,NA,NA
AK,1987.2,1987,2,NA,NA,1,NA,NA,NA,NA
AK,1987.3,1987,3,NA,NA,1,NA,NA,NA,NA
AK,1987.4,1987,4,NA,NA,1,NA,NA,NA,NA
AK,1988.1,1988,1,NA,NA,1,NA,NA,NA,NA
AK,1988.2,1988,2,NA,NA,1,NA,NA,NA,NA
AK,1988.3,1988,3,NA,NA,1,NA,NA,NA,NA
AK,1988.4,1988,4,NA,NA,1,NA,NA,NA,NA
AK,1989.1,1989,1,NA,NA,1,NA,NA,NA,NA
AK,1989.2,1989,2,NA,NA,1,NA,NA,NA,NA
AK,1989.3,1989,3,NA,NA,1,NA,NA,NA,NA
AK,1989.4,1989,4,NA,NA,1,NA,NA,NA,NA
AK,1990.1,1990,1,NA,NA,1,NA,NA,NA,NA
AK,1990.2,1990,2,NA,NA,1,NA,NA,NA,NA
AK,1990.3,1990,3,NA,NA,1,NA,NA,NA,NA
AK,1990.4,1990,4,NA,NA,1,NA,NA,NA,NA
AK,1991.1,1991,1,NA,NA,1,NA,NA,NA,NA
AK,1991.2,1991,2,NA,NA,1,NA,NA,NA,NA
AK,1991.3,1991,3,NA,NA,1,NA,NA,NA,NA
AK,1991.4,1991,4,NA,NA,1,NA,NA,NA,NA
AK,1992.1,1992,1,NA,NA,1,NA,NA,NA,NA
AK,1992.2,1992,2,NA,NA,1,NA,NA,NA,NA
AK,1992.3,1992,3,NA,NA,1,NA,NA,NA,NA
AK,1992.4,1992,4,NA,NA,1,NA,NA,NA,NA
AK,1993.1,1993,1,NA,NA,1,NA,NA,NA,NA
AK,1993.2,1993,2,NA,NA,1,NA,NA,NA,NA
AK,1993.3,1993,3,NA,NA,1,NA,NA,NA,NA
AK,1993.4,1993,4,NA,NA,1,NA,NA,NA,NA
AK,1994.1,1994,1,NA,NA,1,NA,NA,NA,NA
AK,1994.2,1994,2,NA,NA,1,NA,NA,NA,NA
AK,1994.3,1994,3,NA,NA,1,NA,NA,NA,NA
AK,1994.4,1994,4,NA,NA,1,NA,NA,NA,NA
AK,1995.1,1995,1,NA,NA,1,NA,NA,NA,NA
AK,1995.2,1995,2,NA,NA,1,NA,NA,NA,NA
AK,1995.3,1995,3,NA,NA,1,NA,NA,NA,NA
AK,1995.4,1995,4,NA,NA,1,NA,NA,NA,NA
AK,1996.1,1996,1,NA,NA,1,NA,NA,NA,NA
AK,1996.2,1996,2,NA,NA,1,NA,NA,NA,NA
AK,1996.3,1996,3,NA,NA,1,NA,NA,NA,NA
AK,1996.4,1996,4,NA,NA,1,NA,NA,NA,NA
AK,1997.1,1997,1,NA,NA,1,NA,NA,NA,NA
AK,1997.2,1997,2,NA,NA,1,NA,NA,NA,NA
AK,1997.3,1997,3,NA,NA,1,NA,NA,NA,NA
AK,1997.4,1997,4,NA,NA,1,NA,NA,NA,NA
AK,1998.1,1998,1,NA,NA,1,NA,NA,NA,NA
AK,1998.2,1998,2,NA,NA,1,NA,NA,NA,NA
AK,1998.3,1998,3,NA,NA,1,NA,NA,NA,NA
AK,1998.4,1998,4,NA,NA,1,NA,NA,NA,NA
AK,1999.1,1999,1,NA,NA,1,NA,NA,NA,NA
AK,1999.2,1999,2,NA,NA,1,NA,NA,NA,NA
AK,1999.3,1999,3,NA,NA,1,NA,NA,NA,NA
AK,1999.4,1999,4,NA,NA,1,NA,NA,NA,NA
AK,2000.1,2000,1,NA,NA,1,NA,NA,NA,NA
AK,2000.2,2000,2,NA,NA,1,NA,NA,NA,NA
AK,2000.3,2000,3,NA,NA,1,NA,NA,NA,NA
AK,2000.4,2000,4,NA,NA,1,NA,0.74,1.02,28
AK,2001.1,2001,1,NA,NA,1,NA,0.67,1.02,28
AK,2001.2,2001,2,NA,NA,1,NA,0.69,1.03,29
AK,2001.3,2001,3,NA,NA,1,NA,0.74,1.03,29
AK,2001.4,2001,4,NA,NA,1,NA,0.74,1.03,24
AK,2002.1,2002,1,NA,NA,1,NA,0.69,1.03,24
AK,2002.2,2002,2,NA,NA,1,NA,0.69,1.03,25
AK,2002.3,2002,3,NA,NA,1,NA,0.72,1.03,25
AK,2002.4,2002,4,NA,NA,1,NA,0.72,1,22
AK,2003.1,2003,1,202508,2.699691151,10,3372,0.62,1,22
AK,2003.2,2003,2,200756,2.624871601,10,3041,0.61,0.99,22
AK,2003.3,2003,3,207111,2.714857617,9,3138,0.63,0.99,22
AK,2003.4,2003,4,193066,2.520923646,10,3054,0.58,0.81,21
AK,2004.1,2004,1,173816,2.220744605,10,2842,0.58,0.81,21
AK,2004.2,2004,2,180874,2.293569563,11,2523,0.58,0.8,21
AK,2004.3,2004,3,199074,2.493774582,11,2679,0.58,0.8,21
AK,2004.4,2004,4,205951,2.552084119,11,2846,0.59,0.81,20
AK,2005.1,2005,1,183246,2.226893538,11,2724,0.59,0.81,20
AK,2005.2,2005,2,195455,2.314106474,11,2626,0.58,0.81,20
AK,2005.3,2005,3,219806,2.600427124,11,2516,0.58,0.81,20
AK,2005.4,2005,4,233297,2.724795895,11,2726,0.63,0.87,22
AK,2006.1,2006,1,214899,2.410411272,12,2644,0.63,0.87,22
AK,2006.2,2006,2,239856,2.697404381,12,2704,0.63,0.87,22
AK,2006.3,2006,3,267609,2.946442398,8,3043,0.63,0.87,22
AK,2006.4,2006,4,284520,3.033302836,6,3313,0.7,0.97,21
AK,2007.1,2007,1,271531,2.935761192,6,3338,0.7,0.97,21
AK,2007.2,2007,2,288639,3.058267396,6,3451,0.71,0.99,22
AK,2007.3,2007,3,314895,3.230211236,5,3762,0.71,0.99,22
AK,2007.4,2007,4,331214,3.350727704,3,4006,0.78,1.07,16
AK,2008.1,2008,1,316857,3.14503096,3,4019,0.78,1.07,16
AK,2008.2,2008,2,331229,3.235453728,4,3968,0.77,1.07,16
AK,2008.3,2008,3,346883,3.347196891,3,4065,0.77,1.07,16
AK,2008.4,2008,4,353513,3.380996063,3,4175,0.78,1.08,13
AK,2009.1,2009,1,329844,3.09771919,3,4036,0.78,1.08,13
AK,2009.2,2009,2,324540,2.984216314,2,3612,0.78,1.07,13
AK,2009.3,2009,3,320998,2.972162456,1,3663,0.78,1.07,13
AK,2009.4,2009,4,298439,2.784248733,1,3490,0.64,0.89,5
AK,2010.1,2010,1,254105,2.392964288,1,3100,0.64,0.89,5
AK,2010.2,2010,2,257452,2.414870725,1,2637,0.65,0.9,4
AK,2010.3,2010,3,258036,2.44063619,1,2617,0.65,1.24,5
AK,2010.4,2010,4,245403,2.312268467,2,2685,0.53,1.02,8
AK,2011.1,2011,1,206462,1.883602717,2,2495,0.53,1.02,8
AK,2011.2,2011,2,205455,1.838442027,4,2114,0.52,1,8
AK,2011.3,2011,3,235229,2.076590514,3,1759,0.52,1,8
AK,2011.4,2011,4,236417,2.067860424,4,1828,0.48,0.92,8
AK,2012.1,2012,1,202947,1.734904363,4,1675,0.48,0.92,8
AK,2012.2,2012,2,235125,2.022339208,5,1627,0.48,0.92,9
AK,2012.3,2012,3,263903,2.215934653,5,1686,0.48,0.92,9
AK,2012.4,2012,4,275938,2.261815862,4,1826,0.52,1,11
AK,2013.1,2013,1,264194,2.196422789,4,1725,0.52,1,11
AK,2013.2,2013,2,291395,2.387740232,5,1798,0.53,1.02,11
AK,2013.3,2013,3,329345,2.674439876,3,1934,0.53,1.02,11
AK,2013.4,2013,4,352537,2.869950174,3,2123,0.66,1.27,7
AK,2014.1,2014,1,336629,2.694079516,3,2067,0.66,1.27,7
AK,2014.2,2014,2,364955,2.902364968,3,2184,0.66,1.27,7
AK,2014.3,2014,3,389551,3.076048758,3,2278,0.66,1.26,7
AK,2014.4,2014,4,405842,3.153413771,3,2404,0.73,1.39,8
AK,2015.1,2015,1,394122,3.058641585,3,2380,0.73,1.39,8
AK,2015.2,2015,2,415741,3.196246335,3,2418,0.73,1.4,8
AK,2015.3,2015,3,436920,3.331525931,3,2438,0.73,1.4,8
AK,2015.4,2015,4,447613,3.399337906,3,2542,0.79,1.5,8
AK,2016.1,2016,1,424605,3.211383762,3,2480,0.79,1.5,8
AK,2016.2,2016,2,433220,3.285323399,2,2438,0.79,1.51,8
AK,2016.3,2016,3,444443,3.467331949,2,2497,0.79,1.51,8
AK,2016.4,2016,4,448294,3.600682614,2,2536,0.83,1.59,9
AK,2017.1,2017,1,424433,3.42138882,2,2440,0.83,1.59,9
AK,2017.2,2017,2,438381,3.675923507,3,2455,0.84,1.61,9
AK,2017.3,2017,3,451436,3.749048943,3,2522,0.84,1.61,9
AK,2017.4,2017,4,454832,3.731796325,3,2566,0.86,1.65,9
AK,2018.1,2018,1,436230.707,3.641813595,3,2491.3271,0.86,1.65,9
AL,1971.1,1971,1,NA,NA,2,NA,NA,NA,NA
AL,1971.2,1971,2,NA,NA,2,NA,NA,NA,NA
AL,1971.3,1971,3,NA,NA,2,NA,NA,NA,NA
AL,1971.4,1971,4,NA,NA,2,NA,NA,NA,NA
AL,1972.1,1972,1,NA,NA,2,NA,NA,NA,NA
AL,1972.2,1972,2,NA,NA,2,NA,NA,NA,NA
AL,1972.3,1972,3,NA,NA,2,NA,NA,NA,NA
AL,1972.4,1972,4,NA,NA,2,NA,NA,NA,NA
AL,1973.1,1973,1,NA,NA,2,NA,NA,NA,NA
AL,1973.2,1973,2,NA,NA,2,NA,NA,NA,NA
AL,1973.3,1973,3,NA,NA,2,NA,NA,NA,NA
AL,1973.4,1973,4,NA,NA,2,NA,NA,NA,NA
AL,1974.1,1974,1,NA,NA,2,NA,NA,NA,NA
AL,1974.2,1974,2,NA,NA,2,NA,NA,NA,NA
AL,1974.3,1974,3,NA,NA,2,NA,NA,NA,NA
AL,1974.4,1974,4,NA,NA,2,NA,NA,NA,NA
AL,1975.1,1975,1,NA,NA,2,NA,NA,NA,NA
AL,1975.2,1975,2,NA,NA,2,NA,NA,NA,NA
AL,1975.3,1975,3,NA,NA,2,NA,NA,NA,NA
AL,1975.4,1975,4,NA,NA,2,NA,NA,NA,NA
AL,1976.1,1976,1,NA,NA,2,NA,NA,NA,NA
AL,1976.2,1976,2,NA,NA,2,NA,NA,NA,NA
AL,1976.3,1976,3,NA,NA,2,NA,NA,NA,NA
AL,1976.4,1976,4,NA,NA,2,NA,NA,NA,NA
AL,1977.1,1977,1,NA,NA,2,NA,NA,NA,NA
AL,1977.2,1977,2,NA,NA,2,NA,NA,NA,NA
AL,1977.3,1977,3,NA,NA,2,NA,NA,NA,NA
AL,1977.4,1977,4,NA,NA,2,NA,NA,NA,NA
AL,1978.1,1978,1,NA,NA,2,NA,NA,NA,NA
AL,1978.2,1978,2,NA,NA,2,NA,NA,NA,NA
AL,1978.3,1978,3,NA,NA,2,NA,NA,NA,NA
AL,1978.4,1978,4,NA,NA,2,NA,NA,NA,NA
AL,1979.1,1979,1,NA,NA,2,NA,NA,NA,NA
AL,1979.2,1979,2,NA,NA,2,NA,NA,NA,NA
AL,1979.3,1979,3,NA,NA,2,NA,NA,NA,NA
AL,1979.4,1979,4,NA,NA,2,NA,NA,NA,NA
AL,1980.1,1980,1,NA,NA,2,NA,NA,NA,NA
AL,1980.2,1980,2,NA,NA,2,NA,NA,NA,NA
AL,1980.3,1980,3,NA,NA,2,NA,NA,NA,NA
AL,1980.4,1980,4,NA,NA,2,NA,NA,NA,NA
AL,1981.1,1981,1,NA,NA,2,NA,NA,NA,NA
AL,1981.2,1981,2,NA,NA,2,NA,NA,NA,NA
AL,1981.3,1981,3,NA,NA,2,NA,NA,NA,NA
AL,1981.4,1981,4,NA,NA,2,NA,NA,NA,NA
AL,1982.1,1982,1,NA,NA,2,NA,NA,NA,NA
AL,1982.2,1982,2,NA,NA,2,NA,NA,NA,NA
AL,1982.3,1982,3,NA,NA,2,NA,NA,NA,NA
AL,1982.4,1982,4,NA,NA,2,NA,NA,NA,NA
AL,1983.1,1983,1,NA,NA,2,NA,NA,NA,NA
AL,1983.2,1983,2,NA,NA,2,NA,NA,NA,NA
AL,1983.3,1983,3,NA,NA,2,NA,NA,NA,NA
AL,1983.4,1983,4,NA,NA,2,NA,NA,NA,NA
AL,1984.1,1984,1,NA,NA,2,NA,NA,NA,NA
AL,1984.2,1984,2,NA,NA,2,NA,NA,NA,NA
AL,1984.3,1984,3,NA,NA,2,NA,NA,NA,NA
AL,1984.4,1984,4,NA,NA,2,NA,NA,NA,NA
AL,1985.1,1985,1,NA,NA,2,NA,NA,NA,NA
AL,1985.2,1985,2,NA,NA,2,NA,NA,NA,NA
AL,1985.3,1985,3,NA,NA,2,NA,NA,NA,NA
AL,1985.4,1985,4,NA,NA,2,NA,NA,NA,NA
AL,1986.1,1986,1,NA,NA,2,NA,NA,NA,NA
AL,1986.2,1986,2,NA,NA,2,NA,NA,NA,NA
AL,1986.3,1986,3,NA,NA,2,NA,NA,NA,NA
AL,1986.4,1986,4,NA,NA,2,NA,NA,NA,NA
AL,1987.1,1987,1,NA,NA,2,NA,NA,NA,NA
AL,1987.2,1987,2,NA,NA,2,NA,NA,NA,NA
AL,1987.3,1987,3,NA,NA,2,NA,NA,NA,NA
AL,1987.4,1987,4,NA,NA,2,NA,NA,NA,NA
AL,1988.1,1988,1,NA,NA,2,NA,NA,NA,NA
AL,1988.2,1988,2,NA,NA,2,NA,NA,NA,NA
AL,1988.3,1988,3,NA,NA,2,NA,NA,NA,NA
AL,1988.4,1988,4,NA,NA,2,NA,NA,NA,NA
AL,1989.1,1989,1,NA,NA,2,NA,NA,NA,NA
AL,1989.2,1989,2,NA,NA,2,NA,NA,NA,NA
AL,1989.3,1989,3,NA,NA,2,NA,NA,NA,NA
AL,1989.4,1989,4,NA,NA,2,NA,NA,NA,NA
AL,1990.1,1990,1,NA,NA,2,NA,NA,NA,NA
AL,1990.2,1990,2,NA,NA,2,NA,NA,NA,NA
AL,1990.3,1990,3,NA,NA,2,NA,NA,NA,NA
AL,1990.4,1990,4,NA,NA,2,NA,NA,NA,NA
AL,1991.1,1991,1,NA,NA,2,NA,NA,NA,NA
AL,1991.2,1991,2,NA,NA,2,NA,NA,NA,NA
AL,1991.3,1991,3,NA,NA,2,NA,NA,NA,NA
AL,1991.4,1991,4,NA,NA,2,NA,NA,NA,NA
AL,1992.1,1992,1,NA,NA,2,NA,NA,NA,NA
AL,1992.2,1992,2,NA,NA,2,NA,NA,NA,NA
AL,1992.3,1992,3,NA,NA,2,NA,NA,NA,NA
AL,1992.4,1992,4,NA,NA,2,NA,NA,NA,NA
AL,1993.1,1993,1,NA,NA,2,NA,NA,NA,NA
AL,1993.2,1993,2,NA,NA,2,NA,NA,NA,NA
AL,1993.3,1993,3,NA,NA,2,NA,NA,NA,NA
AL,1993.4,1993,4,NA,NA,2,NA,NA,NA,NA
AL,1994.1,1994,1,NA,NA,2,NA,NA,NA,NA
AL,1994.2,1994,2,NA,NA,2,NA,NA,NA,NA
AL,1994.3,1994,3,NA,NA,2,NA,NA,NA,NA
AL,1994.4,1994,4,NA,NA,2,NA,NA,NA,NA
AL,1995.1,1995,1,NA,NA,2,NA,NA,NA,NA
AL,1995.2,1995,2,NA,NA,2,NA,NA,NA,NA
AL,1995.3,1995,3,NA,NA,2,NA,NA,NA,NA
AL,1995.4,1995,4,NA,NA,2,NA,NA,NA,NA
AL,1996.1,1996,1,NA,NA,2,NA,NA,NA,NA
AL,1996.2,1996,2,NA,NA,2,NA,NA,NA,NA
AL,1996.3,1996,3,NA,NA,2,NA,NA,NA,NA
AL,1996.4,1996,4,NA,NA,2,NA,NA,NA,NA
AL,1997.1,1997,1,NA,NA,2,NA,NA,NA,NA
AL,1997.2,1997,2,NA,NA,2,NA,NA,NA,NA
AL,1997.3,1997,3,NA,NA,2,NA,NA,NA,NA
AL,1997.4,1997,4,NA,NA,2,NA,NA,NA,NA
AL,1998.1,1998,1,NA,NA,2,NA,NA,NA,NA
AL,1998.2,1998,2,NA,NA,2,NA,NA,NA,NA
AL,1998.3,1998,3,NA,NA,2,NA,NA,NA,NA
AL,1998.4,1998,4,NA,NA,2,NA,NA,NA,NA
AL,1999.1,1999,1,NA,NA,2,NA,NA,NA,NA
AL,1999.2,1999,2,NA,NA,2,NA,NA,NA,NA
AL,1999.3,1999,3,NA,NA,2,NA,NA,NA,NA
AL,1999.4,1999,4,NA,NA,2,NA,NA,NA,NA
AL,2000.1,2000,1,NA,NA,2,NA,NA,NA,NA
AL,2000.2,2000,2,NA,NA,2,NA,NA,NA,NA
AL,2000.3,2000,3,NA,NA,2,NA,NA,NA,NA
AL,2000.4,2000,4,NA,NA,2,NA,0.44,0.64,45
AL,2001.1,2001,1,NA,NA,2,NA,0.39,0.64,45
AL,2001.2,2001,2,NA,NA,2,NA,0.43,0.65,45
AL,2001.3,2001,3,NA,NA,2,NA,0.4,0.65,45
AL,2001.4,2001,4,NA,NA,2,NA,0.34,0.5,45
AL,2002.1,2002,1,NA,NA,2,NA,0.39,0.5,45
AL,2002.2,2002,2,NA,NA,2,NA,0.42,0.5,45
AL,2002.3,2002,3,NA,NA,2,NA,0.39,0.5,45
AL,2002.4,2002,4,NA,NA,2,NA,0.34,0.49,42
AL,2003.1,2003,1,265327,0.5978944,41,4513,0.28,0.49,42
AL,2003.2,2003,2,320592,0.713750101,40,4583,0.33,0.52,41
AL,2003.3,2003,3,292575,0.64372917,41,4715,0.3,0.52,41
AL,2003.4,2003,4,253437,0.55705654,40,4182,0.26,0.4,38
AL,2004.1,2004,1,212037,0.465288443,38,3567,0.26,0.4,38
AL,2004.2,2004,2,292188,0.629620159,39,3774,0.26,0.4,38
AL,2004.3,2004,3,287622,0.613650429,39,4062,0.26,0.4,38
AL,2004.4,2004,4,264182,0.556979491,38,3831,0.26,0.4,36
AL,2005.1,2005,1,240133,0.495024487,35,3532,0.26,0.4,36
AL,2005.2,2005,2,360273,0.71829749,34,4379,0.25,0.4,36
AL,2005.3,2005,3,366233,0.723288293,34,4383,0.25,0.4,36
AL,2005.4,2005,4,373421,0.728864689,34,4414,0.34,0.53,31
AL,2006.1,2006,1,360601,0.682198457,32,4314,0.34,0.53,31
AL,2006.2,2006,2,444674,0.83752379,35,4906,0.34,0.53,31
AL,2006.3,2006,3,438439,0.800403439,35,5245,0.34,0.53,31
AL,2006.4,2006,4,417411,0.747122751,35,5047,0.35,0.54,32
AL,2007.1,2007,1,383453,0.692266941,31,4744,0.35,0.54,32
AL,2007.2,2007,2,448033,0.799848016,35,5162,0.35,0.55,32
AL,2007.3,2007,3,437221,0.770034682,36,5462,0.35,0.55,32
AL,2007.4,2007,4,410640,0.717207447,37,5182,0.33,0.52,31
AL,2008.1,2008,1,375060,0.649841889,33,4830,0.33,0.52,31
AL,2008.2,2008,2,433093,0.74312214,36,4960,0.33,0.52,31
AL,2008.3,2008,3,395511,0.675448905,36,4984,0.33,0.52,31
AL,2008.4,2008,4,314100,0.536157482,32,4292,0.25,0.39,33
AL,2009.1,2009,1,173278,0.295025745,32,2929,0.25,0.39,33
AL,2009.2,2009,2,112446,0.192674023,32,1814,0.25,0.39,33
AL,2009.3,2009,3,7752,0.013825477,49,608,0.25,0.39,33
AL,2009.4,2009,4,8947,0.016428335,46,0,N.A.,N.A.,N.A.
AL,2010.1,2010,1,7133,0.013290756,43,0,N.A.,N.A.,N.A.
AL,2010.2,2010,2,151980,0.283604438,28,0,N.A.,N.A.,N.A.
AL,2010.3,2010,3,132531,0.24831326,29,0,N.A.,N.A.,N.A.
AL,2010.4,2010,4,8007,0.014809405,45,0,N.A.,N.A.,N.A.
AL,2011.1,2011,1,7039,0.012648068,41,0,N.A.,N.A.,N.A.
AL,2011.2,2011,2,7321,0.012976901,48,9,N.A.,N.A.,N.A.
AL,2011.3,2011,3,6955,0.012149148,49,14,N.A.,N.A.,N.A.
AL,2011.4,2011,4,6951,0.012126168,48,26,N.A.,N.A.,N.A.
AL,2012.1,2012,1,6967,0.012041827,42,0,N.A.,N.A.,N.A.
AL,2012.2,2012,2,104634,0.182701444,35,593,N.A.,N.A.,N.A.
AL,2012.3,2012,3,105082,0.179588716,38,750,N.A.,N.A.,N.A.
AL,2012.4,2012,4,91179,0.152318919,35,689,0.07,0.16,24
AL,2013.1,2013,1,84567,0.144470505,35,527,0.07,0.16,24
AL,2013.2,2013,2,245567,0.413586575,31,1266,0.07,0.16,24
AL,2013.3,2013,3,247503,0.411198716,32,1551,0.07,0.16,24
AL,2013.4,2013,4,223622,0.371424869,30,1466,0.17,0.4,23
AL,2014.1,2014,1,200949,0.331259579,27,1287,0.17,0.4,23
AL,2014.2,2014,2,340899,0.562783241,30,1853,0.17,0.4,23
AL,2014.3,2014,3,340256,0.558400303,31,2066,0.17,0.4,23
AL,2014.4,2014,4,329082,0.534251439,30,2019,0.24,0.58,25
AL,2015.1,2015,1,315336,0.505763308,28,1924,0.24,0.58,25
AL,2015.2,2015,2,447526,0.702134956,29,2413,0.24,0.58,25
AL,2015.3,2015,3,455240,0.705974695,31,2596,0.24,0.58,25
AL,2015.4,2015,4,445381,0.688795552,33,2565,0.32,0.75,25
AL,2016.1,2016,1,428122,0.657595039,32,2484,0.32,0.75,25
AL,2016.2,2016,2,529107,0.796567615,33,2812,0.32,0.75,27
AL,2016.3,2016,3,528786,0.797957587,33,3006,0.32,0.75,27
AL,2016.4,2016,4,517881,0.777301329,35,2949,0.36,0.85,27
AL,2017.1,2017,1,489736,0.715143496,35,2809,0.36,0.85,27
AL,2017.2,2017,2,574485,0.8501256,36,3069,0.36,0.85,27
AL,2017.3,2017,3,577840,0.836771045,36,3264,0.36,0.85,27
AL,2017.4,2017,4,560164,0.795704042,38,3184,0.37,0.87,30
AL,2018.1,2018,1,550660.5492,0.796994828,36,3109.99551,0.37,0.87,30
AR,1971.1,1971,1,NA,NA,3,NA,NA,NA,NA
AR,1971.2,1971,2,NA,NA,3,NA,NA,NA,NA
AR,1971.3,1971,3,NA,NA,3,NA,NA,NA,NA
AR,1971.4,1971,4,NA,NA,3,NA,NA,NA,NA
AR,1972.1,1972,1,NA,NA,3,NA,NA,NA,NA
AR,1972.2,1972,2,NA,NA,3,NA,NA,NA,NA
AR,1972.3,1972,3,NA,NA,3,NA,NA,NA,NA
AR,1972.4,1972,4,NA,NA,3,NA,NA,NA,NA
AR,1973.1,1973,1,NA,NA,3,NA,NA,NA,NA
AR,1973.2,1973,2,NA,NA,3,NA,NA,NA,NA
AR,1973.3,1973,3,NA,NA,3,NA,NA,NA,NA
AR,1973.4,1973,4,NA,NA,3,NA,NA,NA,NA
AR,1974.1,1974,1,NA,NA,3,NA,NA,NA,NA
AR,1974.2,1974,2,NA,NA,3,NA,NA,NA,NA
AR,1974.3,1974,3,NA,NA,3,NA,NA,NA,NA
AR,1974.4,1974,4,NA,NA,3,NA,NA,NA,NA
AR,1975.1,1975,1,NA,NA,3,NA,NA,NA,NA
AR,1975.2,1975,2,NA,NA,3,NA,NA,NA,NA
AR,1975.3,1975,3,NA,NA,3,NA,NA,NA,NA
AR,1975.4,1975,4,NA,NA,3,NA,NA,NA,NA
AR,1976.1,1976,1,NA,NA,3,NA,NA,NA,NA
AR,1976.2,1976,2,NA,NA,3,NA,NA,NA,NA
AR,1976.3,1976,3,NA,NA,3,NA,NA,NA,NA
AR,1976.4,1976,4,NA,NA,3,NA,NA,NA,NA
AR,1977.1,1977,1,NA,NA,3,NA,NA,NA,NA
AR,1977.2,1977,2,NA,NA,3,NA,NA,NA,NA
AR,1977.3,1977,3,NA,NA,3,NA,NA,NA,NA
