st,CYQ,year,quarter,State_Revenue,Rate_On_Total_Wages,Rate_On_Total_Wages_Rank,Rate_On_Taxable_Wages,Rate_On_Taxable_Wages_Rank,TWB
IN,1991.1,1991,1,188769.3691,0.463531166,46,1.352169378,41,7000
IN,1991.2,1991,2,182015.509,0.453404072,46,1.341660512,41,7000
IN,1991.3,1991,3,178037.5783,0.428086179,46,1.267350307,41,7000
IN,1991.4,1991,4,175498.4412,0.414789011,46,1.236219225,41,7000
IN,1992.1,1992,1,173825.3373,0.405886498,46,1.222243723,42,7000
IN,1992.2,1992,2,186822.7086,0.398541619,46,1.215477063,41,7000
IN,1992.3,1992,3,192762.2442,0.426304535,48,1.293823776,40,7000
IN,1992.4,1992,4,195593.5894,0.428860385,49,1.320212444,41,7000
IN,1993.1,1993,1,200572.5217,0.427987632,49,1.333456,42,7000
IN,1993.2,1993,2,206221.9741,0.422279533,49,1.3438156,42,7000
IN,1993.3,1993,3,209554.1995,0.428317151,50,1.355428001,41,7000
IN,1993.4,1993,4,213211.7311,0.427773366,50,1.356740903,44,7000
IN,1994.1,1994,1,216764.0997,0.426268561,50,1.363079687,43,7000
IN,1994.2,1994,2,225060.1051,0.426492863,51,1.370977173,43,7000
IN,1994.3,1994,3,233549.0759,0.424537473,50,1.356873303,44,7000
IN,1994.4,1994,4,238974.849,0.422338069,49,1.362484047,42,7000
IN,1995.1,1995,1,241051.6839,0.421415059,49,1.368630728,42,7000
IN,1995.2,1995,2,250265.8884,0.421970513,49,1.369574506,42,7000
IN,1995.3,1995,3,244009.3645,0.430250185,49,1.368018485,43,7000
IN,1995.4,1995,4,243055.7035,0.422278935,48,1.367879373,43,7000
IN,1996.1,1996,1,242548.7529,0.417176411,48,1.36290938,43,7000
IN,1996.2,1996,2,237211.2576,0.411627479,48,1.35890337,42,7000
IN,1996.3,1996,3,237023.0055,0.397595563,47,1.307370967,41,7000
IN,1996.4,1996,4,236080.6757,0.390500651,46,1.297707758,41,7000
IN,1997.1,1997,1,236384.9102,0.383838558,46,1.291838387,40,7000
IN,1997.2,1997,2,250912.7448,0.376526734,46,1.286794772,40,7000
IN,1997.3,1997,3,254491.325,0.397893841,45,1.351314577,37,7000
IN,1997.4,1997,4,257252.1216,0.399569607,43,1.371605052,36,7000
IN,1998.1,1998,1,259470.2527,0.397615537,43,1.380814147,36,7000
IN,1998.2,1998,2,242989.0297,0.394755021,43,1.390375643,36,7000
IN,1998.3,1998,3,236676.7091,0.361728013,45,1.265453039,39,7000
IN,1998.4,1998,4,234773.8815,0.344647776,45,1.222401588,39,7000
IN,1999.1,1999,1,231514.4592,0.333455515,46,1.195624424,38,7000
IN,1999.2,1999,2,263087.6318,0.320643248,45,1.170597222,39,7000
IN,1999.3,1999,3,271529.8535,0.364157533,41,1.331125781,33,7000
IN,1999.4,1999,4,278275.1865,0.375489261,41,1.379935761,32,7000
IN,2000.1,2000,1,283521.3774,0.379083494,39,1.409683425,32,7000
IN,2000.2,2000,2,294837.6191,0.382763353,39,1.434845197,30,7000
IN,2000.3,2000,3,291967.4525,0.388496296,39,1.43188858,28,7000
IN,2000.4,2000,4,288637.019,0.379033716,38,1.429793394,28,7000
IN,2001.1,2001,1,286230.2694,0.373347993,39,1.426446695,28,7000
IN,2001.2,2001,2,244497.0141,0.370254339,39,1.421511766,28,7000
IN,2001.3,2001,3,233355.1743,0.311029567,42,1.197320812,36,7000
IN,2001.4,2001,4,226850.5069,0.292990337,43,1.139460573,39,7000
IN,2002.1,2002,1,222316.7604,0.281508138,44,1.103457506,39,7000
IN,2002.2,2002,2,242350.4543,0.272824062,45,1.077806118,41,7000
IN,2002.3,2002,3,245734.2245,0.30118426,45,1.199505416,36,7000
IN,2002.4,2002,4,251798.821,0.304909516,44,1.22018815,35,7000
IN,2003.1,2003,1,253621.2229,0.307557416,44,1.233840952,35,7000
IN,2003.2,2003,2,326826.5564,0.307246748,43,1.24066049,35,7000
IN,2003.3,2003,3,348212.954,0.407279441,39,1.650120361,29,7000
IN,2003.4,2003,4,360390.1374,0.429406008,40,1.751520291,23,7000
IN,2004.1,2004,1,372588.9138,0.441368042,39,1.8135698,23,7000
IN,2004.2,2004,2,434204.8067,0.449839652,39,1.86652357,23,7000
IN,2004.3,2004,3,453297.9231,0.524159987,36,2.183752819,21,7000
IN,2004.4,2004,4,463547.1209,0.542165654,37,2.271608844,21,7000
IN,2005.1,2005,1,475194.2477,0.55095683,38,2.324259546,21,7000
IN,2005.2,2005,2,565876.4172,0.556443404,38,2.366185524,22,7000
IN,2005.3,2005,3,594645.6218,0.666531663,29,2.834064028,11,7000
IN,2005.4,2005,4,613991.7511,0.694780924,29,2.964169225,10,7000
IN,2006.1,2006,1,628130.4059,0.706732626,29,3.047314884,9,7000
IN,2006.2,2006,2,621322.7215,0.723448368,29,3.119903891,9,7000
IN,2006.3,2006,3,610491.1988,0.698790779,29,2.998066962,9,7000
IN,2006.4,2006,4,603179.8904,0.680456862,31,2.9680302,9,7000
IN,2007.1,2007,1,597735.496,0.673642365,33,2.951027021,10,7000
IN,2007.2,2007,2,575297.1132,0.663376763,34,2.93457339,10,7000
IN,2007.3,2007,3,569306.402,0.633244727,31,2.815789997,9,7000
IN,2007.4,2007,4,565018.9646,0.623962601,30,2.787121268,11,7000
IN,2008.1,2008,1,564243.6724,0.616312246,30,2.766642848,11,7000
IN,2008.2,2008,2,555536.9359,0.609269759,29,2.750166521,11,7000
IN,2008.3,2008,3,549336.8545,0.597202169,28,2.703411043,12,7000
IN,2008.4,2008,4,545386.2359,0.589662495,28,2.689622611,12,7000
IN,2009.1,2009,1,537403.449,0.583002901,27,2.681126612,12,7000
IN,2009.2,2009,2,505743.4625,0.575435824,26,2.671961019,12,7000
IN,2009.3,2009,3,501803.7267,0.553862606,30,2.636241985,15,7000
IN,2009.4,2009,4,499133.5922,0.554634044,30,2.624398616,14,7000
IN,2010.1,2010,1,500947.3502,0.556759449,32,2.617364469,14,9500
IN,2010.2,2010,2,545994.5914,0.558690952,32,2.614796776,14,9500
IN,2010.3,2010,3,568707.451,0.608297515,37,2.837779878,17,7000
IN,2010.4,2010,4,587894.7961,0.625148482,39,2.889032745,19,7000
IN,2011.1,2011,1,600738.7091,0.632444946,39,2.927257868,20,9500
IN,2011.2,2011,2,702362.8309,0.636666032,39,2.956658677,20,9500
IN,2011.3,2011,3,743987.8937,0.745527703,37,3.149372129,20,9500
IN,2011.4,2011,4,764521.8441,0.798552935,38,3.164247413,22,9500
IN,2012.1,2012,1,777941.7967,0.815783641,39,3.161023551,22,9500
IN,2012.2,2012,2,794140.9646,0.834743909,39,3.159602147,23,9500
IN,2012.3,2012,3,787321.0548,0.8417578,37,3.142361702,23,9500
IN,2012.4,2012,4,782256.4111,0.831425808,37,3.144489463,25,9500
IN,2013.1,2013,1,780455.6207,0.828578447,36,3.142352297,25,9500
IN,2013.2,2013,2,763463.8454,0.819299646,37,3.140845478,24,9500
IN,2013.3,2013,3,767270.954,0.804509134,35,3.063939124,22,9500
IN,2013.4,2013,4,759025.8952,0.79380442,34,3.040403432,22,9500
IN,2014.1,2014,1,751059.9951,0.785597734,35,3.027912823,23,9500
IN,2014.2,2014,2,729267.6558,0.783663892,34,3.020346011,23,9500
IN,2014.3,2014,3,728235.314,0.751741529,33,2.891751856,20,9500
IN,2014.4,2014,4,724794.7312,0.74299689,33,2.862553815,20,9500
IN,2015.1,2015,1,732624.237,0.737301726,34,2.84692515,17,9500
IN,2015.2,2015,2,698376.6552,0.726904729,33,2.829765014,17,9500
IN,2015.3,2015,3,677123.4005,0.683373742,33,2.636482466,19,9500
IN,2015.4,2015,4,674940.8606,0.659562745,33,2.570948967,21,9500
IN,2016.1,2016,1,671077.832,0.645235973,33,2.532102919,21,9500
IN,2016.2,2016,2,638967.2067,0.630027929,33,2.498928714,22,9500
IN,2016.3,2016,3,626159.4099,0.596494959,34,2.339035905,21,9500
IN,2016.4,2016,4,599201.5487,0.58006996,32,2.282294467,22,9500
IN,2017.1,2017,1,584784.5842,0.563779973,32,2.250530664,22,9500
IN,2017.2,2017,2,561725.0992,0.555187297,34,2.225121227,21,9500
IN,2017.3,2017,3,546256.7337,0.514804214,35,2.04718352,21,9500
IN,2017.4,2017,4,558114.7366,0.496054136,35,2.007187199,20,9500
IN,2018.1,2018,1,554895.9445,0.489340203,35,1.985205193,22,9500
KS,1971.1,1971,1,NA,NA,17,NA,17,NA
KS,1971.2,1971,2,NA,NA,17,NA,17,NA
KS,1971.3,1971,3,NA,NA,17,NA,17,NA
KS,1971.4,1971,4,NA,NA,17,NA,17,NA
KS,1972.1,1972,1,NA,NA,17,NA,17,NA
KS,1972.2,1972,2,NA,NA,17,NA,17,NA
KS,1972.3,1972,3,NA,NA,17,NA,17,NA
KS,1972.4,1972,4,NA,NA,17,NA,17,NA
KS,1973.1,1973,1,NA,NA,17,NA,17,NA
KS,1973.2,1973,2,NA,NA,17,NA,17,NA
KS,1973.3,1973,3,NA,NA,17,NA,17,NA
KS,1973.4,1973,4,NA,NA,17,NA,17,NA
KS,1974.1,1974,1,NA,NA,17,NA,17,NA
KS,1974.2,1974,2,NA,NA,17,NA,17,NA
KS,1974.3,1974,3,NA,1.244105998,32,1.692313991,26,NA
KS,1974.4,1974,4,NA,1.242771991,26,1.719819295,26,NA
KS,1975.1,1975,1,NA,1.191096343,21,1.737299134,26,NA
KS,1975.2,1975,2,NA,1.039187472,19,2.020153621,21,NA
KS,1975.3,1975,3,NA,1.052652561,19,2.021560946,19,NA
KS,1975.4,1975,4,NA,1.032632449,19,2.03858406,20,NA
KS,1976.1,1976,1,NA,1.037852059,20,2.112639886,21,NA
KS,1976.2,1976,2,NA,1.00983008,20,2.116232992,21,NA
KS,1976.3,1976,3,NA,1.044398777,24,2.146485579,22,NA
KS,1976.4,1976,4,NA,1.034819644,30,2.16938793,27,NA
KS,1977.1,1977,1,NA,0.987647947,32,2.111854443,31,4200
KS,1977.2,1977,2,NA,0.96765673,34,2.116587279,32,4200
KS,1977.3,1977,3,NA,1.026128777,39,2.21378209,34,4200
KS,1977.4,1977,4,NA,1.022033273,39,2.249064377,34,4200
KS,1978.1,1978,1,NA,1.007389461,41,2.272117125,36,6000
KS,1978.2,1978,2,NA,0.995812157,41,2.290103147,36,6000
KS,1978.3,1978,3,NA,1.001804551,44,2.175633427,37,6000
KS,1978.4,1978,4,NA,1.06323385,45,2.113119619,39,6000
KS,1979.1,1979,1,12838.19572,1.082532143,43,2.083380891,40,6000
KS,1979.2,1979,2,45093.02394,1.07728673,43,2.063850455,41,6000
KS,1979.3,1979,3,67454.8398,1.021773361,46,1.912890661,45,6000
KS,1979.4,1979,4,81849.33528,0.954772716,45,1.831566554,43,6000
KS,1980.1,1980,1,81142.12912,0.912618622,45,1.800928729,44,6000
KS,1980.2,1980,2,87560.49787,0.871754082,45,1.776294136,43,6000
KS,1980.3,1980,3,87145.30796,0.929706289,41,1.86243686,39,6000
KS,1980.4,1980,4,85085.85005,0.911599644,40,1.881882129,37,6000
KS,1981.1,1981,1,82812.45879,0.877375494,40,1.87573146,37,7800
KS,1981.2,1981,2,88366.82931,0.846355777,40,1.872060949,37,7800
KS,1981.3,1981,3,89704.1471,0.868946919,39,1.905320213,36,7800
KS,1981.4,1981,4,90459.22015,0.852087417,38,1.923207208,35,7800
KS,1982.1,1982,1,91951.30329,0.830555148,38,1.927405593,33,6000
KS,1982.2,1982,2,103275.8944,0.811123964,39,1.931280698,33,6000
KS,1982.3,1982,3,106980.5861,0.911524006,34,2.167061389,30,6000
KS,1982.4,1982,4,108663.8962,0.930682855,35,2.268620607,29,6000
KS,1983.1,1983,1,110466.2634,0.933363183,35,2.324043467,28,7000
KS,1983.2,1983,2,131474.7275,0.936655958,35,2.364287996,27,7000
KS,1983.3,1983,3,149029.0981,1.120478783,32,2.805077151,26,7000
KS,1983.4,1983,4,161598.9516,1.272976168,28,3.071579883,20,7000
KS,1984.1,1984,1,173636.6261,1.360741479,25,3.227973198,14,7000
KS,1984.2,1984,2,174359.7704,1.420471957,22,3.33851557,14,7000
KS,1984.3,1984,3,174911.3334,1.339295656,31,2.910269286,32,8000
KS,1984.4,1984,4,174389.7557,1.263216269,34,2.612451215,37,8000
KS,1985.1,1985,1,173466.4921,1.215199481,37,2.445626075,41,8000
KS,1985.2,1985,2,172669.8816,1.161006313,38,2.291892597,42,8000
KS,1985.3,1985,3,171253.7935,1.121559453,40,2.233175753,41,8000
KS,1985.4,1985,4,170046.6838,1.097115915,39,2.200660528,42,8000
KS,1986.1,1986,1,168523.2767,1.073342026,39,2.178788495,42,8000
KS,1986.2,1986,2,163655.5787,1.05236413,38,2.156246389,41,8000
KS,1986.3,1986,3,161006.0687,1.023500946,37,2.081640836,40,8000
KS,1986.4,1986,4,158578.7485,1.005701201,37,2.043140957,38,8000
KS,1987.1,1987,1,157582.4869,0.984451954,36,2.016221883,39,8000
KS,1987.2,1987,2,158234.7186,0.965669623,35,2.000878473,38,8000
KS,1987.3,1987,3,159064.239,0.961347169,32,1.998535804,35,8000
KS,1987.4,1987,4,159760.638,0.95342792,32,1.995162325,34,8000
KS,1988.1,1988,1,160372.258,0.950805574,31,1.997095836,33,8000
KS,1988.2,1988,2,163263.7643,0.944354033,31,1.988854584,33,8000
KS,1988.3,1988,3,163153.0301,0.949557109,30,1.97937941,31,8000
KS,1988.4,1988,4,163841.5296,0.937977472,29,1.961299269,31,8000
KS,1989.1,1989,1,163018.5804,0.924351579,30,1.947782778,31,8000
KS,1989.2,1989,2,165837.6316,0.906966276,30,1.932741001,32,8000
KS,1989.3,1989,3,166174.6264,0.913374224,29,1.921847871,31,8000
KS,1989.4,1989,4,166940.3489,0.904660279,30,1.916042566,30,8000
KS,1990.1,1990,1,167417.3049,0.899738763,29,1.917180161,30,8000
KS,1990.2,1990,2,169730.0284,0.894876306,27,1.918508775,29,8000
KS,1990.3,1990,3,170901.4541,0.905780954,24,1.908716562,27,8000
KS,1990.4,1990,4,170933.6517,0.893389598,22,1.899575778,24,8000
KS,1991.1,1991,1,170341.1507,0.882472742,20,1.896166911,23,8000
KS,1991.2,1991,2,170397.2802,0.866863992,20,1.888580243,25,8000
KS,1991.3,1991,3,168982.8005,0.857768827,19,1.864168117,24,8000
KS,1991.4,1991,4,167992.4131,0.845263001,18,1.846727651,24,8000
KS,1992.1,1992,1,169350.1409,0.834373916,19,1.835023629,24,8000
KS,1992.2,1992,2,172733.0839,0.82178003,20,1.823424922,24,8000
KS,1992.3,1992,3,173694.9936,0.83949207,19,1.850277813,27,8000
KS,1992.4,1992,4,174487.7455,0.83400102,21,1.854211925,28,8000
KS,1993.1,1993,1,173159.9552,0.827421247,21,1.855524162,29,8000
KS,1993.2,1993,2,175125.6051,0.811158166,22,1.85270626,29,8000
KS,1993.3,1993,3,177686.5569,0.808219793,26,1.843030278,29,8000
KS,1993.4,1993,4,179719.8664,0.8098191,27,1.844312895,29,8000
KS,1994.1,1994,1,181801.9823,0.807137131,29,1.847490174,30,8000
KS,1994.2,1994,2,182279.0711,0.810730769,28,1.849666637,29,8000
KS,1994.3,1994,3,180189.3392,0.794238645,32,1.80160867,33,8000
KS,1994.4,1994,4,180530.633,0.773323923,32,1.762509987,32,8000
KS,1995.1,1995,1,179821.7391,0.761700556,33,1.747193286,31,8000
KS,1995.2,1995,2,114203.4412,0.75538374,33,1.733767322,33,8000
KS,1995.3,1995,3,80297.95304,0.458212085,48,1.046358055,48,8000
KS,1995.4,1995,4,59764.15894,0.313213031,50,0.723251157,51,8000
KS,1996.1,1996,1,44416.81444,0.225998872,52,0.52605503,53,8000
KS,1996.2,1996,2,40490.59672,0.157941346,53,0.370627575,53,8000
KS,1996.3,1996,3,40024.91635,0.140171483,53,0.327244339,53,8000
KS,1996.4,1996,4,39139.83801,0.134911045,53,0.317333613,53,8000
KS,1997.1,1997,1,37992.2433,0.129196777,52,0.306474028,52,8000
KS,1997.2,1997,2,38852.02971,0.123654141,52,0.29709331,52,8000
KS,1997.3,1997,3,39877.58767,0.126453669,53,0.301097171,53,8000
KS,1997.4,1997,4,40723.7845,0.126754091,53,0.304674661,53,8000
KS,1998.1,1998,1,42172.47306,0.126486505,53,0.307493598,53,8000
KS,1998.2,1998,2,42800.99527,0.125303178,53,0.308813399,53,8000
KS,1998.3,1998,3,43534.75492,0.126960778,53,0.311195138,53,8000
KS,1998.4,1998,4,44243.92517,0.12705218,53,0.315348812,53,8000
KS,1999.1,1999,1,44397.13768,0.126656228,53,0.318495158,53,8000
KS,1999.2,1999,2,47385.83602,0.125552478,53,0.320335688,53,8000
KS,1999.3,1999,3,47662.82193,0.130044951,53,0.328801657,53,8000
KS,1999.4,1999,4,47423.4364,0.130008178,53,0.330497681,53,8000
KS,2000.1,2000,1,51065.58748,0.128758981,53,0.330345272,53,8000
KS,2000.2,2000,2,107175.2431,0.12671659,53,0.330397723,53,8000
KS,2000.3,2000,3,132891.2173,0.298678258,46,0.766681099,45,8000
KS,2000.4,2000,4,147136.9918,0.358663818,41,0.936216266,43,8000
KS,2001.1,2001,1,156648.6167,0.393204188,37,1.043365484,42,8000
KS,2001.2,2001,2,175706.1498,0.427038668,34,1.132576883,39,8000
KS,2001.3,2001,3,176681.5904,0.47432164,29,1.263540579,33,8000
KS,2001.4,2001,4,177789.2263,0.482242254,28,1.294094268,32,8000
KS,2002.1,2002,1,177720.1541,0.485365502,27,1.306414263,30,8000
KS,2002.2,2002,2,185455.5391,0.485934952,27,1.316293581,30,8000
KS,2002.3,2002,3,186633.0485,0.506994071,28,1.374723111,29,8000
KS,2002.4,2002,4,187971.2918,0.510611016,27,1.387939605,28,8000
KS,2003.1,2003,1,188439.8741,0.514602604,26,1.400215067,28,8000
KS,2003.2,2003,2,220174.7276,0.517767004,25,1.410926135,28,8000
KS,2003.3,2003,3,227812.8065,0.605249213,24,1.66070593,27,8000
KS,2003.4,2003,4,233343.2291,0.62723586,25,1.723776911,26,8000
KS,2004.1,2004,1,238961.2334,0.637758651,25,1.757433731,25,8000
KS,2004.2,2004,2,283862.2083,0.646684363,25,1.787080027,25,8000
KS,2004.3,2004,3,299053.5512,0.766658665,21,2.125810493,23,8000
KS,2004.4,2004,4,308830.9148,0.799544463,20,2.224685192,22,8000
KS,2005.1,2005,1,320600.4123,0.815407389,19,2.283440147,22,8000
KS,2005.2,2005,2,339707.183,0.825251902,18,2.328366726,23,8000
KS,2005.3,2005,3,347196.0168,0.867207413,16,2.445790749,21,8000
KS,2005.4,2005,4,351669.0478,0.874302125,17,2.47998903,20,8000
KS,2006.1,2006,1,350660.3765,0.87429553,15,2.497079963,20,8000
KS,2006.2,2006,2,343851.635,0.878018914,15,2.512508414,20,8000
KS,2006.3,2006,3,335690.0042,0.834666613,19,2.385248343,22,8000
KS,2006.4,2006,4,334828.0428,0.804555229,20,2.330673832,22,8000
KS,2007.1,2007,1,334391.5431,0.795221716,20,2.308131044,21,8000
KS,2007.2,2007,2,272843.4492,0.775350108,20,2.28231597,21,8000
KS,2007.3,2007,3,250949.8703,0.614013834,32,1.802476378,32,8000
KS,2007.4,2007,4,234726.5412,0.554815991,33,1.646517913,33,8000
KS,2008.1,2008,1,222996.1484,0.51399318,34,1.5382947,35,8000
KS,2008.2,2008,2,222618.6314,0.481995875,34,1.449596131,37,8000
KS,2008.3,2008,3,223343.2922,0.481147601,34,1.436425873,35,8000
KS,2008.4,2008,4,223826.0049,0.479613093,33,1.437008389,34,8000
KS,2009.1,2009,1,222285.9733,0.474197835,33,1.430355996,34,8000
KS,2009.2,2009,2,218324.2771,0.467272784,34,1.41852948,34,8000
KS,2009.3,2009,3,216088.9612,0.466045425,35,1.408144457,36,8000
KS,2009.4,2009,4,212738.4031,0.461829494,35,1.389235992,37,8000
KS,2010.1,2010,1,216161.3861,0.459187792,35,1.376750756,37,8000
KS,2010.2,2010,2,305120.0034,0.45807017,35,1.370540766,37,8000
KS,2010.3,2010,3,344962.675,0.685420577,29,2.078968767,30,8000
KS,2010.4,2010,4,365793.5177,0.760997701,27,2.292103465,27,8000
KS,2011.1,2011,1,381744.1305,0.801524134,26,2.417298618,28,8000
KS,2011.2,2011,2,398291.3973,0.835852061,26,2.527960287,26,8000
KS,2011.3,2011,3,400571.3484,0.856392243,30,2.603826545,33,8000
KS,2011.4,2011,4,408510.2509,0.857539514,32,2.628407096,33,8000
KS,2012.1,2012,1,408321.754,0.857766985,33,2.64377314,34,8000
KS,2012.2,2012,2,426216.2897,0.863130739,35,2.662466712,34,8000
KS,2012.3,2012,3,418521.4116,0.884637869,31,2.723906729,33,8000
KS,2012.4,2012,4,417434.0215,0.876947377,31,2.728986741,34,8000
KS,2013.1,2013,1,416049.381,0.876253666,32,2.727380823,33,8000
KS,2013.2,2013,2,414092.3385,0.865110126,32,2.724301994,33,8000
KS,2013.3,2013,3,413460.2658,0.861083078,29,2.701543087,33,8000
KS,2013.4,2013,4,415041.3214,0.854247583,28,2.68940575,32,8000
KS,2014.1,2014,1,417965.1063,0.851356359,29,2.687686428,31,8000
KS,2014.2,2014,2,402412.3524,0.852130893,30,2.684471409,30,8000
KS,2014.3,2014,3,394761.7631,0.788322517,32,2.491695414,29,8000
KS,2014.4,2014,4,390069.7178,0.762454061,32,2.426934828,28,8000
KS,2015.1,2015,1,384429.196,0.744144732,33,2.380293753,29,12000
KS,2015.2,2015,2,415791.2226,0.7271274,32,2.337057333,29,12000
KS,2015.3,2015,3,452178.1599,0.789387041,28,2.317545894,28,12000
KS,2015.4,2015,4,461375.8199,0.850426686,25,2.34779433,24,12000
KS,2016.1,2016,1,471384.7863,0.870766493,21,2.347918065,24,14000
KS,2016.2,2016,2,339930.4586,0.880105066,17,2.344943733,24,14000
KS,2016.3,2016,3,295156.783,0.633378467,32,1.634860291,36,14000
KS,2016.4,2016,4,270970.7396,0.549027641,37,1.371897642,40,14000
KS,2017.1,2017,1,249039.5363,0.497666071,37,1.237783544,43,14000
KS,2017.2,2017,2,256958.5682,0.458302872,38,1.125484524,46,14000
KS,2017.3,2017,3,256104.2815,0.465922568,38,1.141116473,45,14000
KS,2017.4,2017,4,253844.122,0.458329354,37,1.1386628,45,14000
KS,2018.1,2018,1,255090.7332,0.452389885,37,1.131298838,42,14000
KY,1971.1,1971,1,NA,NA,18,NA,18,NA
KY,1971.2,1971,2,NA,NA,18,NA,18,NA
KY,1971.3,1971,3,NA,NA,18,NA,18,NA
KY,1971.4,1971,4,NA,NA,18,NA,18,NA
KY,1972.1,1972,1,NA,NA,18,NA,18,NA
KY,1972.2,1972,2,NA,NA,18,NA,18,NA
KY,1972.3,1972,3,NA,NA,18,NA,18,NA
KY,1972.4,1972,4,NA,NA,18,NA,18,NA
KY,1973.1,1973,1,NA,NA,18,NA,18,NA
KY,1973.2,1973,2,NA,NA,18,NA,18,NA
KY,1973.3,1973,3,NA,NA,18,NA,18,NA
KY,1973.4,1973,4,NA,NA,18,NA,18,NA
KY,1974.1,1974,1,NA,NA,18,NA,18,NA
KY,1974.2,1974,2,NA,NA,18,NA,18,NA
KY,1974.3,1974,3,NA,1.57218311,22,2.159089548,16,NA
KY,1974.4,1974,4,NA,1.531389758,17,2.151373847,17,NA
KY,1975.1,1975,1,NA,1.441432511,10,2.152390504,17,NA
KY,1975.2,1975,2,NA,1.064736009,18,2.091864991,19,NA
KY,1975.3,1975,3,NA,0.957923747,21,1.877300338,23,NA
KY,1975.4,1975,4,NA,0.866986081,25,1.745031493,25,NA
KY,1976.1,1976,1,NA,0.814333837,30,1.677242719,28,NA
KY,1976.2,1976,2,NA,0.774457822,32,1.632818631,29,NA
KY,1976.3,1976,3,NA,1.012889154,26,2.095349402,25,NA
KY,1976.4,1976,4,NA,1.120414855,22,2.356641691,22,NA
KY,1977.1,1977,1,NA,1.147603471,25,2.48133318,24,4200
KY,1977.2,1977,2,NA,1.16745512,23,2.591940668,22,4200
KY,1977.3,1977,3,NA,1.251688307,20,2.750901368,19,4200
KY,1977.4,1977,4,NA,1.268936984,21,2.841004821,19,4200
KY,1978.1,1978,1,NA,1.258686758,25,2.888349598,21,6000
KY,1978.2,1978,2,NA,1.233995626,28,2.899507353,23,6000
KY,1978.3,1978,3,NA,1.186378938,32,2.646387743,26,6000
KY,1978.4,1978,4,NA,1.248955464,30,2.521250496,27,6000
KY,1979.1,1979,1,17643.32556,1.245143978,32,2.428287235,31,6000
KY,1979.2,1979,2,70439.92098,1.220912131,32,2.3673553,31,6000
KY,1979.3,1979,3,106910.0532,1.199357153,38,2.259040116,34,6000
KY,1979.4,1979,4,128266.6986,1.125165908,40,2.200621152,34,6000
KY,1980.1,1980,1,126311.6504,1.093413495,39,2.204262285,33,6000
KY,1980.2,1980,2,143630.5763,1.062794617,38,2.20503586,33,6000
KY,1980.3,1980,3,149900.4215,1.174641458,29,2.422812937,28,6000
KY,1980.4,1980,4,150597.8566,1.199747009,25,2.534970775,22,6000
KY,1981.1,1981,1,161333.8433,1.200017523,23,2.596015474,21,6000
KY,1981.2,1981,2,181684.0037,1.188190066,22,2.638780725,20,6000
KY,1981.3,1981,3,191520.2366,1.338140411,20,2.958200897,17,6000
KY,1981.4,1981,4,202093.1229,1.386709166,16,3.136474692,11,6000
KY,1982.1,1982,1,198523.5312,1.393981705,16,3.234900332,10,8000
KY,1982.2,1982,2,215707.8987,1.395010049,15,3.302259717,8,8000
KY,1982.3,1982,3,236529.6114,1.478843182,10,3.402405841,8,8000
KY,1982.4,1982,4,243707.8267,1.610440909,9,3.481749214,7,8000
KY,1983.1,1983,1,253229.1889,1.696765663,7,3.524746248,7,8000
KY,1983.2,1983,2,254079.8168,1.757502223,7,3.551095761,7,8000
KY,1983.3,1983,3,254288.8502,1.794787951,7,3.636722992,7,8000
KY,1983.4,1983,4,257350.288,1.799482921,9,3.682609066,6,8000
KY,1984.1,1984,1,255150.7811,1.790155817,11,3.681665388,7,8000
KY,1984.2,1984,2,277387.0831,1.778121566,14,3.680174654,7,8000
KY,1984.3,1984,3,281811.1741,1.876890396,13,3.825462473,8,8000
KY,1984.4,1984,4,282698.6588,1.857490844,15,3.858538753,9,8000
KY,1985.1,1985,1,282408.7511,1.827338875,17,3.870848946,9,8000
KY,1985.2,1985,2,270182.3594,1.789998955,18,3.865116943,9,8000
KY,1985.3,1985,3,263774.3291,1.702906562,19,3.652844118,12,8000
KY,1985.4,1985,4,259473.0844,1.647476913,19,3.555319902,14,8000
KY,1986.1,1986,1,257787.608,1.605756313,18,3.503775948,15,8000
KY,1986.2,1986,2,252273.5236,1.574306671,20,3.476972304,15,8000
KY,1986.3,1986,3,247194.5679,1.526369451,19,3.353934325,14,8000
KY,1986.4,1986,4,245618.4152,1.47593916,19,3.274590379,14,8000
KY,1987.1,1987,1,246182.6862,1.448053784,19,3.239912311,15,8000
KY,1987.2,1987,2,233906.6843,1.425092874,19,3.217344784,15,8000
KY,1987.3,1987,3,227075.9231,1.329600733,20,2.992623363,20,8000
KY,1987.4,1987,4,225542.2791,1.274868428,21,2.882769024,20,8000
KY,1988.1,1988,1,225526.9879,1.242715339,21,2.838394511,20,8000
KY,1988.2,1988,2,217713.1458,1.212853719,21,2.815680601,20,8000
KY,1988.3,1988,3,212253.9456,1.150496008,22,2.63922654,21,8000
KY,1988.4,1988,4,209172.9829,1.100002042,25,2.543343486,22,8000
KY,1989.1,1989,1,205869.8347,1.064108368,25,2.494639168,22,8000
KY,1989.2,1989,2,197312.5205,1.030740741,25,2.45216607,22,8000
KY,1989.3,1989,3,191597.7046,0.967790154,26,2.266733081,24,8000
KY,1989.4,1989,4,188966.396,0.926803239,27,2.192742853,22,8000
KY,1990.1,1990,1,187004.3902,0.901882434,28,2.154634713,24,8000
KY,1990.2,1990,2,185329.1631,0.879833227,28,2.130512428,25,8000
