st,CYQ,year,quarter,Extended_Benefit,EB_First_Payment,EB_Weeks_Claimed,EB_Exh
NM,2016.2,2016,2,0,0,0,0
NM,2016.3,2016,3,0,0,0,0
NM,2016.4,2016,4,0,0,0,0
NM,2017.1,2017,1,0,0,0,0
NM,2017.2,2017,2,0,0,0,0
NM,2017.3,2017,3,4.316,1,13,0
NM,2017.4,2017,4,0,0,0,0
NM,2018.1,2018,1,0,0,0,0
NV,1971.1,1971,1,0,0,0,0
NV,1971.2,1971,2,0,0,0,0
NV,1971.3,1971,3,0,0,0,0
NV,1971.4,1971,4,0,0,0,0
NV,1972.1,1972,1,0,0,0,0
NV,1972.2,1972,2,0,0,0,0
NV,1972.3,1972,3,0,0,0,0
NV,1972.4,1972,4,0,0,0,0
NV,1973.1,1973,1,0,0,0,0
NV,1973.2,1973,2,0,0,0,0
NV,1973.3,1973,3,0,0,0,0
NV,1973.4,1973,4,0,0,0,0
NV,1974.1,1974,1,0,0,0,0
NV,1974.2,1974,2,0,0,0,0
NV,1974.3,1974,3,0,0,0,0
NV,1974.4,1974,4,1047.487,3373,15225,161
NV,1975.1,1975,1,2677.246,4443,39294,2979
NV,1975.2,1975,2,2930.554,4987,42194,3097
NV,1975.3,1975,3,3048.285,4639,43057,3328
NV,1975.4,1975,4,2670.715,3834,37135,3178
NV,1976.1,1976,1,2789.787,4356,38803,2810
NV,1976.2,1976,2,2468.067,3657,34826,2719
NV,1976.3,1976,3,2324.813,3482,32585,3984
NV,1976.4,1976,4,2197.967,3252,30279,2263
NV,1977.1,1977,1,2480.616,3765,33596,2396
NV,1977.2,1977,2,2203.057,3109,29713,2153
NV,1977.3,1977,3,1103.973,2127,15354,944
NV,1977.4,1977,4,1778.895,2322,22979,1533
NV,1978.1,1978,1,675.294,896,8726,625
NV,1978.2,1978,2,3.438,5,38,2
NV,1978.3,1978,3,0.094,0,0,1
NV,1978.4,1978,4,0,0,0,0
NV,1979.1,1979,1,0,0,0,0
NV,1979.2,1979,2,0,0,0,0
NV,1979.3,1979,3,0,0,0,0
NV,1979.4,1979,4,0,0,33,0
NV,1980.1,1980,1,0,0,0,0
NV,1980.2,1980,2,0,0,0,0
NV,1980.3,1980,3,1093.637,2175,11995,182
NV,1980.4,1980,4,2403.674,2635,25667,1615
NV,1981.1,1981,1,921.677,1144,9638,575
NV,1981.2,1981,2,958.827,2477,10615,109
NV,1981.3,1981,3,756.992,815,7584,229
NV,1981.4,1981,4,2.964,4,5,1
NV,1982.1,1982,1,1442.407,3256,14065,17
NV,1982.2,1982,2,3929.149,4309,37527,1966
NV,1982.3,1982,3,4241.992,4264,39620,2206
NV,1982.4,1982,4,1701.839,1911,15825,982
NV,1983.1,1983,1,5482.463,7346,46481,1140
NV,1983.2,1983,2,2725.869,2231,23911,2174
NV,1983.3,1983,3,11.633,16,104,6
NV,1983.4,1983,4,3.303,6,24,2
NV,1984.1,1984,1,2.024,1,15,2
NV,1984.2,1984,2,1.103,1,20,2
NV,1984.3,1984,3,0.834,0,9,2
NV,1984.4,1984,4,0,0,1,0
NV,1985.1,1985,1,0,0,0,0
NV,1985.2,1985,2,0,0,0,0
NV,1985.3,1985,3,0,0,0,0
NV,1985.4,1985,4,0,0,0,0
NV,1986.1,1986,1,0,0,0,0
NV,1986.2,1986,2,0,0,0,0
NV,1986.3,1986,3,0,0,0,0
NV,1986.4,1986,4,0,0,0,0
NV,1987.1,1987,1,0,0,0,0
NV,1987.2,1987,2,0,0,0,0
NV,1987.3,1987,3,0,0,0,0
NV,1987.4,1987,4,0,0,0,0
NV,1988.1,1988,1,0,0,0,0
NV,1988.2,1988,2,0,0,0,0
NV,1988.3,1988,3,0,0,0,0
NV,1988.4,1988,4,0,0,0,0
NV,1989.1,1989,1,0,0,0,0
NV,1989.2,1989,2,0,0,0,0
NV,1989.3,1989,3,0,0,0,0
NV,1989.4,1989,4,0,0,0,0
NV,1990.1,1990,1,0,0,0,0
NV,1990.2,1990,2,0,0,0,0
NV,1990.3,1990,3,0,0,0,0
NV,1990.4,1990,4,0,0,0,0
NV,1991.1,1991,1,0,0,0,0
NV,1991.2,1991,2,0,0,0,0
NV,1991.3,1991,3,0,0,0,0
NV,1991.4,1991,4,0,0,0,0
NV,1992.1,1992,1,0,0,0,0
NV,1992.2,1992,2,0,0,0,0
NV,1992.3,1992,3,0,0,0,0
NV,1992.4,1992,4,0,0,0,0
NV,1993.1,1993,1,0,0,0,0
NV,1993.2,1993,2,0,0,0,0
NV,1993.3,1993,3,0,0,0,0
NV,1993.4,1993,4,0,0,0,0
NV,1994.1,1994,1,0,0,0,0
NV,1994.2,1994,2,0,0,0,0
NV,1994.3,1994,3,0,0,0,0
NV,1994.4,1994,4,0,0,0,0
NV,1995.1,1995,1,0,0,0,0
NV,1995.2,1995,2,0,0,0,0
NV,1995.3,1995,3,0,0,0,0
NV,1995.4,1995,4,0,0,0,0
NV,1996.1,1996,1,0,0,0,0
NV,1996.2,1996,2,0,0,0,0
NV,1996.3,1996,3,0,0,0,0
NV,1996.4,1996,4,0,0,0,0
NV,1997.1,1997,1,0,0,0,0
NV,1997.2,1997,2,0,0,0,0
NV,1997.3,1997,3,0,0,0,0
NV,1997.4,1997,4,0,0,0,0
NV,1998.1,1998,1,0,0,0,0
NV,1998.2,1998,2,0,0,0,0
NV,1998.3,1998,3,0,0,0,0
NV,1998.4,1998,4,0,0,0,0
NV,1999.1,1999,1,0,0,0,0
NV,1999.2,1999,2,0,0,0,0
NV,1999.3,1999,3,0,0,0,0
NV,1999.4,1999,4,0,0,0,0
NV,2000.1,2000,1,0,0,0,0
NV,2000.2,2000,2,0,0,0,0
NV,2000.3,2000,3,0,0,0,0
NV,2000.4,2000,4,0,0,0,0
NV,2001.1,2001,1,0,0,0,0
NV,2001.2,2001,2,0,0,0,0
NV,2001.3,2001,3,0,0,0,0
NV,2001.4,2001,4,0,0,0,0
NV,2002.1,2002,1,0,0,0,0
NV,2002.2,2002,2,0,0,0,0
NV,2002.3,2002,3,0,0,0,0
NV,2002.4,2002,4,0,0,0,0
NV,2003.1,2003,1,0,0,0,0
NV,2003.2,2003,2,0,0,0,0
NV,2003.3,2003,3,0,0,0,0
NV,2003.4,2003,4,0,0,0,0
NV,2004.1,2004,1,0,0,0,0
NV,2004.2,2004,2,0,0,0,0
NV,2004.3,2004,3,0,0,0,0
NV,2004.4,2004,4,0,0,0,0
NV,2005.1,2005,1,0,0,0,0
NV,2005.2,2005,2,0,0,0,0
NV,2005.3,2005,3,0,0,0,0
NV,2005.4,2005,4,0,0,0,0
NV,2006.1,2006,1,0,0,0,0
NV,2006.2,2006,2,0,0,0,0
NV,2006.3,2006,3,0,0,0,0
NV,2006.4,2006,4,0,0,0,0
NV,2007.1,2007,1,0,0,0,0
NV,2007.2,2007,2,0,0,0,0
NV,2007.3,2007,3,0,0,0,0
NV,2007.4,2007,4,0,0,0,0
NV,2008.1,2008,1,0,0,0,0
NV,2008.2,2008,2,0,0,0,0
NV,2008.3,2008,3,0,0,0,0
NV,2008.4,2008,4,0,0,0,0
NV,2009.1,2009,1,305.48,501,1670,0
NV,2009.2,2009,2,17166.881,8292,61225,1249
NV,2009.3,2009,3,30751.021,6405,106419,5665
NV,2009.4,2009,4,31717.071,7759,107131,5062
NV,2010.1,2010,1,19239.642,3834,63695,5436
NV,2010.2,2010,2,11565.427,5974,39433,2049
NV,2010.3,2010,3,32015.34,11689,104108,1567
NV,2010.4,2010,4,48639.653,14932,157435,5046
NV,2011.1,2011,1,50108.951,13356,159403,7063
NV,2011.2,2011,2,41378.163,11515,130403,6408
NV,2011.3,2011,3,35366.227,10318,111531,4816
NV,2011.4,2011,4,32534.636,9068,103657,4403
NV,2012.1,2012,1,27424.659,7998,88624,4680
NV,2012.2,2012,2,23066.267,6957,76019,3250
NV,2012.3,2012,3,3188.163,814,10759,472
NV,2012.4,2012,4,21.701,6,0,0
NV,2013.1,2013,1,2.374,0,2,0
NV,2013.2,2013,2,12.179,1,0,0
NV,2013.3,2013,3,0,0,3,0
NV,2013.4,2013,4,0,0,0,0
NV,2014.1,2014,1,0,0,0,0
NV,2014.2,2014,2,0,0,0,0
NV,2014.3,2014,3,0,0,0,0
NV,2014.4,2014,4,0,0,0,0
NV,2015.1,2015,1,0,0,0,0
NV,2015.2,2015,2,0,0,0,0
NV,2015.3,2015,3,0,0,0,0
NV,2015.4,2015,4,0,0,0,0
NV,2016.1,2016,1,0,0,0,0
NV,2016.2,2016,2,0,0,0,0
NV,2016.3,2016,3,0,0,0,0
NV,2016.4,2016,4,0,0,0,0
NV,2017.1,2017,1,0,0,0,0
NV,2017.2,2017,2,0,0,0,0
NV,2017.3,2017,3,0,0,0,0
NV,2017.4,2017,4,0,0,0,0
NV,2018.1,2018,1,0,0,0,0
NY,1971.1,1971,1,0,0,0,0
NY,1971.2,1971,2,0,0,0,0
NY,1971.3,1971,3,0,0,0,0
NY,1971.4,1971,4,0,0,0,0
NY,1972.1,1972,1,0,0,0,0
NY,1972.2,1972,2,0,0,0,0
NY,1972.3,1972,3,0,0,0,0
NY,1972.4,1972,4,0,0,0,0
NY,1973.1,1973,1,0,0,0,0
NY,1973.2,1973,2,0,0,0,0
NY,1973.3,1973,3,0,0,0,0
NY,1973.4,1973,4,0,0,0,0
NY,1974.1,1974,1,10733.587,48766,198620,0
NY,1974.2,1974,2,41776.012,48017,672193,31644
NY,1974.3,1974,3,39060.312,54424,569117,24517
NY,1974.4,1974,4,44151.656,52019,655875,31620
NY,1975.1,1975,1,54305.711,73339,735231,32566
NY,1975.2,1975,2,70667.892,106065,919966,41249
NY,1975.3,1975,3,104124.378,139668,1314782,60497
NY,1975.4,1975,4,102642.316,110007,1316639,81711
NY,1976.1,1976,1,86641.204,99892,1069603,64158
NY,1976.2,1976,2,73100.33,86324,917915,56560
NY,1976.3,1976,3,72842.672,91875,943082,51336
NY,1976.4,1976,4,73680.752,84564,943807,57867
NY,1977.1,1977,1,71765.582,85784,843572,49841
NY,1977.2,1977,2,64412.76,78400,895217,46948
NY,1977.3,1977,3,59591.594,74627,862959,43296
NY,1977.4,1977,4,56443.342,64211,842011,40520
NY,1978.1,1978,1,60762.766,69704,747070,34369
NY,1978.2,1978,2,52592.477,61353,687864,31805
NY,1978.3,1978,3,50008.793,59588,653147,27597
NY,1978.4,1978,4,17771.085,19685,220151,16860
NY,1979.1,1979,1,69.929,86,1311,0
NY,1979.2,1979,2,22.343,25,811,1
NY,1979.3,1979,3,5.864,7,643,0
NY,1979.4,1979,4,3.256,3,348,2
NY,1980.1,1980,1,0.661,2,236,0
NY,1980.2,1980,2,0.445,1,1,0
NY,1980.3,1980,3,40421.396,76553,473059,0
NY,1980.4,1980,4,74403.188,70153,872607,47114
NY,1981.1,1981,1,26598.366,28772,260795,13246
NY,1981.2,1981,2,84.854,91,413,1
NY,1981.3,1981,3,15.111,19,26,0
NY,1981.4,1981,4,7.347,8,10,0
NY,1982.1,1982,1,2.248,7,0,0
NY,1982.2,1982,2,1.408,1,3,3
NY,1982.3,1982,3,0.63,2,0,0
NY,1982.4,1982,4,2.18,5,12,3
NY,1983.1,1983,1,0.318,4,1,0
NY,1983.2,1983,2,0,0,0,0
NY,1983.3,1983,3,0.099,0,0,0
NY,1983.4,1983,4,0,0,0,0
NY,1984.1,1984,1,0.004,0,0,0
NY,1984.2,1984,2,0.221,0,0,0
NY,1984.3,1984,3,0.025,0,0,0
NY,1984.4,1984,4,0,0,0,0
NY,1985.1,1985,1,0.18,0,0,0
NY,1985.2,1985,2,0.002,0,0,0
NY,1985.3,1985,3,0,0,11,1
NY,1985.4,1985,4,0,0,0,0
NY,1986.1,1986,1,0,0,0,0
NY,1986.2,1986,2,0,0,0,0
NY,1986.3,1986,3,0,0,0,0
NY,1986.4,1986,4,0,0,0,0
NY,1987.1,1987,1,0,0,0,0
NY,1987.2,1987,2,0,0,0,0
NY,1987.3,1987,3,0,0,0,0
NY,1987.4,1987,4,0,0,0,0
NY,1988.1,1988,1,0,0,0,0
NY,1988.2,1988,2,0,0,0,0
NY,1988.3,1988,3,0,0,0,0
NY,1988.4,1988,4,0,0,0,0
NY,1989.1,1989,1,0,0,0,0
NY,1989.2,1989,2,0,0,0,0
NY,1989.3,1989,3,0,0,0,0
NY,1989.4,1989,4,0,0,0,0
NY,1990.1,1990,1,0,0,0,0
NY,1990.2,1990,2,0,0,0,0
NY,1990.3,1990,3,0,0,0,0
NY,1990.4,1990,4,0,0,0,0
NY,1991.1,1991,1,0,0,0,0
NY,1991.2,1991,2,0,0,0,0
NY,1991.3,1991,3,0,0,0,0
NY,1991.4,1991,4,0,0,0,0
NY,1992.1,1992,1,0,0,0,0
NY,1992.2,1992,2,0,0,0,0
NY,1992.3,1992,3,0,0,0,0
NY,1992.4,1992,4,0,0,0,0
NY,1993.1,1993,1,0,0,0,0
NY,1993.2,1993,2,0,0,0,0
NY,1993.3,1993,3,0,0,0,0
NY,1993.4,1993,4,0,0,0,0
NY,1994.1,1994,1,0,0,0,0
NY,1994.2,1994,2,0,0,0,0
NY,1994.3,1994,3,0,0,0,0
NY,1994.4,1994,4,0,0,0,0
NY,1995.1,1995,1,0,0,0,0
NY,1995.2,1995,2,0,0,0,0
NY,1995.3,1995,3,0,0,0,0
NY,1995.4,1995,4,0,0,0,0
NY,1996.1,1996,1,0,0,0,0
NY,1996.2,1996,2,0,0,0,0
NY,1996.3,1996,3,0,0,0,0
NY,1996.4,1996,4,0,0,0,0
NY,1997.1,1997,1,0,0,0,0
NY,1997.2,1997,2,0,0,0,0
NY,1997.3,1997,3,0,0,0,0
NY,1997.4,1997,4,0,0,1,0
NY,1998.1,1998,1,0,0,0,0
NY,1998.2,1998,2,0,0,0,0
NY,1998.3,1998,3,0,0,0,0
NY,1998.4,1998,4,0,0,0,0
NY,1999.1,1999,1,0,0,0,0
NY,1999.2,1999,2,0,0,0,0
NY,1999.3,1999,3,0,0,0,0
NY,1999.4,1999,4,0,0,0,0
NY,2000.1,2000,1,0,0,0,0
NY,2000.2,2000,2,0,0,0,0
NY,2000.3,2000,3,0,0,0,0
NY,2000.4,2000,4,0,0,0,0
NY,2001.1,2001,1,0,0,0,0
NY,2001.2,2001,2,0,0,0,0
NY,2001.3,2001,3,0,0,2,0
NY,2001.4,2001,4,0,0,0,0
NY,2002.1,2002,1,0,0,0,0
NY,2002.2,2002,2,1.791,0,0,0
NY,2002.3,2002,3,0,0,0,0
NY,2002.4,2002,4,0,0,0,0
NY,2003.1,2003,1,0,0,0,0
NY,2003.2,2003,2,0,0,0,0
NY,2003.3,2003,3,0,0,0,0
NY,2003.4,2003,4,0,0,0,0
NY,2004.1,2004,1,0,0,0,0
NY,2004.2,2004,2,0,0,0,0
NY,2004.3,2004,3,0,0,0,0
NY,2004.4,2004,4,0,0,0,0
NY,2005.1,2005,1,0,0,0,0
NY,2005.2,2005,2,0,0,0,0
NY,2005.3,2005,3,0,0,0,0
NY,2005.4,2005,4,0,0,0,0
NY,2006.1,2006,1,0,0,0,0
NY,2006.2,2006,2,0,0,0,0
NY,2006.3,2006,3,0,0,0,0
NY,2006.4,2006,4,0,0,0,0
NY,2007.1,2007,1,0,0,0,0
NY,2007.2,2007,2,0,0,0,0
NY,2007.3,2007,3,0,0,0,0
NY,2007.4,2007,4,0,0,0,0
NY,2008.1,2008,1,0,0,0,0
NY,2008.2,2008,2,0,0,0,0
NY,2008.3,2008,3,0,0,0,0
NY,2008.4,2008,4,0,0,0,0
NY,2009.1,2009,1,0,0,0,0
NY,2009.2,2009,2,103928.34,67047,359399,0
NY,2009.3,2009,3,299448.105,30921,1020900,6
NY,2009.4,2009,4,187863.663,16051,635516,69858
NY,2010.1,2010,1,64856.076,238,220843,28878
NY,2010.2,2010,2,47576.919,30391,264815,1685
NY,2010.3,2010,3,292850.077,89717,874454,14761
NY,2010.4,2010,4,394502.271,54106,1312494,42682
NY,2011.1,2011,1,293293.039,43551,996843,64724
NY,2011.2,2011,2,224441.481,41208,777761,36826
NY,2011.3,2011,3,162144.775,41056,557066,34694
NY,2011.4,2011,4,236166.097,36914,818281,48723
NY,2012.1,2012,1,196039.3,35550,688538,31552
NY,2012.2,2012,2,138921.329,24457,499091,22713
NY,2012.3,2012,3,14791.067,8282,81860,2885
NY,2012.4,2012,4,139816.578,45619,381725,12316
NY,2013.1,2013,1,392.576,95,5100,177
NY,2013.2,2013,2,92.706,20,4043,6
NY,2013.3,2013,3,32.292,7,1905,2
NY,2013.4,2013,4,25.851,3,55,1
NY,2014.1,2014,1,2.643,2,14,0
NY,2014.2,2014,2,1.805,0,19,0
NY,2014.3,2014,3,0,0,0,0
NY,2014.4,2014,4,4.05,0,9,1
NY,2015.1,2015,1,0.405,1,20,0
NY,2015.2,2015,2,0,0,0,0
NY,2015.3,2015,3,0,0,0,0
NY,2015.4,2015,4,0,0,0,0
NY,2016.1,2016,1,0,0,0,0
NY,2016.2,2016,2,0,0,0,0
NY,2016.3,2016,3,0,0,0,0
NY,2016.4,2016,4,0,0,0,0
NY,2017.1,2017,1,0.203,0,0,0
NY,2017.2,2017,2,0,0,0,0
NY,2017.3,2017,3,0,0,0,0
NY,2017.4,2017,4,1.08,1,2,0
NY,2018.1,2018,1,3.6,0,12,0
OH,1971.1,1971,1,0,0,0,0
OH,1971.2,1971,2,0,0,0,0
OH,1971.3,1971,3,0,0,0,0
OH,1971.4,1971,4,0,0,0,0
OH,1972.1,1972,1,0,0,0,0
OH,1972.2,1972,2,0,0,0,0
OH,1972.3,1972,3,0,0,0,0
OH,1972.4,1972,4,0,0,0,0
OH,1973.1,1973,1,0,0,0,0
OH,1973.2,1973,2,0,0,0,0
OH,1973.3,1973,3,0,0,0,0
OH,1973.4,1973,4,0,0,0,0
OH,1974.1,1974,1,0,0,0,0
OH,1974.2,1974,2,0,0,0,0
OH,1974.3,1974,3,0,0,0,0
OH,1974.4,1974,4,0,0,0,0
OH,1975.1,1975,1,7277.783,17608,115213,5
OH,1975.2,1975,2,23466.454,34685,333511,17676
OH,1975.3,1975,3,44509.711,55684,616630,29454
OH,1975.4,1975,4,43916.093,39370,584719,41498
OH,1976.1,1976,1,32534.262,28744,414834,32721
OH,1976.2,1976,2,21178.445,24544,279650,19423
OH,1976.3,1976,3,20117.527,22583,259830,16042
OH,1976.4,1976,4,19408.182,18701,229446,16255
OH,1977.1,1977,1,18398.532,19417,217666,13948
OH,1977.2,1977,2,17634.899,20292,208587,12773
OH,1977.3,1977,3,9517.907,14459,112021,6002
OH,1977.4,1977,4,14025.025,12441,163573,10192
OH,1978.1,1978,1,5723.646,5880,56728,3980
OH,1978.2,1978,2,0,0,0,0
OH,1978.3,1978,3,0,0,0,0
OH,1978.4,1978,4,0,0,0,0
OH,1979.1,1979,1,0,0,0,0
OH,1979.2,1979,2,0,0,0,0
OH,1979.3,1979,3,0,0,0,0
OH,1979.4,1979,4,0,0,0,0
OH,1980.1,1980,1,12142.783,26305,124016,3
OH,1980.2,1980,2,56681.398,36986,467228,23376
OH,1980.3,1980,3,64726.87,41527,515458,33080
OH,1980.4,1980,4,63132.272,49326,533267,30937
OH,1981.1,1981,1,70851.206,45504,560714,37607
OH,1981.2,1981,2,53104.652,36598,418686,30327
OH,1981.3,1981,3,0,0,0,0
OH,1981.4,1981,4,0,0,0,0
OH,1982.1,1982,1,42973.18,51925,419607,199
OH,1982.2,1982,2,82980.106,58401,670588,44988
OH,1982.3,1982,3,103399.818,63037,779274,43560
OH,1982.4,1982,4,113771.34,59525,835674,54560
OH,1983.1,1983,1,104056.796,57622,775803,51127
OH,1983.2,1983,2,60886.676,38711,420145,26981
OH,1983.3,1983,3,0,0,0,0
OH,1983.4,1983,4,0,0,0,0
OH,1984.1,1984,1,0,0,0,0
OH,1984.2,1984,2,0,0,0,0
OH,1984.3,1984,3,0,0,0,0
OH,1984.4,1984,4,0,0,0,0
OH,1985.1,1985,1,0,0,0,0
OH,1985.2,1985,2,0,0,0,0
OH,1985.3,1985,3,0,0,0,0
OH,1985.4,1985,4,0,0,0,0
OH,1986.1,1986,1,0,0,0,0
OH,1986.2,1986,2,7.97,1,0,3
OH,1986.3,1986,3,0.595,0,0,0
OH,1986.4,1986,4,0.541,0,0,0
OH,1987.1,1987,1,10.708,1,0,2
OH,1987.2,1987,2,18.908,0,1,3
OH,1987.3,1987,3,1.244,1,11,1
OH,1987.4,1987,4,0,0,0,0
OH,1988.1,1988,1,0,0,0,0
OH,1988.2,1988,2,0,0,0,0
OH,1988.3,1988,3,0,0,0,0
OH,1988.4,1988,4,0,0,0,0
OH,1989.1,1989,1,0,0,0,0
OH,1989.2,1989,2,0,0,0,0
OH,1989.3,1989,3,0,0,0,0
OH,1989.4,1989,4,0,0,0,0
OH,1990.1,1990,1,0,0,0,0
OH,1990.2,1990,2,0,0,0,0
OH,1990.3,1990,3,0,0,0,0
OH,1990.4,1990,4,0,0,0,0
OH,1991.1,1991,1,0,0,0,0
OH,1991.2,1991,2,0,0,0,0
OH,1991.3,1991,3,0,0,0,0
OH,1991.4,1991,4,0,0,0,0
OH,1992.1,1992,1,0,0,0,0
OH,1992.2,1992,2,0,0,0,0
OH,1992.3,1992,3,0,0,0,0
OH,1992.4,1992,4,0,0,0,0
OH,1993.1,1993,1,0,0,0,0
OH,1993.2,1993,2,0,0,0,0
OH,1993.3,1993,3,0,0,0,0
OH,1993.4,1993,4,0,0,0,0
OH,1994.1,1994,1,0,0,0,0
OH,1994.2,1994,2,0,0,0,0
OH,1994.3,1994,3,0,0,0,0
OH,1994.4,1994,4,0,0,0,0
OH,1995.1,1995,1,0,0,0,0
OH,1995.2,1995,2,0,0,0,0
OH,1995.3,1995,3,0,0,0,0
OH,1995.4,1995,4,0,0,0,0
OH,1996.1,1996,1,0,0,0,0
OH,1996.2,1996,2,0,0,0,0
OH,1996.3,1996,3,0,0,0,0
OH,1996.4,1996,4,0,0,0,0
OH,1997.1,1997,1,0,0,0,0
OH,1997.2,1997,2,0,0,0,0
OH,1997.3,1997,3,0,0,0,0
OH,1997.4,1997,4,0,0,0,0
OH,1998.1,1998,1,0,0,0,0
OH,1998.2,1998,2,0,0,0,0
OH,1998.3,1998,3,0,0,0,0
OH,1998.4,1998,4,0,0,0,0
OH,1999.1,1999,1,0,0,0,0
OH,1999.2,1999,2,0,0,0,0
OH,1999.3,1999,3,0,0,0,0
OH,1999.4,1999,4,0,0,0,0
OH,2000.1,2000,1,0,0,0,0
OH,2000.2,2000,2,0,0,0,0
OH,2000.3,2000,3,0,0,0,0
OH,2000.4,2000,4,0,0,0,0
OH,2001.1,2001,1,0,0,0,0
OH,2001.2,2001,2,0,0,0,0
OH,2001.3,2001,3,0,0,0,0
OH,2001.4,2001,4,0,0,0,0
OH,2002.1,2002,1,0,0,0,0
OH,2002.2,2002,2,0,0,0,0
OH,2002.3,2002,3,0,0,0,0
OH,2002.4,2002,4,0,0,0,0
OH,2003.1,2003,1,0,0,0,0
OH,2003.2,2003,2,0,0,0,0
OH,2003.3,2003,3,0,0,0,0
OH,2003.4,2003,4,0,0,0,0
OH,2004.1,2004,1,0,0,0,0
OH,2004.2,2004,2,0,0,0,0
OH,2004.3,2004,3,0,0,0,0
OH,2004.4,2004,4,0,0,0,0
OH,2005.1,2005,1,0,0,0,0
OH,2005.2,2005,2,0,0,0,0
OH,2005.3,2005,3,0,0,0,0
OH,2005.4,2005,4,0,0,0,0
OH,2006.1,2006,1,0,0,0,0
OH,2006.2,2006,2,0,0,0,0
OH,2006.3,2006,3,0,0,0,0
OH,2006.4,2006,4,0,0,0,0
OH,2007.1,2007,1,0,0,0,0
OH,2007.2,2007,2,0,0,0,0
OH,2007.3,2007,3,0,0,0,0
OH,2007.4,2007,4,0,0,0,0
OH,2008.1,2008,1,0,0,0,0
OH,2008.2,2008,2,0,0,0,0
OH,2008.3,2008,3,0,0,0,0
OH,2008.4,2008,4,0,0,0,0
OH,2009.1,2009,1,0,0,0,0
OH,2009.2,2009,2,68426.617,31755,204260,0
OH,2009.3,2009,3,113547.075,18570,418822,13754
OH,2009.4,2009,4,83338.806,15977,349189,7979
OH,2010.1,2010,1,6387.59,455,3765,1068
OH,2010.2,2010,2,60554.613,7309,223422,9890
OH,2010.3,2010,3,133889.078,40092,333342,14570
OH,2010.4,2010,4,148489.523,29205,519431,21631
OH,2011.1,2011,1,130342.426,23894,455462,20876
OH,2011.2,2011,2,103347.434,18155,363939,18040
OH,2011.3,2011,3,84528.314,17532,300878,14842
OH,2011.4,2011,4,75330.871,13747,272888,12304
OH,2012.1,2012,1,67524.193,13964,241393,12095
OH,2012.2,2012,2,10707.029,2075,50098,1970
OH,2012.3,2012,3,394.132,15,310,108
OH,2012.4,2012,4,313.318,3,303,93
OH,2013.1,2013,1,119.378,3,2166,83
OH,2013.2,2013,2,17.876,0,1364,50
OH,2013.3,2013,3,2.304,2,1243,47
OH,2013.4,2013,4,20.766,4,1264,57
OH,2014.1,2014,1,18.031,2,744,36
OH,2014.2,2014,2,3.79,1,236,17
OH,2014.3,2014,3,16.204,3,116,24
OH,2014.4,2014,4,7.11,5,86,21
OH,2015.1,2015,1,1.763,0,74,26
OH,2015.2,2015,2,3.219,0,54,16
OH,2015.3,2015,3,12.309,2,36,15
OH,2015.4,2015,4,0.208,0,45,4
OH,2016.1,2016,1,0.491,0,53,19
OH,2016.2,2016,2,0.921,0,35,13
OH,2016.3,2016,3,8.414,1,52,19
OH,2016.4,2016,4,6.221,4,27,14
OH,2017.1,2017,1,1.922,1,29,17
OH,2017.2,2017,2,2.353,1,44,12
OH,2017.3,2017,3,0.602,0,25,7
OH,2017.4,2017,4,1.76,0,24,12
OH,2018.1,2018,1,4.129,2,29,15
OK,1971.1,1971,1,0,0,0,0
OK,1971.2,1971,2,0,0,0,0
OK,1971.3,1971,3,0,0,0,0
OK,1971.4,1971,4,0,0,0,0
OK,1972.1,1972,1,0,0,0,0
OK,1972.2,1972,2,0,0,0,0
OK,1972.3,1972,3,0,0,0,0
OK,1972.4,1972,4,0,0,0,0
OK,1973.1,1973,1,0,0,0,0
OK,1973.2,1973,2,0,0,0,0
OK,1973.3,1973,3,0,0,0,0
OK,1973.4,1973,4,0,0,0,0
OK,1974.1,1974,1,0,0,1,0
OK,1974.2,1974,2,0,0,6,0
OK,1974.3,1974,3,0,0,14,0
OK,1974.4,1974,4,0,0,10,0
OK,1975.1,1975,1,725.676,5021,8657,0
OK,1975.2,1975,2,4502.798,7446,48303,6104
OK,1975.3,1975,3,4457.741,8599,72374,6466
OK,1975.4,1975,4,4416.691,7794,81683,6809
OK,1976.1,1976,1,4505.214,8677,83399,6476
OK,1976.2,1976,2,4000.039,7220,74865,5706
OK,1976.3,1976,3,3604.25,6106,65376,4950
OK,1976.4,1976,4,3297.116,5817,59749,4564
OK,1977.1,1977,1,3790.291,6797,68967,5145
OK,1977.2,1977,2,3322.041,5627,59641,4543
OK,1977.3,1977,3,1586.203,3907,29446,1717
OK,1977.4,1977,4,2680.191,4049,49013,3466
OK,1978.1,1978,1,1021.3,1796,19370,1360
OK,1978.2,1978,2,0.459,2,52,1
OK,1978.3,1978,3,0.027,0,39,1
OK,1978.4,1978,4,0,0,50,0
OK,1979.1,1979,1,0,0,45,0
OK,1979.2,1979,2,0,0,0,0
OK,1979.3,1979,3,0,0,0,0
OK,1979.4,1979,4,0,0,0,0
OK,1980.1,1980,1,0,0,0,0
OK,1980.2,1980,2,0,0,0,0
OK,1980.3,1980,3,2504.662,5041,30654,685
OK,1980.4,1980,4,4315.998,4695,47256,4268
OK,1981.1,1981,1,1356.071,1754,14828,1160
OK,1981.2,1981,2,3.402,4,49,5
OK,1981.3,1981,3,0.288,0,0,0
OK,1981.4,1981,4,0.882,0,0,0
OK,1982.1,1982,1,0,0,1,0
