st,CYQ,year,quarter,Extended_Benefit,EB_First_Payment,EB_Weeks_Claimed,EB_Exh
HI,1972.2,1972,2,0,0,0,0
HI,1972.3,1972,3,0,0,0,0
HI,1972.4,1972,4,0,0,0,0
HI,1973.1,1973,1,0,0,0,0
HI,1973.2,1973,2,0,0,0,0
HI,1973.3,1973,3,0,0,0,0
HI,1973.4,1973,4,0,0,0,0
HI,1974.1,1974,1,0.17,0,0,1
HI,1974.2,1974,2,0,0,0,0
HI,1974.3,1974,3,0,0,0,0
HI,1974.4,1974,4,0,0,0,0
HI,1975.1,1975,1,647.693,2509,9120,0
HI,1975.2,1975,2,3159.664,3028,40567,2177
HI,1975.3,1975,3,2739.196,3380,34035,2031
HI,1975.4,1975,4,3181.55,3292,38781,2613
HI,1976.1,1976,1,3746.277,4419,44014,2739
HI,1976.2,1976,2,4287.858,4850,50322,3150
HI,1976.3,1976,3,4603.738,4848,51740,3228
HI,1976.4,1976,4,4229.232,4010,47344,3410
HI,1977.1,1977,1,3732.927,3780,40877,2779
HI,1977.2,1977,2,2803.046,2561,31820,2323
HI,1977.3,1977,3,1427.741,2288,15599,770
HI,1977.4,1977,4,2858.531,2427,29811,1650
HI,1978.1,1978,1,1655.671,1593,16867,1046
HI,1978.2,1978,2,1797.136,1615,129,1504
HI,1978.3,1978,3,0,0,3,0
HI,1978.4,1978,4,0,0,0,0
HI,1979.1,1979,1,0,0,0,0
HI,1979.2,1979,2,0,0,0,0
HI,1979.3,1979,3,0,0,0,0
HI,1979.4,1979,4,0,0,0,0
HI,1980.1,1980,1,0,0,0,0
HI,1980.2,1980,2,0,0,0,0
HI,1980.3,1980,3,983.987,1796,9852,6
HI,1980.4,1980,4,2325.596,1874,22379,736
HI,1981.1,1981,1,799.952,816,7412,431
HI,1981.2,1981,2,6.213,4,17,1
HI,1981.3,1981,3,4.281,3,14,3
HI,1981.4,1981,4,0,0,0,0
HI,1982.1,1982,1,0,0,1,0
HI,1982.2,1982,2,0,0,0,0
HI,1982.3,1982,3,0,0,0,0
HI,1982.4,1982,4,0,0,0,0
HI,1983.1,1983,1,0,0,0,0
HI,1983.2,1983,2,0,0,0,0
HI,1983.3,1983,3,0,0,0,0
HI,1983.4,1983,4,0,0,0,0
HI,1984.1,1984,1,0,0,0,0
HI,1984.2,1984,2,0,0,0,0
HI,1984.3,1984,3,0,0,2,0
HI,1984.4,1984,4,0,0,0,0
HI,1985.1,1985,1,0,0,0,0
HI,1985.2,1985,2,0,0,0,0
HI,1985.3,1985,3,0,0,0,0
HI,1985.4,1985,4,0,0,0,0
HI,1986.1,1986,1,0,0,0,0
HI,1986.2,1986,2,0,0,0,0
HI,1986.3,1986,3,0,0,0,0
HI,1986.4,1986,4,0,0,0,0
HI,1987.1,1987,1,0,0,0,0
HI,1987.2,1987,2,0,0,0,0
HI,1987.3,1987,3,0,0,0,0
HI,1987.4,1987,4,0,0,0,0
HI,1988.1,1988,1,0,0,0,0
HI,1988.2,1988,2,0,0,0,0
HI,1988.3,1988,3,0,0,0,0
HI,1988.4,1988,4,0,0,0,0
HI,1989.1,1989,1,0,0,0,0
HI,1989.2,1989,2,0,0,0,0
HI,1989.3,1989,3,0,0,0,0
HI,1989.4,1989,4,0,0,0,0
HI,1990.1,1990,1,0,0,0,0
HI,1990.2,1990,2,0,0,0,0
HI,1990.3,1990,3,0,0,0,0
HI,1990.4,1990,4,0,0,0,0
HI,1991.1,1991,1,0,0,0,0
HI,1991.2,1991,2,0,0,0,0
HI,1991.3,1991,3,0,0,0,0
HI,1991.4,1991,4,0,0,0,0
HI,1992.1,1992,1,0,0,0,0
HI,1992.2,1992,2,0,0,0,0
HI,1992.3,1992,3,0,0,0,0
HI,1992.4,1992,4,0,0,0,0
HI,1993.1,1993,1,0,0,0,0
HI,1993.2,1993,2,0,0,0,0
HI,1993.3,1993,3,0,0,0,0
HI,1993.4,1993,4,0,0,0,0
HI,1994.1,1994,1,0,0,0,0
HI,1994.2,1994,2,0,0,0,0
HI,1994.3,1994,3,0,0,0,0
HI,1994.4,1994,4,0,0,0,0
HI,1995.1,1995,1,0,0,0,0
HI,1995.2,1995,2,0,0,0,0
HI,1995.3,1995,3,0,0,0,0
HI,1995.4,1995,4,0,0,0,0
HI,1996.1,1996,1,0,0,0,0
HI,1996.2,1996,2,0,0,0,0
HI,1996.3,1996,3,0,0,0,0
HI,1996.4,1996,4,0,0,0,0
HI,1997.1,1997,1,0,0,0,0
HI,1997.2,1997,2,0,0,0,0
HI,1997.3,1997,3,0,0,0,0
HI,1997.4,1997,4,0,0,0,0
HI,1998.1,1998,1,0,0,0,0
HI,1998.2,1998,2,0,0,0,0
HI,1998.3,1998,3,0,0,0,0
HI,1998.4,1998,4,0,0,0,0
HI,1999.1,1999,1,0,0,0,0
HI,1999.2,1999,2,0,0,0,0
HI,1999.3,1999,3,0,0,0,0
HI,1999.4,1999,4,0,0,0,0
HI,2000.1,2000,1,0,0,0,0
HI,2000.2,2000,2,0,0,0,0
HI,2000.3,2000,3,0,0,0,0
HI,2000.4,2000,4,0,0,0,0
HI,2001.1,2001,1,0,0,0,0
HI,2001.2,2001,2,0,0,0,0
HI,2001.3,2001,3,0,0,0,0
HI,2001.4,2001,4,0,0,0,0
HI,2002.1,2002,1,0,0,0,0
HI,2002.2,2002,2,0,0,0,0
HI,2002.3,2002,3,0,0,0,0
HI,2002.4,2002,4,0,0,0,0
HI,2003.1,2003,1,0,0,0,0
HI,2003.2,2003,2,0,0,0,0
HI,2003.3,2003,3,0,0,0,0
HI,2003.4,2003,4,0,0,0,0
HI,2004.1,2004,1,0,0,0,0
HI,2004.2,2004,2,0,0,0,0
HI,2004.3,2004,3,0,0,0,0
HI,2004.4,2004,4,0,0,0,0
HI,2005.1,2005,1,0,0,0,0
HI,2005.2,2005,2,0,0,0,0
HI,2005.3,2005,3,0,0,0,0
HI,2005.4,2005,4,0,0,0,0
HI,2006.1,2006,1,0,0,0,0
HI,2006.2,2006,2,0,0,0,0
HI,2006.3,2006,3,0,0,0,0
HI,2006.4,2006,4,0,0,0,0
HI,2007.1,2007,1,0,0,0,0
HI,2007.2,2007,2,0,0,0,0
HI,2007.3,2007,3,0,0,0,0
HI,2007.4,2007,4,0,0,0,0
HI,2008.1,2008,1,0,0,0,0
HI,2008.2,2008,2,0,0,0,0
HI,2008.3,2008,3,0,0,0,0
HI,2008.4,2008,4,0,0,0,0
HI,2009.1,2009,1,0,0,0,0
HI,2009.2,2009,2,0,0,0,0
HI,2009.3,2009,3,0,0,0,0
HI,2009.4,2009,4,0,0,0,0
HI,2010.1,2010,1,0,0,0,0
HI,2010.2,2010,2,0,0,0,0
HI,2010.3,2010,3,0,0,0,0
HI,2010.4,2010,4,0,0,0,0
HI,2011.1,2011,1,0,0,0,0
HI,2011.2,2011,2,0,0,0,0
HI,2011.3,2011,3,0,0,0,0
HI,2011.4,2011,4,0,0,0,0
HI,2012.1,2012,1,0,0,0,0
HI,2012.2,2012,2,0,0,0,0
HI,2012.3,2012,3,0,0,0,0
HI,2012.4,2012,4,0,0,0,0
HI,2013.1,2013,1,0,0,0,0
HI,2013.2,2013,2,0,0,0,0
HI,2013.3,2013,3,0,0,0,0
HI,2013.4,2013,4,0,0,0,0
HI,2014.1,2014,1,0,0,0,0
HI,2014.2,2014,2,0,0,0,0
HI,2014.3,2014,3,0,0,0,0
HI,2014.4,2014,4,0,0,0,0
HI,2015.1,2015,1,0,0,0,0
HI,2015.2,2015,2,0,0,0,0
HI,2015.3,2015,3,0,0,0,0
HI,2015.4,2015,4,0,0,0,0
HI,2016.1,2016,1,0,0,0,0
HI,2016.2,2016,2,0,0,0,0
HI,2016.3,2016,3,0,0,0,0
HI,2016.4,2016,4,0,0,0,0
HI,2017.1,2017,1,0,0,0,0
HI,2017.2,2017,2,0,0,0,0
HI,2017.3,2017,3,0,0,0,0
HI,2017.4,2017,4,0,0,0,0
HI,2018.1,2018,1,0,0,0,0
IA,1971.1,1971,1,0,0,0,0
IA,1971.2,1971,2,0,0,0,0
IA,1971.3,1971,3,0,0,0,0
IA,1971.4,1971,4,0,0,0,0
IA,1972.1,1972,1,0,0,0,0
IA,1972.2,1972,2,0,0,0,0
IA,1972.3,1972,3,0,0,0,0
IA,1972.4,1972,4,0,0,0,0
IA,1973.1,1973,1,0,0,0,0
IA,1973.2,1973,2,0,0,0,0
IA,1973.3,1973,3,0,0,0,0
IA,1973.4,1973,4,0,0,0,0
IA,1974.1,1974,1,0,0,0,0
IA,1974.2,1974,2,0,0,0,0
IA,1974.3,1974,3,0,0,0,0
IA,1974.4,1974,4,0,0,0,0
IA,1975.1,1975,1,767.715,3980,13032,79
IA,1975.2,1975,2,4044.605,9056,62042,5719
IA,1975.3,1975,3,5168.953,9243,71623,5828
IA,1975.4,1975,4,5051.387,6814,66800,6023
IA,1976.1,1976,1,5560.27,8640,66943,4713
IA,1976.2,1976,2,5945.268,5427,72809,5262
IA,1976.3,1976,3,4801.422,5798,62019,4297
IA,1976.4,1976,4,3704.229,4535,46850,3258
IA,1977.1,1977,1,4140.944,5603,45414,3140
IA,1977.2,1977,2,2588.547,5067,45383,3021
IA,1977.3,1977,3,2134.622,3811,14156,1309
IA,1977.4,1977,4,3314.873,3898,38953,2451
IA,1978.1,1978,1,1346.914,1780,17796,978
IA,1978.2,1978,2,2.936,2,228,1
IA,1978.3,1978,3,0.736,0,114,0
IA,1978.4,1978,4,0,0,22,0
IA,1979.1,1979,1,0.256,0,7,0
IA,1979.2,1979,2,0,0,0,0
IA,1979.3,1979,3,0,0,0,0
IA,1979.4,1979,4,0,0,0,0
IA,1980.1,1980,1,0,0,0,0
IA,1980.2,1980,2,0,0,0,0
IA,1980.3,1980,3,3704.999,7649,35678,1055
IA,1980.4,1980,4,11187.023,13149,109146,6288
IA,1981.1,1981,1,4892.402,4951,43731,2588
IA,1981.2,1981,2,3.86,2,0,1
IA,1981.3,1981,3,0,0,0,0
IA,1981.4,1981,4,0,0,0,0
IA,1982.1,1982,1,5735.402,12490,60204,420
IA,1982.2,1982,2,15286.966,14030,135921,8991
IA,1982.3,1982,3,16119.404,13811,124645,7579
IA,1982.4,1982,4,1662.868,1347,21731,1080
IA,1983.1,1983,1,9407.045,16997,75549,776
IA,1983.2,1983,2,19657.687,11769,138046,11489
IA,1983.3,1983,3,65.082,52,554,54
IA,1983.4,1983,4,13.588,9,152,2
IA,1984.1,1984,1,8.08,8,60,2
IA,1984.2,1984,2,4.848,5,19,3
IA,1984.3,1984,3,3.756,3,19,0
IA,1984.4,1984,4,2.376,1,7,1
IA,1985.1,1985,1,1.214,2,7,0
IA,1985.2,1985,2,0.664,1,0,0
IA,1985.3,1985,3,0,0,0,0
IA,1985.4,1985,4,0,0,0,0
IA,1986.1,1986,1,0,0,0,0
IA,1986.2,1986,2,0,0,0,0
IA,1986.3,1986,3,0,0,15,0
IA,1986.4,1986,4,0,0,8,0
IA,1987.1,1987,1,0,0,0,0
IA,1987.2,1987,2,0,0,0,0
IA,1987.3,1987,3,0,0,0,0
IA,1987.4,1987,4,0,0,0,0
IA,1988.1,1988,1,0,0,0,0
IA,1988.2,1988,2,0,0,0,0
IA,1988.3,1988,3,0,0,0,0
IA,1988.4,1988,4,0,0,0,0
IA,1989.1,1989,1,0,0,0,0
IA,1989.2,1989,2,0,0,0,0
IA,1989.3,1989,3,0,0,0,0
IA,1989.4,1989,4,0,0,0,0
IA,1990.1,1990,1,0,0,0,0
IA,1990.2,1990,2,0,0,0,0
IA,1990.3,1990,3,0,0,0,0
IA,1990.4,1990,4,0,0,0,0
IA,1991.1,1991,1,0,0,0,0
IA,1991.2,1991,2,0,0,0,0
IA,1991.3,1991,3,76.596,73,1574,0
IA,1991.4,1991,4,0,0,0,0
IA,1992.1,1992,1,0,0,0,0
IA,1992.2,1992,2,0,0,0,0
IA,1992.3,1992,3,0,0,0,0
IA,1992.4,1992,4,0,0,0,0
IA,1993.1,1993,1,0,0,0,0
IA,1993.2,1993,2,0,0,0,0
IA,1993.3,1993,3,0,0,0,0
IA,1993.4,1993,4,0,0,0,0
IA,1994.1,1994,1,0,0,0,0
IA,1994.2,1994,2,0,0,0,0
IA,1994.3,1994,3,0,0,0,0
IA,1994.4,1994,4,1.512,0,0,0
IA,1995.1,1995,1,0,0,0,0
IA,1995.2,1995,2,0.226,0,0,0
IA,1995.3,1995,3,0,0,0,0
IA,1995.4,1995,4,0,0,0,0
IA,1996.1,1996,1,0,0,0,0
IA,1996.2,1996,2,0,0,0,0
IA,1996.3,1996,3,0,0,0,0
IA,1996.4,1996,4,0,0,0,0
IA,1997.1,1997,1,0,0,0,0
IA,1997.2,1997,2,0,0,0,0
IA,1997.3,1997,3,0,0,0,0
IA,1997.4,1997,4,0,0,0,0
IA,1998.1,1998,1,0,0,0,0
IA,1998.2,1998,2,0,0,0,0
IA,1998.3,1998,3,0,0,0,0
IA,1998.4,1998,4,0,0,0,0
IA,1999.1,1999,1,0,0,0,0
IA,1999.2,1999,2,0,0,0,0
IA,1999.3,1999,3,0,0,0,0
IA,1999.4,1999,4,0,0,0,0
IA,2000.1,2000,1,0,0,0,0
IA,2000.2,2000,2,0,0,0,0
IA,2000.3,2000,3,0,0,0,0
IA,2000.4,2000,4,0,0,0,0
IA,2001.1,2001,1,0,0,0,0
IA,2001.2,2001,2,0,0,0,0
IA,2001.3,2001,3,0,0,0,0
IA,2001.4,2001,4,0,0,0,0
IA,2002.1,2002,1,0,0,0,0
IA,2002.2,2002,2,0,0,0,0
IA,2002.3,2002,3,0,0,0,0
IA,2002.4,2002,4,0,0,0,0
IA,2003.1,2003,1,0,0,0,0
IA,2003.2,2003,2,0,0,0,0
IA,2003.3,2003,3,0,0,0,0
IA,2003.4,2003,4,0,0,0,0
IA,2004.1,2004,1,0,0,0,0
IA,2004.2,2004,2,0,0,0,0
IA,2004.3,2004,3,0,0,0,0
IA,2004.4,2004,4,0,0,0,0
IA,2005.1,2005,1,0,0,0,0
IA,2005.2,2005,2,0,0,0,0
IA,2005.3,2005,3,0,0,0,0
IA,2005.4,2005,4,0,0,0,0
IA,2006.1,2006,1,0,0,0,0
IA,2006.2,2006,2,0,0,0,0
IA,2006.3,2006,3,0,0,0,0
IA,2006.4,2006,4,0,0,0,0
IA,2007.1,2007,1,0,0,0,0
IA,2007.2,2007,2,0,0,0,0
IA,2007.3,2007,3,0,0,0,0
IA,2007.4,2007,4,0,0,0,0
IA,2008.1,2008,1,0,0,0,0
IA,2008.2,2008,2,0,0,0,0
IA,2008.3,2008,3,0,0,0,0
IA,2008.4,2008,4,0,0,0,0
IA,2009.1,2009,1,0,0,0,0
IA,2009.2,2009,2,0,0,0,0
IA,2009.3,2009,3,0,0,0,0
IA,2009.4,2009,4,0,0,0,0
IA,2010.1,2010,1,0,0,0,0
IA,2010.2,2010,2,0,0,0,0
IA,2010.3,2010,3,0,0,0,0
IA,2010.4,2010,4,0,0,0,0
IA,2011.1,2011,1,0,0,0,0
IA,2011.2,2011,2,0,0,0,0
IA,2011.3,2011,3,0,0,0,0
IA,2011.4,2011,4,0,0,0,0
IA,2012.1,2012,1,0,0,0,0
IA,2012.2,2012,2,0,0,0,0
IA,2012.3,2012,3,0,0,0,0
IA,2012.4,2012,4,0,0,0,0
IA,2013.1,2013,1,0,0,0,0
IA,2013.2,2013,2,0,0,0,0
IA,2013.3,2013,3,0,0,0,0
IA,2013.4,2013,4,0,0,0,0
IA,2014.1,2014,1,0,0,0,0
IA,2014.2,2014,2,0,0,0,0
IA,2014.3,2014,3,0,0,0,0
IA,2014.4,2014,4,0,0,0,0
IA,2015.1,2015,1,0,0,0,0
IA,2015.2,2015,2,0,0,0,0
IA,2015.3,2015,3,0,0,0,0
IA,2015.4,2015,4,0,0,0,0
IA,2016.1,2016,1,0,0,0,0
IA,2016.2,2016,2,0,0,0,0
IA,2016.3,2016,3,0,0,0,0
IA,2016.4,2016,4,0,0,0,0
IA,2017.1,2017,1,0,0,0,0
IA,2017.2,2017,2,0,0,0,0
IA,2017.3,2017,3,0,0,0,0
IA,2017.4,2017,4,0,0,0,0
IA,2018.1,2018,1,0,0,0,0
ID,1971.1,1971,1,0,0,0,0
ID,1971.2,1971,2,0,0,0,0
ID,1971.3,1971,3,0,0,0,0
ID,1971.4,1971,4,0,0,0,0
ID,1972.1,1972,1,0,0,0,0
ID,1972.2,1972,2,0,0,0,0
ID,1972.3,1972,3,0,0,0,0
ID,1972.4,1972,4,0,0,0,0
ID,1973.1,1973,1,0,0,0,0
ID,1973.2,1973,2,0,0,0,0
ID,1973.3,1973,3,0,0,0,0
ID,1973.4,1973,4,0,0,0,0
ID,1974.1,1974,1,0,0,0,0
ID,1974.2,1974,2,0,0,0,0
ID,1974.3,1974,3,0,0,0,0
ID,1974.4,1974,4,0,0,0,0
ID,1975.1,1975,1,628.012,2403,11809,593
ID,1975.2,1975,2,1224.149,3253,19959,1732
ID,1975.3,1975,3,811.901,1876,14987,1288
ID,1975.4,1975,4,841.063,1913,15125,1224
ID,1976.1,1976,1,1025.495,2567,16423,1581
ID,1976.2,1976,2,1097.453,2584,16161,1512
ID,1976.3,1976,3,716.698,1565,11025,1070
ID,1976.4,1976,4,644.239,1428,10627,872
ID,1977.1,1977,1,1052.285,2577,15156,1368
ID,1977.2,1977,2,987.305,2155,13900,1281
ID,1977.3,1977,3,339.562,868,4598,338
ID,1977.4,1977,4,601.769,1311,8397,673
ID,1978.1,1978,1,365.614,879,4353,377
ID,1978.2,1978,2,480.44,1347,6749,294
ID,1978.3,1978,3,252.373,489,3623,300
ID,1978.4,1978,4,1.008,1,13,1
ID,1979.1,1979,1,365.727,1519,4940,28
ID,1979.2,1979,2,1036.878,1862,12829,1077
ID,1979.3,1979,3,6.064,14,57,8
ID,1979.4,1979,4,1.8,4,14,0
ID,1980.1,1980,1,651.38,2246,8449,115
ID,1980.2,1980,2,2243.002,3859,26302,2036
ID,1980.3,1980,3,1987.135,2955,23576,1699
ID,1980.4,1980,4,1971.213,2929,23053,1598
ID,1981.1,1981,1,2622.795,3815,29010,2198
ID,1981.2,1981,2,2026.145,3243,21747,1703
ID,1981.3,1981,3,466.932,37,4339,14
ID,1981.4,1981,4,2282.484,4107,24531,1226
ID,1982.1,1982,1,3709.987,5475,37830,2970
ID,1982.2,1982,2,5008.748,6825,47336,3721
ID,1982.3,1982,3,5498.243,5791,48092,3579
ID,1982.4,1982,4,4937.167,5097,46302,3966
ID,1983.1,1983,1,5520.758,6552,50961,3943
ID,1983.2,1983,2,4947.088,5333,43491,3887
ID,1983.3,1983,3,382.07,396,2756,323
ID,1983.4,1983,4,2.007,5,21,14
ID,1984.1,1984,1,291.301,2537,2703,19
ID,1984.2,1984,2,4288.626,5106,36860,2807
ID,1984.3,1984,3,13.846,38,71,9
ID,1984.4,1984,4,0.956,0,0,0
ID,1985.1,1985,1,2.115,1,0,3
ID,1985.2,1985,2,3945.57,6818,32929,2085
ID,1985.3,1985,3,235.24,258,1674,340
ID,1985.4,1985,4,0,0,0,0
ID,1986.1,1986,1,0,0,0,0
ID,1986.2,1986,2,0,0,0,0
ID,1986.3,1986,3,5.461,10,18,7
ID,1986.4,1986,4,2.95,3,7,2
ID,1987.1,1987,1,370.45,1449,4059,0
ID,1987.2,1987,2,3906.888,4686,29433,1974
ID,1987.3,1987,3,9.737,15,28,7
ID,1987.4,1987,4,0.728,0,0,0
ID,1988.1,1988,1,0.101,0,0,0
ID,1988.2,1988,2,0,0,0,0
ID,1988.3,1988,3,0.166,0,0,0
ID,1988.4,1988,4,0,0,0,0
ID,1989.1,1989,1,0,0,0,0
ID,1989.2,1989,2,0,0,0,0
ID,1989.3,1989,3,0,0,0,0
ID,1989.4,1989,4,0,0,0,0
ID,1990.1,1990,1,0,0,0,0
ID,1990.2,1990,2,0,0,0,0
ID,1990.3,1990,3,0,0,0,0
ID,1990.4,1990,4,0,0,0,0
ID,1991.1,1991,1,0,0,0,0
ID,1991.2,1991,2,0,0,0,0
ID,1991.3,1991,3,0,0,0,0
ID,1991.4,1991,4,0,0,0,0
ID,1992.1,1992,1,0,0,0,0
ID,1992.2,1992,2,0,0,0,0
ID,1992.3,1992,3,0,0,0,0
ID,1992.4,1992,4,0,0,0,0
ID,1993.1,1993,1,0,0,0,0
ID,1993.2,1993,2,0,0,0,0
ID,1993.3,1993,3,0,0,0,0
ID,1993.4,1993,4,0,0,0,0
ID,1994.1,1994,1,0,0,0,0
ID,1994.2,1994,2,0,0,0,0
ID,1994.3,1994,3,0,0,0,0
ID,1994.4,1994,4,0,0,0,0
ID,1995.1,1995,1,0,0,0,0
ID,1995.2,1995,2,0,0,0,0
ID,1995.3,1995,3,0,0,0,0
ID,1995.4,1995,4,0,0,0,0
ID,1996.1,1996,1,0,0,0,0
ID,1996.2,1996,2,0,0,0,0
ID,1996.3,1996,3,0,0,0,0
ID,1996.4,1996,4,0,0,0,0
ID,1997.1,1997,1,0,0,0,0
ID,1997.2,1997,2,0,0,0,0
ID,1997.3,1997,3,0,0,0,0
ID,1997.4,1997,4,0,0,0,0
ID,1998.1,1998,1,0,0,0,0
ID,1998.2,1998,2,0,0,10,0
ID,1998.3,1998,3,0,0,0,0
ID,1998.4,1998,4,0,0,0,0
ID,1999.1,1999,1,0,0,0,0
ID,1999.2,1999,2,0,0,0,0
ID,1999.3,1999,3,0,0,0,0
ID,1999.4,1999,4,0,0,0,0
ID,2000.1,2000,1,0,0,0,0
ID,2000.2,2000,2,0,0,0,0
ID,2000.3,2000,3,0,0,0,0
ID,2000.4,2000,4,0,0,0,0
ID,2001.1,2001,1,0,0,0,0
ID,2001.2,2001,2,0,0,0,0
ID,2001.3,2001,3,0,0,0,0
ID,2001.4,2001,4,0,0,0,0
ID,2002.1,2002,1,0,0,0,0
ID,2002.2,2002,2,80.199,187,370,7
ID,2002.3,2002,3,5.443,12,13,0
ID,2002.4,2002,4,0,0,0,0
ID,2003.1,2003,1,0,0,0,0
ID,2003.2,2003,2,0,0,0,0
ID,2003.3,2003,3,0,0,0,0
ID,2003.4,2003,4,0,0,0,0
ID,2004.1,2004,1,0,0,0,0
ID,2004.2,2004,2,0,0,0,0
ID,2004.3,2004,3,0,0,0,0
ID,2004.4,2004,4,0,0,0,0
ID,2005.1,2005,1,0,0,0,0
ID,2005.2,2005,2,0,0,0,0
ID,2005.3,2005,3,0,0,0,0
ID,2005.4,2005,4,0,0,0,0
ID,2006.1,2006,1,0,0,0,0
ID,2006.2,2006,2,0,0,0,0
ID,2006.3,2006,3,0,0,0,0
ID,2006.4,2006,4,0,0,0,0
ID,2007.1,2007,1,0,0,0,0
ID,2007.2,2007,2,0,0,0,0
ID,2007.3,2007,3,0,0,0,0
ID,2007.4,2007,4,0,0,0,0
ID,2008.1,2008,1,0,0,0,0
ID,2008.2,2008,2,0,0,0,0
ID,2008.3,2008,3,0,0,0,0
ID,2008.4,2008,4,0,0,0,0
ID,2009.1,2009,1,637.092,643,2564,69
ID,2009.2,2009,2,1860.385,1003,7687,411
ID,2009.3,2009,3,4155.499,1907,16091,1218
ID,2009.4,2009,4,5158.397,2019,19862,1216
ID,2010.1,2010,1,2118.671,642,8819,364
ID,2010.2,2010,2,6571.941,2312,25979,1128
ID,2010.3,2010,3,8752.811,2767,33566,1280
ID,2010.4,2010,4,8066.735,2152,30322,1810
ID,2011.1,2011,1,7271.813,1966,27476,1529
ID,2011.2,2011,2,6320.937,1457,24609,1464
ID,2011.3,2011,3,5242.823,1386,20974,1219
ID,2011.4,2011,4,4714.716,1262,19352,1178
ID,2012.1,2012,1,3800.289,1172,15773,905
ID,2012.2,2012,2,3752.154,1390,15912,955
ID,2012.3,2012,3,1263.644,534,5303,501
ID,2012.4,2012,4,1.681,0,9,0
ID,2013.1,2013,1,1.469,1,1,1
ID,2013.2,2013,2,0,0,0,0
ID,2013.3,2013,3,0,0,0,0
ID,2013.4,2013,4,0,0,0,0
ID,2014.1,2014,1,0,0,0,0
ID,2014.2,2014,2,0,0,0,0
ID,2014.3,2014,3,0,0,0,0
ID,2014.4,2014,4,0,0,0,0
ID,2015.1,2015,1,0,0,0,0
ID,2015.2,2015,2,0,0,0,0
ID,2015.3,2015,3,0,0,0,0
ID,2015.4,2015,4,0,0,0,0
ID,2016.1,2016,1,0,0,0,0
ID,2016.2,2016,2,0,0,0,0
ID,2016.3,2016,3,0,0,0,0
ID,2016.4,2016,4,0,0,0,0
ID,2017.1,2017,1,0,0,0,0
ID,2017.2,2017,2,0,0,0,0
ID,2017.3,2017,3,0,0,0,0
ID,2017.4,2017,4,0,0,0,0
ID,2018.1,2018,1,0,0,0,0
IL,1971.1,1971,1,0,0,0,0
IL,1971.2,1971,2,0,0,0,0
IL,1971.3,1971,3,0,0,0,0
IL,1971.4,1971,4,0,0,0,0
IL,1972.1,1972,1,0,0,0,0
IL,1972.2,1972,2,0,0,0,0
IL,1972.3,1972,3,0,0,0,0
IL,1972.4,1972,4,0,0,0,0
IL,1973.1,1973,1,0,0,0,0
IL,1973.2,1973,2,0,0,0,0
IL,1973.3,1973,3,0,0,0,0
IL,1973.4,1973,4,0,0,0,0
IL,1974.1,1974,1,0.88,2,0,2
IL,1974.2,1974,2,0.601,2,0,1
IL,1974.3,1974,3,0.355,0,0,2
IL,1974.4,1974,4,0,0,28276,0
IL,1975.1,1975,1,2083.436,14682,35303,0
IL,1975.2,1975,2,23090.041,45834,223095,18884
IL,1975.3,1975,3,41304.354,69529,345413,33538
IL,1975.4,1975,4,54019.5,69362,419956,45577
IL,1976.1,1976,1,53091.699,58096,408758,38637
IL,1976.2,1976,2,47734.495,49849,369602,36647
IL,1976.3,1976,3,47924.306,50293,395696,34372
IL,1976.4,1976,4,41646.968,43368,303051,28824
IL,1977.1,1977,1,45112.001,46740,350594,29932
IL,1977.2,1977,2,34651.509,34838,503399,25326
IL,1977.3,1977,3,5142.347,25554,315794,10752
IL,1977.4,1977,4,33687.352,26108,345407,21984
IL,1978.1,1978,1,13685.305,14116,230552,9067
IL,1978.2,1978,2,18044.675,33409,139778,96
IL,1978.3,1978,3,18374.589,12321,250438,8416
IL,1978.4,1978,4,164.852,152,2711,86
IL,1979.1,1979,1,32.267,31,0,21
IL,1979.2,1979,2,9.593,3,0,7
IL,1979.3,1979,3,4.872,7,44,4
IL,1979.4,1979,4,11.422,8,196,6
IL,1980.1,1980,1,0.476,0,314,0
IL,1980.2,1980,2,14.487,114,302,0
IL,1980.3,1980,3,84391.354,87362,712842,9754
IL,1980.4,1980,4,85173.644,58915,696112,52597
IL,1981.1,1981,1,88230.096,64149,713773,41130
IL,1981.2,1981,2,81920.232,53927,667318,42756
IL,1981.3,1981,3,61294.056,40958,541430,30403
IL,1981.4,1981,4,512.579,629,16455,159
IL,1982.1,1982,1,11534.412,41820,101946,20
IL,1982.2,1982,2,107825.3,62688,837469,30951
IL,1982.3,1982,3,91613.092,59061,679736,38328
IL,1982.4,1982,4,110509.258,70375,790350,43535
IL,1983.1,1983,1,116656.584,67963,778752,46328
IL,1983.2,1983,2,115412.316,63505,755432,47744
IL,1983.3,1983,3,3577.459,4998,25541,1205
IL,1983.4,1983,4,115.177,83,1232,36
IL,1984.1,1984,1,54.069,38,639,14
IL,1984.2,1984,2,35.194,23,229,15
IL,1984.3,1984,3,22.416,18,286,11
IL,1984.4,1984,4,14.923,7,69,8
IL,1985.1,1985,1,20.021,10,169,4
IL,1985.2,1985,2,5.001,2,77,1
IL,1985.3,1985,3,4.801,3,84,1
IL,1985.4,1985,4,5.096,3,58,2
IL,1986.1,1986,1,1.792,1,102,0
IL,1986.2,1986,2,0.04,0,21,0
IL,1986.3,1986,3,3.906,2,46,2
IL,1986.4,1986,4,0,0,24,0
IL,1987.1,1987,1,0,0,46,0
